ID	class	order	family	subfamily	tribe	genus	species
GWOTH341-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBOSY002-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM6187-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBEPT776-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM2451-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAC820-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU3492-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRH2063-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB888-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBACU1197-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
PHLAH182-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BASYM1213-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMU522-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORK620-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOC811-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU855-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA10256-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMV2550-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EURAP228-23	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMP077-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL8671-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL867-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBBSP706-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBEPT662-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSK926-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSP724-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRI504-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU1484-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBSYM2018-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOB771-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB1051-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB1342-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAQU348-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORK544-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACA003-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMV181-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOC079-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBARB269-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSI750-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOD485-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA9953-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMP8277-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACB123-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EULEP5080-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLH049-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AMTPF3183-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL13230-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM6810-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBNE163-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBUPS103-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU2780-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOP255-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOL629-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACB1132-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MIDGE196-06	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMS144-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW132-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBBSP2076-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL3709-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL1764-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLG344-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM8666-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAF365-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRC2382-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCON716-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBSYM2108-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOJ576-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBHET1094-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBSYM920-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB1028-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT379-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMV773-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT333-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORL702-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW273-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MYFAB452-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAPD647-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMV1962-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBACU3526-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBACU260-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCRU181-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOTI460-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL7992-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL5933-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL2958-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAF548-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA329-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM8923-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRG3942-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRE3167-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB1124-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORE1999-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMS142-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOC786-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU2287-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOO381-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOP094-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMV1333-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL7874-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL13306-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL7279-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA293-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRD1268-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBACU2352-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLGC193-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAPD801-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOA292-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMV129-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSD789-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACB649-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOTS659-17	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMV1886-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMP1882-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA2768-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLG370-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBBSP276-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGME519-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMIX485-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM1431-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM9100-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOF154-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRC979-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOE813-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMWN1313-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBSYM110-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT177-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOR4003-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORK321-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAQU302-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOC323-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW918-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMU612-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMU947-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACB446-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBEPT1425-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOF205-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA10631-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BNSB047-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSI285-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL1005-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA744-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMIN41234-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBGST083-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAF516-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAD114-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAC004-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAC493-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRD3605-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRA1855-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOH285-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBSYM530-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBHAP895-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORL423-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOJ843-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOF169-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMU2184-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMQ3397-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBACU810-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBACU811-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ODOPE540-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ODOPE431-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL936-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMC1402-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM347-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAB711-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOP182-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRE746-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOF927-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOG299-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMV860-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYM619-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOI807-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMX200-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOE999-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMV2363-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMP3470-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL10979-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBBSP1411-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAPD380-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAD198-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRG4768-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOO1010-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBSYM1891-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORM254-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACA169-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACA1001-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMX251-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOG271-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB313-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOD717-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA584-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAB306-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOC857-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOG1118-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB1642-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMV440-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMV233-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORL436-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW710-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYM838-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW579-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB498-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOE475-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMX240-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOTD1000-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL12656-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL11675-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL988-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBBSP1174-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAF731-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLA634-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW813-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMV732-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT724-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOC500-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ODOPE550-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAC1119-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORB4248-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM8840-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU2493-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCL15928-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBSYM2439-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRB1052-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBHET693-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
LEPVM345-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MYFAB078-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACA522-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYM756-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOB775-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAPC568-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAPC530-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOC179-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOC634-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ODOPE463-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL4999-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL561-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMJ1378-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOTF310-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOF667-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBACU1408-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSY012-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMU879-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACA1087-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORR708-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOA267-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOC824-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA10535-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMV3051-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMIN61940-17	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOTH305-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ODOPE204-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL1004-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA1905-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLA155-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB1455-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSD766-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAB1468-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
CHBAV002-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM15892-17	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMIX1683-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM12200-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBOLS001-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM9362-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLB284-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOO703-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMWS039-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMWN1989-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBACU1659-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBACU1183-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MYFAB451-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOC832-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW233-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMV880-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOE504-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA13939-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA10387-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA10437-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL1254-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOL295-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYM175-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MIDGE014-06	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYM473-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACA401-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSI760-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA10487-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDP21582-19	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FENHY087-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM7809-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA984-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBUPS010-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRF1416-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBNE129-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLA005-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOG926-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMV296-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMV322-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORA2553-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT852-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOA632-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOC032-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMR1556-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM15132-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBARB775-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL9177-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBEPT705-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYM303-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM1555-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOG648-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRD2047-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBNE105-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOK510-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMU425-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
IBLPC201-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORK508-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT936-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORU302-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
