LR994329 Fungi
AY348586 Fungi|Ascomycota|Leotiomycetes|Helotiales|Helotiaceae|Hymenoscyphus|Hymenoscyphus_lasiopodius
AF444411 Fungi|Basidiomycota|Tremellomycetes|Tremellales|Cuniculitremaceae|Fellomyces|Fellomyces_polyborus
AJ608642 Fungi|Basidiomycota|Tremellomycetes|Tremellales|Cuniculitremaceae|Fellomyces|Fellomyces_borneensis
AF444337 Fungi|Basidiomycota|Tremellomycetes|Tremellales|Cuniculitremaceae|Fellomyces|Fellomyces_penicillatus
MT036486 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_hesleri
KU904818 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_zangii
MG386066 Fungi|Ascomycota|Dothideomycetes|Venturiales|Sympoventuriaceae|Neofusicladium|Neofusicladium_regnans
KX228278 Fungi|Ascomycota|Dothideomycetes|Venturiales|Sympoventuriaceae|Neofusicladium|Neofusicladium_eucalypticola
MG986488 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycopsidaceae|Saccharomycopsis|Saccharomycopsis_oosterbeekiorum
KY105260 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycopsidaceae|Saccharomycopsis|Saccharomycopsis_javanensis
DQ361061 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycopsidaceae|Saccharomycopsis|Saccharomycopsis_babjevae
DQ371964 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycopsidaceae|Saccharomycopsis|Saccharomycopsis_schoenii
KY105257 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycopsidaceae|Saccharomycopsis|Saccharomycopsis_fermentans
MN747482 Fungi|Ascomycota|Sordariomycetes|Meliolales|Meliolaceae|Meliola|Meliola_jasmini-sambac
OW983867 Fungi|Ascomycota|Sordariomycetes|Ophiostomatales|Ophiostomataceae|Sporothrix|Sporothrix_ghanensis
MH532831 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Cordycipitaceae|Hevansia|Hevansia_novoguineensis
OK040737 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Cordycipitaceae|Gibellula|Gibellula_trimorpha
OQ717863 Fungi|Ascomycota|Lecanoromycetes|Leprocaulales|Leprocaulaceae|Halecania|Halecania_viridescens
OK577949 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Catillariaceae|Catillaria|Catillaria_chalybeia_var._chloropoliza
MT248986 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Catillariaceae|Catillaria|Catillaria_flexuosa
OK332960 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Catillariaceae|Catillaria|Catillaria_fungoides
KY102024 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Candida|Candida|Candida_castellii
MW264072 Fungi|Mucoromycota|Mucoromycetes|Mucorales|Cunninghamellaceae|Absidia|Absidia_ovalispora
JQ760608 Fungi|Ascomycota|Sordariomycetes|Xylariales|Xylariaceae|Nemania|Nemania_beaumontii
JX976095 Fungi|Mortierellomycota|Mortierellomycetes|Mortierellales|Mortierellaceae|Entomortierella|Entomortierella_lignicola
JX976015 Fungi|Mortierellomycota|Mortierellomycetes|Mortierellales|Mortierellaceae|Entomortierella|Entomortierella_echinosphaera
MN714036 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Marasmiaceae|Marasmius|Marasmius_vigintifolius
MN714030 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Marasmiaceae|Marasmius|Marasmius_alienigenus
MT055962 Fungi|Basidiomycota|Agaricomycetes|Gomphales|Gomphaceae|Ramaria|Ramaria_schildii
OK040735 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Cordycipitaceae|Gibellula|Gibellula_scorpioides
OL982302 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Cordycipitaceae|Gibellula|Gibellula_penicillioides
KP322986 Fungi|Basidiomycota|Exobasidiomycetes|Robbauerales|Robbaueraceae|Robbauera|Robbauera_albescens
KY104303 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Lipomycetaceae|Myxozyma|Myxozyma_monticola
MN541840 Fungi|Ascomycota|Leotiomycetes|Rhytismatales|Triblidiaceae|Triblidium|Triblidium_yunnanense
MK751800 Fungi|Ascomycota|Leotiomycetes|Rhytismatales|Triblidiaceae|Triblidium|Triblidium_caliciiforme
OM987292 Fungi|Ascomycota|Leotiomycetes|Rhytismatales|Rhytismataceae|Lophodermium|Lophodermium_tindalii
HQ317511 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Gymnosporangiaceae|Gymnosporangium|Gymnosporangium_globosum
KY101990 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Candida|Candida|Candida_boidinii
MT730745 Fungi|Chytridiomycota|Spizellomycetes|Spizellomycetales|Powellomycetaceae|Geranomyces|Geranomyces_michiganensis
MT730851 Fungi|Chytridiomycota|Chytridiomycetes|Chytridiales|Chytriomycetaceae|Siphonaria|Siphonaria_sparrowii
KX239841 Fungi|Ascomycota|Pezizomycetes|Pezizales|Helvellaceae|Helvella|Helvella_floriforma
MH279961 Fungi|Ascomycota|Lecanoromycetes|Teloschistales|Megalosporaceae|Megalospora|Megalospora_porphyritis
AY795851 Fungi|Ascomycota|Eurotiomycetes|Mycocaliciales|Mycocaliciaceae|Chaenothecopsis|Chaenothecopsis_consociata
AY795865 Fungi|Ascomycota|Eurotiomycetes|Mycocaliciales|Mycocaliciaceae|Chaenothecopsis|Chaenothecopsis_pusiola
UDB0799949 Fungi|Ascomycota|Eurotiomycetes|Mycocaliciales|Mycocaliciaceae|Chaenothecopsis|Chaenothecopsis_viridireagens
MF774335 Fungi|Ascomycota|Sordariomycetes|Xylariales|Xylariaceae|Xylaria|Xylaria_sibirica
GU053903 Fungi|Basidiomycota|Agaricomycetes|Hymenochaetales|Hymenochaetaceae|Fuscoporia|Fuscoporia_rufitincta
MH151196 Fungi|Basidiomycota|Agaricomycetes|Hymenochaetales|Hymenochaetaceae|Phylloporia|Phylloporia_oreophila
MH151180 Fungi|Basidiomycota|Agaricomycetes|Hymenochaetales|Hymenochaetaceae|Phylloporia|Phylloporia_lespedezae
MH151174 Fungi|Basidiomycota|Agaricomycetes|Hymenochaetales|Hymenochaetaceae|Phylloporia|Phylloporia_lonicerae
EU364562 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Candida|Candida|Candida_insectalens
MH508333 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_eijii
DQ340312 Fungi|Basidiomycota|Agaricomycetes|Hymenochaetales|Schizoporaceae|Lyomyces|Lyomyces_pruni
MK047434 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Alfaria|Alfaria_tabebuiae
MZ408904 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Grandibotrys
MH859249 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Calcarisporiaceae|Calcarisporium|Calcarisporium_arbuscula
KU845983 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Alfaria|Alfaria_caricicola
KU845808 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Achroiostachys|Achroiostachys_saccharicola
MH107881 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Alfaria|Alfaria_acaciae
KU845804 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Achroiostachys|Achroiostachys_aurantispora
EU073198 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Hypocreaceae|Hypocreopsis|Hypocreopsis_amplectens
MG827034 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Niessliaceae|Niesslia|Niesslia_loricata
KU845988 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Alfaria|Alfaria_terrestris
KU845984 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Alfaria|Alfaria_ossiformis
MH979272 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Hypocreaceae|Hypomyces|Hypomyces_armeniacus
MK018526 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Niessliaceae|Eucasphaeria|Eucasphaeria_capensis
OK664745 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Alfaria|Alfaria_junci
UDB0432237 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Calcarisporiaceae|Calcarisporium
UDB0753970 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Tilachlidiaceae|Tilachlidium
MF687395 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Cocoonihabitaceae|Cocoonihabitus|Cocoonihabitus_sinensis
MH857905 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Hypocreaceae|Sphaerostilbella|Sphaerostilbella_lutea
MH795082 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Hypocreaceae|Sphaerostilbella|Sphaerostilbella_aureonitens
KU846741 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Stachybotrys|Stachybotrys_subsylvaticus
KY173415 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Bionectriaceae|Bullanockia|Bullanockia_australis
AF081471 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Stachybotrys|Stachybotrys_longistipitatus
KX306748 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Alfariacladiella|Alfariacladiella_spartii
JN006744 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Hypocreaceae|Hypocreopsis|Hypocreopsis_rhododendri
MG386063 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Alfaria|Alfaria_dandenongensis
MT153956 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Cordycipitaceae|Neobaryopsis|Neobaryopsis_andensis
MW477991 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Stachybotrys|Stachybotrys_musae
MW020709 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Bionectriaceae|Acremonium|Acremonium_guillematii
OL653056 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Clavicipitaceae|Neobarya|Neobarya_agaricicola
KU845792 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Achroiostachys|Achroiostachys_betulicola
KU382208 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Hypocreaceae|Sphaerostilbella|Sphaerostilbella_parabroomeana
UDB02242947 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Niessliaceae|Niesslia|Niesslia_ilicifolia
KU845805 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Achroiostachys|Achroiostachys_levigata
MG826989 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Niessliaceae|Niesslia|Niesslia_mucida
KU846049 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Melanopsamma|Melanopsamma_pomiformis
KJ021320 Fungi|Ascomycota|Lecanoromycetes|Teloschistales|Teloschistaceae|Eilifdahlia|Eilifdahlia_wirthii
AB691998 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Entolomataceae|Entoloma|Entoloma_prismaticum
JX025774 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Inocybaceae|Inocybe|Inocybe_caroticolor
UDB0323724 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Inocybaceae|Inocybe|Inocybe_bresadolae
OM473565 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Inocybaceae|Inocybe|Inocybe_earleana
OM473367 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Inocybaceae|Inocybe|Inocybe_desquamans
KF291246 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hygrophoraceae|Porpolomopsis
UDB011387 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Physalacriaceae|Rhodotus|Rhodotus_palmatus
EU416299 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Leucoagaricus|Leucoagaricus_atroazureus
ON006493 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Cortinariaceae|Phlegmacium|Phlegmacium_violaceoserrulatum
UDB017977 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Clavariaceae|Clavaria|Clavaria_macounii
MZ159751 Fungi|Ascomycota|Lecanoromycetes|Graphidales|Graphidaceae|Phaeographis|Phaeographis_dendritica
KC592265 Fungi|Ascomycota|Lecanoromycetes|Graphidales|Graphidaceae|Leiorreuma|Leiorreuma_sericeum
EU718095 Fungi|Basidiomycota|Agaricomycetes|Boletales|Calostomataceae|Calostoma|Calostoma_rodwayi
KP196332 Fungi|Ascomycota|Pezizomycetes|Pezizales|Tuberaceae|Tuber|Tuber_thailandicum
AB125261 Fungi|Basidiomycota|Malasseziomycetes|Malasseziales|Malasseziaceae|Malassezia|Malassezia_yamatoensis
MH857036 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Leptosphaeriaceae|Leptosphaeria|Leptosphaeria_allorgei
UDB035083 Fungi|Ascomycota|Sordariomycetes|Magnaporthales|Pseudohalonectriaceae|Pseudohalonectria|Pseudohalonectria_lignicola
UDB03079148 Fungi|Basidiomycota|Microbotryomycetes|Kriegeriales|Kriegeriaceae|Libkindia
JX508799 Fungi|Basidiomycota|Microbotryomycetes|Kriegeriales|Kriegeriaceae|Meredithblackwellia|Meredithblackwellia_eburnea
EU784273 Fungi|Ascomycota|Pezizomycetes|Pezizales|Discinaceae|Hydnotrya|Hydnotrya_cubispora
DQ389732 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Strophariaceae|Agrocybe|Agrocybe_pusiola
MW489536 Fungi|Ascomycota|Sordariomycetes|Xylariales|Hypoxylaceae|Hypoxylon|Hypoxylon_vogesiacum
JX093568 Fungi|Chytridiomycota|Synchytriomycetes|Synchytriales|Synchytriaceae|Synchytrium|Synchytrium_papillatum
MN816735 Fungi|Basidiomycota|Agaricomycetes|Hymenochaetales|Hymenochaetaceae|Fuscoporia|Fuscoporia_shoreae
KU647737 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Leucoagaricus|Leucoagaricus_umbonatus
JX905549 Fungi|Chytridiomycota|Chytridiomycetes|Chytridiales|Chytriomycetaceae|Odontochytrium|Odontochytrium_milleri
OQ600336 Fungi|Ascomycota|Pezizomycetes|Pezizales|Helvellaceae|Helvella|Helvella_rugosa
OQ600319 Fungi|Ascomycota|Pezizomycetes|Pezizales|Helvellaceae|Helvella|Helvella_magna
UDB03342416 Fungi|Ascomycota|Pezizomycetes|Pezizales|Helvellaceae|Helvella|Helvella_atra
MF352713 Fungi|Ascomycota|Pezizomycetes|Pezizales|Helvellaceae|Helvella|Helvella_sulcatoides
OQ600367 Fungi|Ascomycota|Pezizomycetes|Pezizales|Helvellaceae|Helvella|Helvella_yunnanensis
JX905531 Fungi|Chytridiomycota|Chytridiomycetes|Chytridiales|Chytriomycetaceae|Rodmanochytrium|Rodmanochytrium_sphaericum
ON033065 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Crepidotaceae|Crepidotus|Crepidotus_cinnabarinus
MT940809 Fungi|Basidiomycota|Agaricomycetes|Russulales|Russulaceae|Russula|Russula_lilacina
UDB004437 Fungi|Basidiomycota|Agaricomycetes|Russulales|Russulaceae|Russula|Russula_striatoviridis
MT822962 Fungi|Basidiomycota|Agaricomycetes|Russulales|Russulaceae|Russula|Russula_phloginea
MG214688 Fungi|Basidiomycota|Agaricomycetes|Russulales|Russulaceae|Russula|Russula_lotus
MK575247 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hygrophoraceae|Hygrophorus|Hygrophorus_discoxanthus
UDB000557 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hygrophoraceae|Hygrophorus|Hygrophorus_hedrychii
MW740316 Fungi|Basidiomycota|Dacrymycetes|Dacrymycetales|Dacrymycetaceae|Dacrymyces|Dacrymyces_subantarcticensis
MH230100 Fungi|Basidiomycota|Dacrymycetes|Dacrymycetales|Dacrymycetaceae|Dacrymyces|Dacrymyces_invisibilis
OK346530 Fungi|Ascomycota|Pezizomycetes|Pezizales|Discinaceae|Gyromitra|Gyromitra_brunnea
KC408379 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_macrocarpa
JX656699 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Kazachstania|Kazachstania_psychrophila
KF192888 Fungi|Ascomycota|Laboulbeniomycetes|Laboulbeniales|Laboulbeniaceae|Hesperomyces|Hesperomyces_coleomegillae
KF192902 Fungi|Ascomycota|Laboulbeniomycetes|Laboulbeniales|Laboulbeniaceae|Hesperomyces|Hesperomyces_palustris
MG757813 Fungi|Ascomycota|Laboulbeniomycetes|Laboulbeniales|Laboulbeniaceae|Hesperomyces|Hesperomyces_halyziae
EU552108 Fungi|Ascomycota|Eurotiomycetes|Chaetothyriales|Herpotrichiellaceae|Capronia|Capronia_leucadendri
KF258721 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_wadjukiorum
KC710064 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Entolomataceae|Entoloma|Entoloma_cretaceum
KY826028 Fungi|Basidiomycota|Agaricomycetes|Boletales|Boletaceae|Tylopilus|Tylopilus_appalachiensis
MT452882 Fungi|Basidiomycota|Agaricomycetes|Phallales|Phallaceae|Phallus|Phallus_chiangmaiensis
MF039581 Fungi|Basidiomycota|Agaricomycetes|Phallales|Phallaceae|Phallus|Phallus_fuscoechinovolvatus
MZ890332 Fungi|Basidiomycota|Agaricomycetes|Phallales|Phallaceae|Phallus|Phallus_cremeo-ochraceus
KP012762 Fungi|Basidiomycota|Agaricomycetes|Phallales|Phallaceae|Phallus|Phallus_multicolor
MT261852 Fungi|Basidiomycota|Agaricomycetes|Phallales|Phallaceae|Phallus|Phallus_luteus
KY101653 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycopsidaceae|Ambrosiozyma|Ambrosiozyma_pseudovanderkliftii
KF360391 Fungi|Ascomycota|Lecanoromycetes|Baeomycetales|Xylographaceae|Xylographa|Xylographa_isidiosa
KJ462272 Fungi|Ascomycota|Lecanoromycetes|Baeomycetales|Xylographaceae|Ptychographa|Ptychographa_xylographoides
KR017106 Fungi|Ascomycota|Lecanoromycetes|Baeomycetales|Xylographaceae|Lambiella|Lambiella_arenosa
KR017101 Fungi|Ascomycota|Lecanoromycetes|Baeomycetales|Xylographaceae|Lambiella|Lambiella_insularis
DQ015697 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia_myrsiphylli
MW404723 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia_eleganticoronata
MW404781 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia_festucae
KU296909 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia_porri
L08733 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Uromyces|Uromyces_muscari
MT644940 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Uromyces|Uromyces_dactylidis
KT982695 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia_hordei
MK785263 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia_caulophylli
MW404736 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia_rangiferina
KU872003 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia_marrubii
OQ376966 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia_gibberosa
MT965638 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia_poarum
MH205916 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Uromyces|Uromyces_erythronii
KY767027 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia_aizazii
AY652756 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Endophyllum|Endophyllum_osteospermi
HM131319 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia_coronati-agrostidis
HM131235 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia_coronati-brevispora
KY678768 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Uromyces|Uromyces_beticola
MW404769 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniaceae|Puccinia|Puccinia_epigejos
UDB034354 Fungi|Basidiomycota|Agaricomycetes|Hymenochaetales|Hymenochaetaceae|Mensularia|Mensularia_nodulosa
KC571728 Fungi|Basidiomycota|Agaricomycetes|Thelephorales|Bankeraceae|Hydnellum|Hydnellum_caeruleum
AB025686 Fungi|Basidiomycota|Exobasidiomycetes|Entylomatales|Entylomataceae|Tilletiopsis|Tilletiopsis_washingtonensis
KP322984 Fungi|Basidiomycota|Exobasidiomycetes|Entylomatales|Entylomataceae|Tilletiopsis|Tilletiopsis_lilacina
ON310989 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Laetiporaceae|Phaeolus|Phaeolus_tabulaeformis
KF717582 Fungi|Ascomycota|Pezizomycetes|Pezizales|Pyronemataceae|Otidea|Otidea_papillata
KM588676 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Physalacriaceae|Rhizomarasmius|Rhizomarasmius_oreinus
KM588674 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Physalacriaceae|Rhizomarasmius|Rhizomarasmius_setosus
OR945090 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Physalacriaceae|Rhizomarasmius|Rhizomarasmius_pyrrhocephalus
OQ990113 Fungi|Ascomycota|Dothideomycetes|Hysteriales|Hysteriaceae|Hysterobrevium|Hysterobrevium_rosae
ON227521 Fungi|Ascomycota|Pezizomycetes|Pezizales|Sarcosomataceae|Urnula|Urnula_craterium
JX669827 Fungi|Ascomycota|Pezizomycetes|Pezizales|Sarcosomataceae|Urnula|Urnula_hiemalis
OM519389 Fungi|Basidiomycota|Dacrymycetes|Dacrymycetales|Dacrymycetaceae|Dendrodacrys|Dendrodacrys_concrescens
DQ223733 Fungi|Ascomycota|Sordariomycetes|Xylariales|Hypoxylaceae|Annulohypoxylon|Annulohypoxylon_atroroseum
MF954879 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Galerina|Galerina_vittiformis
OP866195 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Galerina|Galerina_calyptrata
UDB011833 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Galerina|Galerina_fallax
MF954850 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Galerina|Galerina_mammillata
OP866193 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Galerina|Galerina_allospora
GU565177 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Psilocybe|Psilocybe_serbica
ON146109 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Galerina|Galerina_atkinsoniana
KU727209 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Gymnopilus|Gymnopilus_crociphyllus
KC602411 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Galerina|Galerina_alpestris
UDB011712 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Galerina|Galerina_pumila
AJ585472 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Galerina|Galerina_lubrica
UDB02503788 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Galerina|Galerina_triscopa
MK942384 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Psilocybe|Psilocybe_caerulipes
KC669290 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Psilocybe|Psilocybe_mescaleroensis
AY925213 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Gymnopilus|Gymnopilus_penetrans
AJ585455 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Galerina|Galerina_sphagnorum
OQ871862 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Galerina|Galerina_nana
MK036416 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Gymnopilus|Gymnopilus_minisporus
UDB036638 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Galerina|Galerina_perplexa
MZ318320 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Galerina|Galerina_minima
UDB02507272 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Galerina|Galerina_cinctula
AJ585510 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hymenogastraceae|Galerina|Galerina_pruinatipes
OM501381 Fungi|Ascomycota|Sordariomycetes|Cephalothecales|Cephalothecaceae|Cephalotheca|Cephalotheca_reniformis
FM202494 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Meruliaceae|Physisporinus|Physisporinus_eminens
AM749940 Fungi|Ascomycota|Sordariomycetes|Xylariales|Hypoxylaceae|Hypoxylon|Hypoxylon_hinnuleum
KX376320 Fungi|Ascomycota|Sordariomycetes|Xylariales|Hypoxylaceae|Annulohypoxylon|Annulohypoxylon_michelianum
AF201710 Fungi|Ascomycota|Sordariomycetes|Xylariales|Hypoxylaceae|Hypoxylon|Hypoxylon_papillatum
DQ223741 Fungi|Ascomycota|Sordariomycetes|Xylariales|Hypoxylaceae|Hypoxylon|Hypoxylon_kanchanapisekii
EU019277 Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Teratosphaeriaceae|Apenidiella|Apenidiella_strumelloidea
UDB01168120 Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Teratosphaeriaceae|Apenidiella
LR536044 Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Teratosphaeriaceae|Apenidiella|Apenidiella_foetida
MW077147 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Lophiostomataceae|Desertiserpentica|Desertiserpentica_hydei
MT627743 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Tetraplosphaeriaceae|Tetraploa|Tetraploa_yunnanensis
MN937226 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Tetraplosphaeriaceae|Tetraploa|Tetraploa_dwibahubeeja
MN937232 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Tetraplosphaeriaceae|Tetraploa|Tetraploa_pseudoaristata
KT270279 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Tetraplosphaeriaceae|Tetraploa|Tetraploa_endophytica
AB524808 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Tetraplosphaeriaceae|Tetraploa|Tetraploa_yakushimensis
AB524792 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Tetraplosphaeriaceae|Pseudotetraploa|Pseudotetraploa_curviappendiculata
OR427324 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Tetraplosphaeriaceae|Polyplosphaeria
