ID	order	family	subfamily	tribe	genus	species	Prob_order	Prob_family	Prob_subfamily	Prob_tribe	Prob_genus	Prob_species
GMGRE3500-13	Hymenoptera	Dryinidae	Typhlocybinae	Philanthini	Synorthocladius	Andrena_nigrospina	0.9994344	0.5248871	0.12570204	0.20022054	0.15335324	0.05560777
FBSYB1270-12	Hymenoptera	Diprionidae	Monocteninae	Philanthini	Monoctenus	Monoctenus_obscuratus	0.97473305	0.9396861	0.5422744	0.21444991	0.6892513	0.2938884
FBCAD060-10	Trichoptera	Limnephilidae	Limnephilinae	Macrocerini	Amphimallon	Amphimallon_solstitiale	0.9953394	0.920322	0.38025865	0.16566618	0.10558737	0.22337505
GWORL444-09	Lepidoptera	Noctuidae	Metoponiinae	Leuconyctini	Caradrina	Eucarta_virgo	0.9997551	0.89301676	0.58767146	0.74280775	0.21484725	0.51935744
GWORL635-09	Lepidoptera	Chironomidae	Diamesinae	Pseudochironomini	Procladius	Crambus_pascuella	0.9081871	0.6502308	0.35828498	0.50847137	0.09205572	0.48783162
FBCOP248-13	Hymenoptera	Hydroptilidae	Oecophorinae	Erotini	Carterocephalus	Auleutes_epilobii	0.6997661	0.49285975	0.404895	0.10797909	0.10057355	0.061147977
FBCON652-13	Trichoptera	Acroceridae	Psychomyiinae	Thinobiini	Discoelius	Stenocranus_fuscovittatus	0.98860943	0.23363727	0.21882662	0.50998116	0.103681564	0.09189218
EULEP6145-20	Lepidoptera	Hesperiidae	Hesperiinae	Hesperiini	Hesperia	Hesperia_comma	0.55164474	0.8337408	0.90765965	0.96453035	0.41602597	0.38033125
GMGMU2051-20	Hymenoptera	Ichneumonidae	Phygadeuontinae	Aptesini	Gelis	Hoplocryptus_coxator	1.0	0.9934908	0.8730068	0.8267152	0.48325226	0.09029936
GMGMT1604-20	Diptera	Keroplatidae	Keroplatinae	Orfeliini	Macrocera	Asindulum_nigrum	0.9987118	0.18298323	0.08336467	0.295725	0.17307237	0.041872825
FBACB244-11	Hymenoptera	Pemphredonidae	Pemphredoninae	Miscophini	Passaloecus	Philanthus_triangulum	0.9804246	0.6627049	0.3832492	0.30270824	0.3238396	0.091019675
EULEP5075-16	Lepidoptera	Hesperiidae	Hesperiinae	Hesperiini	Paratanytarsus	Thymelicus_lineola	0.99961394	0.29384327	0.74911183	0.8516188	0.1194712	0.14278172
GCOL12225-16	Coleoptera	Chrysomelidae	Cryptocephalinae	Cryptocephalini	Cryptocephalus	Cryptocephalus_quadripustulatus	0.8823099	0.12548783	0.8832031	0.49986967	0.5746036	0.32019305
GCOL8732-16	Coleoptera	Staphylinidae	Staphylininae	Staphylinini	Quedius	Tasgius_melanarius	0.9999888	0.99978775	0.5404785	0.37656894	0.6658789	0.08337834
GBLAA2604-15	Lepidoptera	Noctuidae	Noctuinae	Eriopygini	Lasionhada	Lasionhada_proxima	0.99999976	0.99636745	0.801744	0.4393873	0.19641894	0.1880057
EUBUG555-11	Hemiptera	Miridae	Phylinae	Pseudophloeini	Macrotylus	Macrotylus_cruciatus	0.99846137	0.8426009	0.9680815	0.2001905	0.27124345	0.25928822
BCHYM8957-15	Hymenoptera	Crabronidae	Crabroninae	Crabronini	Ectemnius	Rhopalum_clavipes	0.9950596	0.8798716	0.75708985	0.9424928	0.639733	0.15321586
GBLAB845-13	Lepidoptera	Geometridae	Larentiinae	Caeciliusini	Philereme	Philereme_vetulata	0.9979475	0.57118744	0.7416792	0.2532193	0.7292242	0.35495856
GBCOB943-12	Trichoptera	Staphylinidae	Aleocharinae	Homalotini	Calodera	Megatoma_undata	0.6493928	0.9804719	0.7494358	0.24457307	0.1387074	0.19120388
GBCOB083-12	Coleoptera	Cryptophagidae	Curculioninae	Ellescini	Dorytomus	Dorytomus_edoughensis	0.9976042	0.6566114	0.38495326	0.7856569	0.7999709	0.717611
GBCOC009-12	Coleoptera	Mycetophilidae	Platyptiliinae	Aphodiini	Megarthrus	Euconomelus_lepidus	0.6302032	0.09867511	0.070479214	0.1229402	0.042078953	0.05886162
GWOTI882-12	Lepidoptera	Geometridae	Ennominae	Abrostolini	Ourapteryx	Ourapteryx_sambucaria	0.9998394	0.941677	0.90546966	0.27252844	0.21556865	0.330592
FBLMT183-09	Lepidoptera	Tortricidae	Arctiinae	Archipini	Pandemis	Pandemis_dumetana	1.0	0.94463915	0.33447877	0.4636076	0.19015115	0.95303357
GWOR4135-09	Lepidoptera	Geometridae	Sterrhinae	Eupitheciini	Scopula	Scopula_corrivalaria	0.99986446	0.99440306	0.65098965	0.35398734	0.92066664	0.25077224
FBLMW897-10	Lepidoptera	Tineidae	Elachistinae	Iassini	Carcina	Elachista_maculicerusella	0.9817262	0.36752734	0.19727074	0.095874816	0.2372665	0.31094784
FBLMW281-10	Hymenoptera	Psychidae	Taleporiinae	Dasytini	Eupelix	Taleporia_tubulosa	0.9298097	0.49638695	0.21179523	0.40651032	0.15910836	0.3953938
FBACA370-10	Hymenoptera	Chironomidae	Chironominae	Tanytarsini	Vespula	Vespula_austriaca	0.97017473	0.6033173	0.47336295	0.83275205	0.8686643	0.15372159
FBCOB550-10	Diptera	Zopheridae	Colydiinae	Orthocerini	Orthocerus	Orthocerus_clavicornis	0.7362021	0.82126576	0.71367157	0.56650925	0.93096507	0.39594868
FBCOB426-10	Coleoptera	Staphylinidae	Tachyporinae	Stenichnini	Stenichnus	Stenichnus_bicolor	0.6946746	0.983548	0.34874555	0.78245354	0.7356417	0.3113919
GBCOE695-13	Coleoptera	Eucinetidae	Pselaphinae	Stenichnini	Stenichnus	Lyctus_africanus	0.9999019	0.12342067	0.20439242	0.50944644	0.19392674	0.04993506
GBCOU1651-13	Hemiptera	Elateridae	Phylinae	Agriotini	Fleutiauxellus	Pentastiridius_leporinus	0.7888688	0.11658837	0.45424378	0.11488517	0.24242935	0.16815391
FBCOO572-13	Coleoptera	Scarabaeidae	Scirtinae	Scaphidemini	Bisnius	Ribautodelphax_collina	0.9737584	0.7038158	0.20203097	0.16808479	0.12310673	0.13621405
GBDP21634-19	Diptera	Asilidae	Chironominae	Scenopinini	Dioctria	Pentastiridius_leporinus	0.9999956	0.22720036	0.12039056	0.19222443	0.07506762	0.051735558
GMGMP5284-18	Hymenoptera	Crabronidae	Phorinae	Crabronini	Rhopalum	Lestica_subterranea	0.99942565	0.18398431	0.26439315	0.30253822	0.048330378	0.13108802
GBBSP2038-16	Araneae	Dictynidae	Rhagioninae	Mycetaulini	Callilepis	Callilepis_nocturna	1.0	0.40543094	0.8267632	0.28843114	0.10431669	0.55275714
GCOL11555-16	Coleoptera	Scarabaeidae	Melandryinae	Proteinini	Pityophthorus	Annitella_obscurata	0.9999893	0.15224543	0.24684812	0.1762322	0.07133152	0.14264028
GCOL10173-16	Coleoptera	Scarabaeidae	Aphodiinae	Aphodiini	Valenzuela	Tachinus_proximus	0.47244766	0.9290955	0.8487993	0.3629021	0.18139257	0.0804277
GBLAB795-13	Lepidoptera	Geometridae	Sterrhinae	Eupitheciini	Scopula	Pseudolycoriella_brunnea	0.99990773	0.8432281	0.8922016	0.34112108	0.25544068	0.041038916
GMGRC2916-13	Lepidoptera	Tortricidae	Arctiinae	Eriopygini	Phiaris	Olindia_schumacherana	0.99751735	0.41233146	0.40221336	0.27706507	0.92454576	0.24930646
FBCON458-13	Diptera	Staphylinidae	Aphodiinae	Megatomini	Dermestes	Megatoma_undata	0.8267933	0.7779166	0.23832309	0.18360655	0.15433457	0.098395996
FBAQU1387-13	Trichoptera	Limnephilidae	Limnephilinae	Tanytarsini	Asynarchus	Megamelus_notulus	0.99996996	0.91308177	0.7132142	0.73777175	0.25284752	0.21745019
FBAQU404-10	Psocodea	Staphylinidae	Dendrometrinae	Dirhagini	Hemicrepidius	Hypnoidus_riparius	0.946127	0.33223414	0.13907045	0.28794897	0.2883945	0.061912656
MIDGE195-06	Diptera	Chironomidae	Chironominae	Chironomini	Tanytarsus	Pseudochironomus_prasinatus	0.9996643	0.9605421	0.9699469	0.53013873	0.11749946	0.15903331
MIDGE492-07	Diptera	Chironomidae	Tanypodinae	Chironomini	Procladius	Micropsectra_lindebergi	0.9999832	0.99863154	0.8947803	0.555031	0.13335557	0.087627746
FBCOC732-10	Coleoptera	Staphylinidae	Staphylininae	Coprophilini	Megarthrus	Megatoma_undata	0.9999975	0.9893113	0.41885817	0.16761589	0.106459215	0.10077681
FBCOA865-10	Diptera	Scarabaeidae	Aphodiinae	Psocini	Valenzuela	Oedemera_virescens	0.9625712	0.44646725	0.22589159	0.5525861	0.075249806	0.09607801
FBSYB243-11	Hymenoptera	Tenthredinidae	Tenthredininae	Dolerini	Tenthredo	Scolioneura_betuleti	0.99999964	0.9983777	0.85961145	0.985715	0.9094673	0.09980936
FGMLD297-13	Lepidoptera	Gelechiidae	Gelechiinae	Arctiini	Abraxas	Aroga_velocella	0.9999975	0.97650325	0.8210093	0.5269117	0.3925131	0.31382486
GMGMR109-18	Hymenoptera	Sciaridae	Sciophilinae	Trypoxylini	Ceratinella	Colletes_daviesanus	0.99931264	0.17517681	0.14394733	0.11554759	0.17514174	0.07130964
GMGMP3821-18	Hymenoptera	Pemphredonidae	Entedoninae	Crabronini	Dioctria	Giraudia_grisescens	1.0	0.2603579	0.18249269	0.3542668	0.050406568	0.09589275
GBLAB612-13	Lepidoptera	Noctuidae	Noctuinae	Eriopygini	Euxoa	Euxoa_tritici	0.9999932	0.9788477	0.71175635	0.8136029	0.47608224	0.28171968
GBLAA1456-15	Lepidoptera	Dolichopodidae	Incurvariinae	Noctuini	Carcina	Micropsectra_klinki	0.9938788	0.26359126	0.22869056	0.22019732	0.32142386	0.07154802
GBACU118-12	Hymenoptera	Pemphredonidae	Pemphredoninae	Pemphredonini	Pemphredon	Pemphredon_littoralis	0.99992824	0.86513656	0.6886455	0.92889684	0.5361411	0.52113473
FBAPB687-09	Diptera	Chironomidae	Chironominae	Tanytarsini	Osmia	Carterocephalus_palaemon	0.9999182	0.94358814	0.73765707	0.57593834	0.5284031	0.3917981
FBCOA556-10	Coleoptera	Lycidae	Erotinae	Erotini	Octotemnus	Octotemnus_glabriculus	0.8312471	0.35152635	0.14579725	0.64434475	0.4607809	0.97123194
GWOR3789-09	Lepidoptera	Geometridae	Ennominae	Leuconyctini	Ourapteryx	Cepphis_advenaria	0.99999976	0.8347726	0.9473467	0.42846563	0.22012569	0.2776174
GBCOU3111-13	Coleoptera	Scarabaeidae	Aphodiinae	Aphodiini	Eusphalerum	Psammodius_asper	0.8877763	0.98872536	0.92944026	0.93080753	0.06995132	0.17345367
FBAPC641-11	Hymenoptera	Apidae	Megachilinae	Aprionini	Colletes	Coelioxys_elongata	0.99052507	0.37099057	0.18620357	0.4900979	0.5485897	0.6407798
FBCOE982-12	Coleoptera	Cerambycidae	Scirtinae	Anomalini	Donacia	Donacia_impressa	0.9854337	0.2873117	0.17196806	0.188002	0.8490772	0.25967607
MJBRC068-17	Hymenoptera	Tineidae	Philanthinae	Winnertziini	Cerceris	Demopheles_corruptor	0.9722186	0.6295029	0.20190762	0.19092369	0.12750445	0.17693272
GBBSP1322-15	Araneae	Agelenidae	Oestrinae	Mycetaulini	Placusa	Tinodes_waeneri	0.9999896	0.18260413	0.1864927	0.21021762	0.13291703	0.078898944
LEFIJ1444-12	Lepidoptera	Tortricidae	Olethreutinae	Eucosmini	Ancylis	Thiodia_citrana	0.9999995	0.9689535	0.46513075	0.57189804	0.21117361	0.70695025
ODOPE422-11	Diptera	Tineidae	Tineinae	Abrostolini	Niditinea	Tinea_semifulvella	0.92669445	0.7055935	0.7667771	0.49046388	0.12925868	0.17334615
GCOL11037-16	Diptera	Laemophloeidae	Scirtinae	Proteinini	Cryptolestes	Cryptolestes_abietis	0.97538394	0.6885772	0.24046916	0.39397275	0.46738318	0.13215242
GCOL8376-16	Diptera	Scarabaeidae	Aphodiinae	Aphodiini	Chaetarthria	Chaetarthria_seminulum	0.531375	0.6137726	0.6777297	0.19967242	0.23599236	0.51052487
GCOL2505-16	Coleoptera	Tineidae	Nemapogoninae	Bruchini	Longitarsus	Longitarsus_lewisii	0.9981692	0.5393957	0.4521669	0.3297086	0.12451724	0.26360863
GMGRI414-13	Diptera	Mycetophilidae	Mycetophilinae	Mycetophilini	Phronia	Pseudobrachypeza_helvetica	0.9612684	0.9115478	0.91944873	0.2823049	0.24197753	0.42712516
GBCOU2350-13	Coleoptera	Cerambycidae	Leiodinae	Lepturini	Pseudovadonia	Judolia_sexmaculata	0.975492	0.53913045	0.14236626	0.5334651	0.1923273	0.5144268
GMGRE722-13	Hymenoptera	Ichneumonidae	Cryptinae	Cryptini	Agrothereutes	Agrothereutes_fumipennis	0.9999995	0.9814812	0.75846475	0.8960885	0.5680514	0.6928992
FBACB1133-11	Hymenoptera	Vespidae	Eumeninae	Dasypodaini	Camponotus	Camponotus_ligniperda	0.9999974	0.93479997	0.8512906	0.28069535	0.08839212	0.29393357
FBLMS391-09	Lepidoptera	Pyralidae	Ennominae	Eumaeini	Ortholepis	Ortholepis_betulae	0.97382426	0.28127503	0.45435616	0.3627976	0.8287067	0.8924382
FBCOD032-11	Coleoptera	Staphylinidae	Phorinae	Dyschiriini	Graptodytes	Dyschirius_politus	0.9997476	0.16987921	0.0943376	0.3209432	0.12459773	0.11099883
GWORK482-09	Lepidoptera	Noctuidae	Amphipyrinae	Abrostolini	Amphipyra	Amphipyra_perflua	0.9999999	0.91329366	0.67288166	0.43662745	0.70574296	0.21462303
GWORL494-09	Lepidoptera	Chironomidae	Larentiinae	Eupitheciini	Eupithecia	Annitella_obscurata	0.98711336	0.6724402	0.4318827	0.36693984	0.39753187	0.08296703
FBLMU354-09	Lepidoptera	Gelechiidae	Gelechiinae	Eriopygini	Valenzuela	Dioryctria_schuetzeella	0.99989927	0.86986715	0.22422914	0.27941126	0.2667965	0.80025965
GWOSA815-10	Lepidoptera	Noctuidae	Noctuinae	Noctuini	Apamea	Lasionhada_proxima	0.99998057	0.9439431	0.90540516	0.4447644	0.43365768	0.112826586
FBLMU712-09	Lepidoptera	Depressariidae	Depressariinae	Hesperiini	Valenzuela	Horisme_tersata	0.99968934	0.6594683	0.13304624	0.14095846	0.24217789	0.032711115
BCEAB497-17	Hemiptera	Notonectidae	Psocinae	Notonectini	Notonecta	Notonecta_lutea	0.99993217	0.3315062	0.639724	0.47358295	0.4715909	0.4457858
NZPLC053-16	Coleoptera	Cryptophagidae	Cryptophaginae	Cantharini	Rhagonycha	Exechiopsis_sagittata	0.79357105	0.36194453	0.20002325	0.34567934	0.86116946	0.085702784
GCOL7929-16	Coleoptera	Carabidae	Scirtinae	Voriini	Suctobelbella	Patrobus_australis	0.65296304	0.3788021	0.6820069	0.2670009	0.24919993	0.06765045
GBORT1109-15	Orthoptera	Dolichopodidae	Sciapodinae	Exechiini	Sciapus	Sciapus_longulus	0.5575107	0.8417928	0.123006165	0.15875165	0.2040033	0.054269373
GBLAA1171-15	Lepidoptera	Geometridae	Larentiinae	Eupitheciini	Mesoleuca	Thera_juniperata	0.9159599	0.9734988	0.95165884	0.263848	0.70586103	0.18900423
GBCOU3574-13	Coleoptera	Curculionidae	Ceutorhynchinae	Ceutorhynchini	Microplontus	Calosirus_apicalis	0.999008	0.26869184	0.7781409	0.26798585	0.09342619	0.18989307
GMGRB1277-13	Diptera	Pallopteridae	Psychomyiinae	Tanytarsini	Berdeniella	Berdeniella_freyi	0.99923754	0.19384544	0.1235018	0.19665307	0.074568905	0.17478271
FBLMW546-10	Lepidoptera	Gelechiidae	Anomologinae	Tanytarsini	Bryotropha	Trichotanypus_posticalis	0.99975365	0.20644374	0.2041781	0.16714211	0.3473873	0.07606526
FBACA303-10	Hymenoptera	Vespidae	Eumeninae	Tanytarsini	Suctobelbella	Camponotus_herculeanus	0.93687236	0.8064026	0.9166406	0.27661818	0.13213524	0.14361928
FBCOA717-10	Diptera	Limoniidae	Phorinae	Apionini	Melanimon	Nanophyes_marmoratus	0.99394673	0.5377493	0.38939467	0.1499101	0.08495802	0.0319384
FBSYM1015-10	Hymenoptera	Tenthredinidae	Metopiinae	Dolerini	Valenzuela	Ardis_pallipes	0.9999871	0.92358065	0.5453282	0.90162605	0.77061737	0.29180858
GBCOU3044-13	Coleoptera	Buprestidae	Melolonthinae	Melolonthini	Melolontha	Dicerca_moesta	0.7275962	0.88196045	0.61232567	0.08790819	0.3877816	0.04692367
GMGMV411-20	Hymenoptera	Pteromalidae	Pteromalinae	Nomadini	Nomada	Aclista_prolongata	0.95205563	0.25176084	0.21921332	0.4296827	0.24494793	0.04732381
GMGMP3792-18	Hymenoptera	Ichneumonidae	Campopleginae	Cryptini	Hyposoter	Hyposoter_brischkei	0.9999316	0.9722491	0.6444371	0.22272173	0.680304	0.29776073
GBACU1388-12	Hymenoptera	Crabronidae	Gasteruptiinae	Oxybelini	Oxybelus	Oxybelus_trispinosus	0.9999949	0.76753557	0.47309497	0.8160447	0.64063275	0.17559855
GCOL5755-16	Coleoptera	Tenebrionidae	Ernobiinae	Ernobiini	Ernobius	Ernobius_longicornis	0.9950729	0.24099353	0.35596716	0.56055605	0.50992	0.1250594
GCOL6399-16	Diptera	Carabidae	Harpalinae	Harpalini	Sericoda	Patrobus_australis	0.74747115	0.897642	0.111586444	0.1981604	0.07134637	0.087176934
GCOL3458-16	Diptera	Keroplatidae	Asilinae	Macrocerini	Machimus	Aedes_communis	0.69898677	0.08892562	0.1621965	0.24674138	0.056290515	0.047153704
GBEPT793-14	Trichoptera	Limnephilidae	Limnephilinae	Megatomini	Limnephilus	Limnephilus_flavicornis	0.99999964	0.96989095	0.8221691	0.14328197	0.58282983	0.2674374
FBLMV694-09	Lepidoptera	Tortricidae	Hydrophorinae	Grapholitini	Ptycholomoides	Ptycholomoides_aeriferana	0.9997689	0.7543578	0.08385215	0.240429	0.07677121	0.06025209
GWOSD796-10	Diptera	Geometridae	Larentiinae	Macrocerini	Valenzuela	Chloroclysta_miata	0.9143763	0.29255065	0.3549506	0.15428519	0.13860549	0.19668129
GMGMQ1595-18	Diptera	Limoniidae	Limnophilinae	Thinophilini	Dicranomyia	Pseudobrachypeza_helvetica	1.0	0.7825249	0.30452815	0.28482822	0.14482106	0.11813314
ODOPE089-11	Lepidoptera	Lypusidae	Ochsenheimeriinae	Noctuini	Lypusa	Lypusa_maurella	0.9956108	0.48536673	0.42016643	0.4589059	0.116834044	0.11749143
GCOL12612-16	Coleoptera	Curculionidae	Scolytinae	Hyperini	Hypera	Limobius_borealis	0.99976903	0.81563044	0.2993038	0.5749685	0.14894615	0.04621536
GBEPT130-13	Ephemeroptera	Leptophlebiidae	Leptophlebiinae	Zygaenodini	Leptophlebia	Leptophlebia_marginata	0.9999491	0.9790421	0.9862764	0.4646808	0.9878127	0.49593222
GBACU2890-13	Hymenoptera	Crabronidae	Crabroninae	Crabronini	Ectemnius	Rhopalum_clavipes	0.9950596	0.8798716	0.75708985	0.9424928	0.639733	0.15321586
GWORU292-10	Lepidoptera	Noctuidae	Boletobiinae	Phytometrini	Phytometra	Phytometra_viridaria	0.99993336	0.3748497	0.31907588	0.4213031	0.10361472	0.091575265
FBCOA466-10	Coleoptera	Staphylinidae	Oecophorinae	Tachinusini	Tachinus	Tachinus_proximus	0.97771466	0.8676399	0.18887748	0.3799111	0.13971114	0.06498899
MYFAB111-10	Psocodea	Leptoceridae	Hemerobiinae	Crematogastrini	Valenzuela	Valenzuela_despaxi	0.84485495	0.33116877	0.6618984	0.37224013	0.30146298	0.12083136
ASQBR326-09	Hymenoptera	Chrysididae	Bembicinae	Nyssonini	Stilpnus	Aclista_prolongata	0.9999037	0.26933953	0.21831338	0.3421221	0.6263334	0.11742669
GBDTA13889-21	Hymenoptera	Braconidae	Ammophilinae	Braconini	Bracon	Bracon_picticornis	0.99985147	0.24488837	0.3378421	0.19044526	0.0656098	0.03683969
GCOL11425-16	Coleoptera	Curculionidae	Ceutorhynchinae	Apionini	Magdalis	Pissodes_validirostris	0.5160666	0.9158018	0.23599371	0.12846969	0.23284808	0.067696586
GCOL13340-16	Coleoptera	Curculionidae	Ceutorhynchinae	Ceutorhynchini	Nedyus	Amalus_scortillum	0.99967813	0.98489517	0.986244	0.6539822	0.2560343	0.38793045
GCOL3088-16	Coleoptera	Scarabaeidae	Mycetoporinae	Oryctini	Melolontha	Gyrohypnus_atratus	0.8783727	0.73605156	0.16994956	0.17055635	0.16419993	0.053605493
GBBSP1623-15	Araneae	Dictynidae	Rhagioninae	Ochtherini	Nothris	Lasionhada_proxima	0.9999783	0.3996498	0.10487952	0.1828579	0.2962242	0.0830035
AMTPD375-15	Diptera	Chironomidae	Orthocladiinae	Aedini	Dicranomyia	Tinodes_waeneri	0.9999908	0.76548284	0.3083167	0.52247614	0.5137099	0.12191406
GBCOL617-12	Hymenoptera	Scarabaeidae	Pselaphinae	Trichonychini	Platycis	Psammodius_asper	0.9411356	0.72132266	0.19418132	0.4555731	0.13246913	0.09068537
FBLMV917-09	Lepidoptera	Gelechiidae	Limnophilinae	Parnassiini	Caecilius	Alucita_hexadactyla	1.0	0.3136903	0.26754445	0.20876573	0.11895722	0.061094534
FBAQU940-10	Coleoptera	Carabidae	Scirtinae	Exechiini	Calathus	Patrobus_australis	0.94310534	0.95472914	0.24716786	0.18694538	0.12302306	0.32616046
FBCOE826-12	Coleoptera	Dolichopodidae	Tachyporinae	Agrilini	Agrilus	Medetera_bilineata	0.61159986	0.655763	0.4834904	0.2918454	0.32083523	0.5533083
GBEPT449-14	Psocodea	Chloroperlidae	Scirtinae	Metylophorini	Exechiopsis	Trichonta_subterminalis	0.8712504	0.113994636	0.72348255	0.27572396	0.055799905	0.028440814
ODOPE586-11	Lepidoptera	Pyralidae	Phycitinae	Botanobiini	Pyla	Berdeniella_freyi	0.9981312	0.9591576	0.978829	0.14341563	0.123955436	0.05975379
ODOPE882-11	Lepidoptera	Geometridae	Phycitinae	Trypoxylini	Salebriopsis	Salebriopsis_albicilla	0.99995804	0.37005955	0.35039893	0.26731235	0.30881977	0.14980753
AMTPD4614-16	Diptera	Asilidae	Podonominae	Aedini	Culiseta	Eccoptomera_longiseta	0.9999882	0.31343198	0.16007227	0.40020284	0.18573476	0.06816058
GBLAB871-13	Lepidoptera	Oecophoridae	Oecophorinae	Pierini	Pachyta	Schiffermuelleria_schaefferella	0.99104345	0.28145722	0.4933311	0.19872305	0.049058113	0.100208804
GMGRI689-13	Hymenoptera	Ichneumonidae	Cryptinae	Philanthini	Balclutha	Scambus_eucosmidarum	0.99999344	0.3602113	0.1293085	0.21322528	0.15330133	0.3018723
GBLAB172-13	Lepidoptera	Argyresthiidae	Arctiinae	Lithosiini	Thumatha	Thumatha_senex	0.9999745	0.24598704	0.96302384	0.9882162	0.27477524	0.55700314
GBCOC424-12	Coleoptera	Scarabaeidae	Aegialiinae	Dendrometrini	Valenzuela	Amphimallon_solstitiale	0.9984212	0.44199005	0.1111233	0.44951856	0.09368752	0.115385436
BASYM425-11	Hymenoptera	Aulacidae	Ophioninae	Philanthini	Hylaeus	Pentastiridius_leporinus	0.99970055	0.5313963	0.12572913	0.2720514	0.072993256	0.07225397
GWORO703-09	Lepidoptera	Noctuidae	Noctuinae	Noctuini	Eucarta	Eucarta_virgo	0.99407935	0.99797505	0.84683555	0.93459284	0.19794369	0.43887568
FBACA489-10	Hymenoptera	Pemphredonidae	Gasteruptiinae	Pemphredonini	Pemphredon	Colpognathus_divisus	0.99046785	0.353831	0.19752249	0.15884985	0.14905545	0.24409558
FBAQU1042-10	Coleoptera	Hydrophilidae	Enochrinae	Laccobiini	Enochrus	Enochrus_fuscipennis	1.0	0.90502864	0.7549508	0.26853484	0.33965605	0.93384206
FBSYB538-11	Hymenoptera	Argidae	Arginae	Aedini	Arge	Arge_ochropus	0.9992299	0.9237975	0.8806023	0.33891985	0.5028171	0.08893673
PHLAG192-12	Lepidoptera	Coleophoridae	Coleophorinae	Lithosiini	Coleophora	Coleophora_kuehnella	0.99996305	0.96457136	0.9282137	0.54143745	0.9637647	0.09781077
FBARB291-11	Araneae	Salticidae	Orthocladiinae	Procladiini	Epeoloides	Panolis_flammea	0.9999999	0.9253898	0.29685178	0.25014457	0.08687055	0.12758829
FBCOE158-12	Coleoptera	Scarabaeidae	Buprestinae	Staphylinini	Trogoderma	Anthrenus_museorum	0.99997926	0.32660088	0.24298973	0.11396341	0.87795746	0.05458083
GBMNE47893-22	Coleoptera	Curculionidae	Curculioninae	Rhamphini	Orchestes	Orchestes_testaceus	0.99760866	0.94730824	0.98998874	0.52957183	0.06745527	0.09736662
GBDTA10488-21	Diptera	Sciaridae	Liposcelidinae	Orfeliini	Caecilius	Peodes_petsamoensis	0.9992787	0.34264416	0.16292642	0.2803107	0.19111882	0.06781084
GCOL11429-16	Coleoptera	Curculionidae	Ceutorhynchinae	Apionini	Magdalis	Pissodes_validirostris	0.5160666	0.9158018	0.23599371	0.12846969	0.23284808	0.067696586
GCOL8733-16	Coleoptera	Staphylinidae	Staphylininae	Staphylinini	Quedius	Tasgius_melanarius	0.9999888	0.99978775	0.5404785	0.37656894	0.6658789	0.08337834
GCOL5238-16	Diptera	Scarabaeidae	Staphylininae	Agalliini	Bathysmatophorus	Bathysmatophorus_reuteri	0.9958527	0.33248475	0.16608524	0.11715213	0.22063658	0.11211693
GBBSP1328-15	Diptera	Dictynidae	Pallopterinae	Aedini	Thanatophilus	Sitona_cylindricollis	0.798812	0.19244178	0.14452885	0.12267757	0.08583817	0.19618124
GMGRI771-13	Diptera	Mycetophilidae	Orthocladiinae	Exechiini	Brevicornu	Brevicornu_subfissicauda	0.99902296	0.8199631	0.61489385	0.6064822	0.23044811	0.06623997
FBCOP367-13	Coleoptera	Brentidae	Apioninae	Apionini	Ischnopterapion	Perapion_marchicum	0.9765693	0.9794698	0.97619957	0.94453317	0.219991	0.6366217
GBACU1720-12	Hymenoptera	Chironomidae	Orthocladiinae	Protanypini	Protanypus	Megamelus_notulus	0.9808095	0.23033087	0.16535108	0.13967593	0.15020695	0.04889019
FBCAD061-10	Diptera	Keroplatidae	Gnoristinae	Orfeliini	Boletina	Tachypeza_fennica	0.67698574	0.38311195	0.659437	0.44678843	0.28812042	0.07016128
FBLMT843-09	Lepidoptera	Depressariidae	Glaphyriinae	Papilionini	Xylocoris	Papilio_machaon	0.9999951	0.16343708	0.3206988	0.17517067	0.07558095	0.12371679
FBLMV744-09	Lepidoptera	Tortricidae	Tortricinae	Cochylini	Thyraylia	Olindia_schumacherana	0.9999956	0.9638647	0.7098288	0.8739426	0.6015323	0.21025509
FBSYB348-11	Hymenoptera	Tenthredinidae	Tenthredininae	Dolerini	Tenthredo	Tenthredo_colon	0.9999994	0.98534006	0.89955217	0.8768323	0.5272179	0.06932442
FBAPC578-11	Hymenoptera	Halictidae	Halictinae	Halictini	Sphecodes	Dufourea_minuta	0.99996126	0.88536614	0.7862523	0.9501052	0.34505668	0.2106521
FBAPC811-11	Hymenoptera	Apidae	Nomadinae	Bombini	Nomada	Bombus_monticola	0.99980503	0.8014582	0.38499954	0.5007604	0.53456813	0.15084584
GWOSI806-10	Lepidoptera	Geometridae	Ennominae	Apameini	Hypochalcia	Psodos_coracina	0.9999987	0.5820038	0.68940294	0.13964526	0.33517355	0.113890596
FBCOQ134-13	Diptera	Limoniidae	Limnophilinae	Mycetophilini	Phronia	Tachinus_proximus	0.99871397	0.28678754	0.5656677	0.4204065	0.09712309	0.20838116
FBCOP607-13	Coleoptera	Staphylinidae	Paederinae	Lathrobiini	Lathrobium	Rugilus_rufipes	0.9999944	0.99851245	0.96374035	0.94946027	0.7203921	0.25525835
FBCOG795-12	Coleoptera	Cleridae	Scirtinae	Malthinini	Poecilonota	Amphimallon_solstitiale	0.99982315	0.2643866	0.20323664	0.073917545	0.06986059	0.059836674
