ID	kingdom	phylum	class	order	family	genus	species
AF196295	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	unclassified
MN994597	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB016390	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB016391	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB024710	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MN658517	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
U82461	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces_lipofer
UDB016393	Fungi	Basidiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
U82462	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces_yarrowii
KR092791	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KX073580	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB016394	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB016395	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
AB354209	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Millerozyma	Millerozyma_koratensis
UDB016396	Fungi	Basidiomycota	Agaricomycetes	Russulales	Xenasmataceae	Xenasmatella	unclassified
KX073582	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KR092794	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	unclassified	unclassified
MN708209	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KX073583	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB016397	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
DQ389665	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	unclassified
OL352083	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KX513843	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
GU994559	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KU666558	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KR092797	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OL352086	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
AB365596	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
DQ389669	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella_stercoraria
AY582126	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania_aerobia
JN899380	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	unclassified	unclassified	unclassified
OL352088	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KU604566	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
HM562201	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KJ494615	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	unclassified	unclassified
MH863180	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeria	Chaetosphaeria_ciliata
JN899383	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	unclassified
JN899384	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	unclassified
HM562204	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JN899385	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	unclassified
KX778711	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thelonectria	Thelonectria_olida
HM562206	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JN899386	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	unclassified
JN899387	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	unclassified	unclassified	unclassified
GU139172	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	unclassified	unclassified	unclassified
JN899388	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Chromocleista	unclassified
UDB032125	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MN275897	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MN275898	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
EU427300	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	unclassified	unclassified	unclassified
KR476740	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KR476741	Fungi	Ascomycota	Dothideomycetes	unclassified	unclassified	unclassified	unclassified
EU386359	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Genolevuria	unclassified
KR476742	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Neodevriesiaceae	unclassified	unclassified
KR476743	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KR476744	Fungi	Ascomycota	Sordariomycetes	unclassified	unclassified	unclassified	unclassified
JQ619180	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KR476745	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JQ619182	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
EU784330	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KU846300	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Paramyrothecium	Paramyrothecium_foliicola
GU980615	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KR476747	Fungi	Ascomycota	Sordariomycetes	unclassified	unclassified	unclassified	unclassified
AB859985	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KC701386	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KR476748	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
AY313281	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	unclassified	unclassified
MG432011	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	unclassified
KX649982	Fungi	Ascomycota	Leotiomycetes	Lauriomycetales	Lauriomycetaceae	Lauriomyces	unclassified
KU846302	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	unclassified	unclassified
MF288932	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KR476749	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	unclassified	unclassified	unclassified
KU846303	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	unclassified	unclassified
AY313282	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	unclassified	unclassified
MK165444	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Codinaea	unclassified
AY313286	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Omphalotus	Omphalotus_japonicus
FM865604	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MK573935	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KT223640	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KP195730	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MK573937	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
LC085408	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KC900377	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KT339200	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KJ939634	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella_potteri
KX869912	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
AY755338	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
HE672151	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Cordanaceae	Cordana	Cordana_verruculosa
EF543845	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Gibellulopsis	Gibellulopsis_piscis
AY755339	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB011641	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	unclassified	unclassified
MK828692	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB011642	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
OK135173	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
HE672154	Fungi	Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
UDB011643	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MK799946	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KF732394	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unclassified	unclassified	unclassified
UDB024265	Fungi	Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
MK828696	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MT269764	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JQ993715	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
AB671504	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Phialocephala	Phialocephala_trigonospora
KF732397	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
AB671505	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Phialocephala	Phialocephala_virens
KF732398	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MK828699	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
DQ317622	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	Quambalariaceae	Quambalaria	Quambalaria_cyanescens
UDB011648	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	unclassified	unclassified
JX658530	Fungi	Ascomycota	Sordariomycetes	Xylariomycetidae_ord_Incertae_sedis_Calceomyces	Xylariomycetidae_fam_Incertae_sedis_Calceomyces	Calceomyces	Calceomyces_lacunosus
UDB0799033	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
GQ303268	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Chaetocapnodium	Chaetocapnodium_placitae
JF832603	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thyronectria	Thyronectria_strobi
KJ920021	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
DQ317625	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	Quambalariaceae	Quambalaria	unclassified
MK211704	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
GQ303269	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Clypeophysalosporaceae	Bagadiella	Bagadiella_lunata
MT319458	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB015530	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KP636860	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JF832605	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thyronectria	unclassified
UDB015531	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MK211707	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KJ920024	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MK211708	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MH542467	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Erythrogloeaceae	Dendrostoma	unclassified
UDB015534	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JX658537	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Daldinia	Daldinia_barkalovii
MN562111	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
HQ318211	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB015535	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
HM485411	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KJ920029	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
GU356546	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KP636867	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MN562115	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MN562116	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KT625506	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
HM485414	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KF061285	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MN658520	Fungi	Basidiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
MN562117	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KU708848	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Nodulosphaeria	Nodulosphaeria_scabiosae
MN562118	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Verrucocladosporium	unclassified
KJ577957	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	unclassified	unclassified
MN562119	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KC790941	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	unclassified
KP183998	Fungi	Ascomycota	Dothideomycetes	unclassified	unclassified	unclassified	unclassified
GU339496	Fungi	Ascomycota	Sordariomycetes	unclassified	unclassified	unclassified	unclassified
MZ437796	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
EU623745	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MW064258	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KU358919	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KJ419927	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KC790947	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB019427	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
DQ389671	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	unclassified
JX646791	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	unclassified	unclassified	unclassified
DQ389672	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unclassified	unclassified	unclassified
MT124443	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
DQ389673	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	unclassified	unclassified
JQ836559	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Tricharina	Tricharina_praecox
JX646792	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	unclassified	unclassified
DQ389674	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	unclassified
AY266169	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis_Rhexocercosporidium	Rhexocercosporidium	Rhexocercosporidium_panacis
DQ389676	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	unclassified
JX646796	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	unclassified	unclassified
KJ780473	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
HQ423449	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Johansoniaceae	Johansonia	Johansonia_chapadensis
JN899390	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	unclassified
JN899392	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	unclassified
KY090651	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JN899393	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	unclassified
KY090652	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
JN899394	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_ucrainicus
JN899395	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	unclassified
JN899396	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
HQ897819	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Bisifusarium	Bisifusarium_dimerum
JN899397	Fungi	Ascomycota	Eurotiomycetes	unclassified	unclassified	unclassified	unclassified
MZ782110	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	unclassified	unclassified
KY105364	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Nadsonia	Nadsonia	Nadsonia_starkeyi-henricii
MK394101	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Toxicocladosporium	unclassified
AB437094	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	Ogataea_paradorogensis
MH863198	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Hydropisphaera	Hydropisphaera_fungicola
KR476750	Fungi	Ascomycota	Sordariomycetes	Glomerellales	unclassified	unclassified	unclassified
DQ137886	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
LC172269	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
AB481250	Fungi	Ascomycota	Leotiomycetes	unclassified	unclassified	unclassified	unclassified
MT934800	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
GU980626	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KT820157	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KT820159	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KU846314	Fungi	Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
GU980629	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB002468	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KU846315	Fungi	Ascomycota	Sordariomycetes	unclassified	unclassified	unclassified	unclassified
AY755341	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
EU784346	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
FM865613	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MT934808	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
AY313295	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MK573944	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	unclassified	unclassified
AY755343	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MK495821	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MN922560	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KY977714	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
EU761210	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KY101943	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Candida	Candida	unclassified
AY755348	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KJ834503	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_antarcticum
UDB024272	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
GQ303271	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KY263864	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KY101948	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis_Teunomyces	Teunomyces	Teunomyces_atbi
GQ303272	Fungi	Ascomycota	Dothideomycetes	Cladoriellales	Cladoriellaceae	Cladoriella	Cladoriella_paleospora
EF543859	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Musicillium	Musicillium_theobromae
GQ303273	Fungi	Ascomycota	Dothideomycetes	Cladoriellales	Cladoriellaceae	Cladoriella	Cladoriella_rubrigena
DQ317630	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	Microstromatales_fam_Incertae_sedis_Pseudomicrostroma	Pseudomicrostroma	Pseudomicrostroma_phylloplanum
EF140669	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_japonica
UDB011657	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KJ834508	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	unclassified
KY263867	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
DQ317631	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	Microstromatales_fam_Incertae_sedis_Sympodiomycopsis	Sympodiomycopsis	Sympodiomycopsis_paphiopedili
GQ303276	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Schizoparmaceae	unclassified	unclassified
UDB011658	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
GQ303277	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Leptoxyphium	Leptoxyphium_madagascariense
UDB0799042	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
FJ185304	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
AF389128	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
GQ303279	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Coleophoma	Coleophoma_eucalypticola
KJ920032	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MH411093	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Westerdykella	Westerdykella_aquatica
HQ630302	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	unclassified	unclassified	unclassified
MK211715	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KP636870	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MK211716	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MT802100	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
FJ185308	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	unclassified
KU708850	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Nodulosphaeria	Nodulosphaeria_scabiosae
UDB015543	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KP858998	Fungi	Ascomycota	Sordariomycetes	unclassified	unclassified	unclassified	unclassified
MN562120	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	unclassified	unclassified	unclassified
JF832617	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thyronectria	unclassified
KP636874	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB015544	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unclassified	unclassified	unclassified
KP858999	Fungi	Ascomycota	Sordariomycetes	unclassified	unclassified	unclassified	unclassified
EU918694	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Bjerkandera	Bjerkandera_adusta
MK211719	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KC011030	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MN562121	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
UDB015545	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MN562122	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MN562123	Fungi	Ascomycota	Dothideomycetes	unclassified	unclassified	unclassified	unclassified
JN387093	Fungi	Basidiomycota	Agaricomycetes	Polyporales	unclassified	unclassified	unclassified
KC011032	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
GQ411524	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	unclassified	unclassified	unclassified
HQ630308	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_rishikesha
KR232375	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	unclassified	unclassified	unclassified
HQ630309	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	unclassified	unclassified	unclassified
MN562124	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MT802105	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KJ920039	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
FJ821532	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KJ577963	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unclassified	unclassified	unclassified
MH645423	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
DQ873648	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales_fam_Incertae_sedis_Skvortzovia	Skvortzovia	unclassified
KF741594	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MN562126	Fungi	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	unclassified	unclassified
KF741595	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
AJ888389	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium	Scedosporium_dehoogii
KC011035	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MN562127	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KJ577967	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus_sylvaticus
KX099757	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KU358921	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MN562128	Fungi	Ascomycota	Sordariomycetes	Vermiculariopsiellales	Vermiculariopsiellaceae	unclassified	unclassified
MH645426	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MN562129	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
AY347316	Fungi	Ascomycota	Sordariomycetes	Diaporthales	unclassified	unclassified	unclassified
AF178399	Fungi	Ascomycota	Sordariomycetes	unclassified	unclassified	unclassified	unclassified
MN619679	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KX271723	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KC771256	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
MN708222	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	unclassified	unclassified
KJ730238	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Schizothyriaceae	Schizothyrium	unclassified
GQ203808	Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KC135886	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	unclassified	unclassified
JX978401	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
KC135887	Fungi	Basidiomycota	Agaricomycetes	unclassified	unclassified	unclassified	unclassified
DQ389680	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	unclassified	unclassified
