"ID" "Class" "Order" "Family" "Subfamily" "Genus" "Prob_Class" "Prob_Order" "Prob_Family" "Prob_Subfamily" "Prob_Genus"
"10074" "FBNE263-13" "Insecta" "Neuroptera" "Hemerobiidae" "Hemerobiinae" "Hemerobius" 1 1 1 1 1
"10075" "FBNE264-13" "Insecta" "Diptera" "Limoniidae" "Chioneinae" "Chionea" 0.99 0.65 0.05 0.04 0.04
"10076" "FBNE268-13" "Insecta" "Diptera" "Stratiomyidae" "Pachygastrinae" "Neopachygaster" 0.83 0.3 0.04 0.04 0.04
"10077" "FBNE269-13" "Insecta" "Diptera" "Stratiomyidae" "Pachygastrinae" "Neopachygaster" 0.93 0.45 0.1 0.1 0.1
"10078" "FBNE273-13" "Insecta" "Neuroptera" "Hemerobiidae" "Hemerobiinae" "Hemerobius" 1 1 1 1 1
"10079" "FBNE274-13" "Insecta" "Neuroptera" "Hemerobiidae" "Hemerobiinae" "Hemerobius" 1 1 1 1 1
"10080" "FBNE276-13" "Insecta" "Neuroptera" "Hemerobiidae" "Microminae" "Micromus" 1 1 1 1 1
"10081" "FBNE278-13" "Insecta" "Diptera" "Hybotidae" "Hybotinae" "Syndyas" 0.86 0.39 0.16 0.16 0.16
"10082" "FBNE279-13" "Insecta" "Diptera" "Hybotidae" "Hybotinae" "Syndyas" 0.88 0.45 0.16 0.16 0.16
"10083" "FBNE280-13" "Insecta" "Diptera" "Hybotidae" "Hybotinae" "Syndyas" 0.88 0.38 0.16 0.16 0.16
"10084" "FBNE282-13" "Insecta" "Diptera" "Phoridae" "Metopininae" "Metopina" 0.94 0.28 0.08 0.08 0.08
"10085" "FBORT007-09" "Insecta" "Diptera" "Hybotidae" "Hybotinae" "Syndyas" 0.99 0.73 0.12 0.12 0.12
"10086" "FBORT009-09" "Insecta" "Diptera" "Ephydridae" "Ilytheinae" "Pelina" 1 0.76 0.33 0.32 0.32
"10087" "FBORT010-09" "Insecta" "Diptera" "Hybotidae" "Hybotinae" "Syndyas" 1 0.73 0.13 0.13 0.13
"10088" "FBORT011-09" "Insecta" "Diptera" "Hybotidae" "Hybotinae" "Syndyas" 1 0.73 0.13 0.13 0.13
"10089" "FBORT012-09" "Insecta" "Diptera" "Hybotidae" "Hybotinae" "Syndyas" 1 0.58 0.08 0.08 0.08
"10090" "FBORT033-09" "Insecta" "Coleoptera" "Carabidae" "Harpalinae" "Sericoda" 1 0.29 0.06 0.06 0.06
"10091" "FBORT034-09" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Pseudexechia" 1 0.36 0.14 0.14 0.13
"10092" "FBORT035-09" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Pseudexechia" 0.98 0.5 0.12 0.1 0.09
"10093" "FBORT041-09" "Insecta" "Hemiptera" "Miridae" "Phylinae" "Salicarus" 1 0.22 0.19 0.18 0.07
"10094" "FBORT042-09" "Insecta" "Hemiptera" "Miridae" "Phylinae" "Salicarus" 1 0.22 0.19 0.18 0.07
"10095" "FBORT043-09" "Insecta" "Hemiptera" "Miridae" "Phylinae" "Salicarus" 1 0.22 0.19 0.18 0.07
"10096" "FBORT050-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 0.49 0.49 0.49 0.49
"10097" "FBORT051-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 0.96 0.36 0.36 0.36 0.36
"10098" "FBORT052-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 0.96 0.36 0.36 0.36 0.36
"10099" "FBORT069-09" "Insecta" "Diptera" "Chloropidae" "Chloropinae" "Pseudopachychaeta" 1 0.59 0.08 0.04 0.04
"10100" "FBORT070-09" "Insecta" "Diptera" "Chloropidae" "Chloropinae" "Pseudopachychaeta" 1 0.59 0.08 0.04 0.04
"10101" "FBORT071-09" "Insecta" "Diptera" "Chloropidae" "Chloropinae" "Pseudopachychaeta" 1 0.57 0.08 0.04 0.04
"10102" "FBORT072-09" "Insecta" "Diptera" "Chloropidae" "Chloropinae" "Pseudopachychaeta" 1 0.59 0.08 0.04 0.04
"10103" "FBORT079-09" "Insecta" "Hemiptera" "Coreidae" "Pseudophloeinae" "Coriomeris" 1 0.45 0.1 0.1 0.09
"10104" "FBORT081-09" "Insecta" "Hemiptera" "Coreidae" "Pseudophloeinae" "Coriomeris" 1 0.54 0.13 0.13 0.11
"10105" "FBORT082-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 0.11 0.11 0.11 0.11
"10106" "FBORT083-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 0.11 0.11 0.11 0.11
"10107" "FBORT100-09" "Insecta" "Hemiptera" "Veliidae" "Microveliinae" "Microvelia" 1 0.38 0.1 0.1 0.1
"10108" "FBORT102-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 1 1 1 1
"10109" "FBORT106-09" "Insecta" "Diptera" "Sphaeroceridae" "Copromyzinae" "Alloborborus" 1 0.54 0.09 0.09 0.09
"10110" "FBORT110-09" "Insecta" "Diptera" "Tachinidae" "Tachininae" "Triarthria" 1 0.59 0.18 0.14 0.11
"10111" "FBORT111-09" "Insecta" "Diptera" "Tachinidae" "Tachininae" "Triarthria" 1 0.56 0.17 0.13 0.11
"10112" "FBORT113-09" "Insecta" "Diptera" "Tachinidae" "Tachininae" "Triarthria" 1 0.47 0.1 0.09 0.05
"10113" "FBORT129-09" "Insecta" "Hemiptera" "Tingidae" "Tinginae" "Catoplatus" 0.97 0.36 0.12 0.12 0.11
"10114" "FBORT131-09" "Insecta" "Hemiptera" "Tingidae" "Tinginae" "Catoplatus" 0.97 0.36 0.12 0.12 0.11
"10115" "FBORT149-09" "Insecta" "Lepidoptera" "Tortricidae" "Olethreutinae" "Corticivora" 1 0.29 0.19 0.18 0.18
"10116" "FBORT150-09" "Insecta" "Lepidoptera" "Tortricidae" "Olethreutinae" "Corticivora" 1 0.29 0.19 0.18 0.18
"10117" "FBORT152-09" "Insecta" "Diptera" "Milichiidae" "Phyllomyzinae" "Neophyllomyza" 0.96 0.46 0.13 0.13 0.13
"10118" "FBORT154-09" "Insecta" "Diptera" "Sepsidae" "Sepsinae" "Meroplius" 0.92 0.33 0.05 0.05 0.05
"10119" "FBORT155-09" "Insecta" "Hemiptera" "Tingidae" "Tinginae" "Catoplatus" 0.97 0.36 0.12 0.12 0.11
"10120" "FBORT157-09" "Insecta" "Hemiptera" "Tingidae" "Tinginae" "Catoplatus" 0.99 0.39 0.13 0.13 0.12
"10121" "FBORT159-09" "Insecta" "Hemiptera" "Rhyparochromidae" "Rhyparochrominae" "Gonianotus" 0.99 0.4 0.14 0.14 0.14
"10122" "FBORT161-09" "Insecta" "Hemiptera" "Miridae" "Mirinae" "Capsus" 0.99 0.33 0.12 0.03 0.03
"10123" "FBORT169-09" "Insecta" "Diptera" "Sepsidae" "Sepsinae" "Meroplius" 0.91 0.3 0.05 0.05 0.05
"10124" "FBORT177-09" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Pseudexechia" 0.99 0.84 0.11 0.09 0.09
"10125" "FBORT179-09" "Insecta" "Hemiptera" "Miridae" "Mirinae" "Capsus" 0.98 0.4 0.16 0.07 0.07
"10126" "FBORT181-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 0.1 0.1 0.1 0.1
"10127" "FBORT184-09" "Insecta" "Diptera" "Sepsidae" "Sepsinae" "Meroplius" 0.92 0.33 0.05 0.05 0.05
"10128" "FBORT185-09" "Insecta" "Hemiptera" "Miridae" "Mirinae" "Capsus" 0.99 0.33 0.12 0.03 0.03
"10129" "FBORT188-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 0.99 0.27 0.27 0.27 0.27
"10130" "FBORT199-09" "Insecta" "Diptera" "Sciaridae" "dummy_Sciaridae" "Chaetosciara" 0.96 0.29 0.07 0.07 0.07
"10131" "FBORT200-09" "Insecta" "Diptera" "Sciaridae" "dummy_Sciaridae" "Chaetosciara" 0.96 0.29 0.07 0.07 0.07
"10132" "FBORT201-09" "Insecta" "Hemiptera" "Cicadellidae" "Deltocephalinae" "Laburrus" 0.95 0.4 0.22 0.21 0.12
"10133" "FBORT202-09" "Insecta" "Hemiptera" "Cicadellidae" "Deltocephalinae" "Laburrus" 0.95 0.4 0.22 0.21 0.12
"10134" "FBORT209-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 0.89 0.89 0.89 0.89
"10135" "FBORT210-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 0.89 0.89 0.89 0.89
"10136" "FBORT230-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 0.46 0.46 0.46 0.46
"10137" "FBORT253-09" "Insecta" "Coleoptera" "Carabidae" "Harpalinae" "Paranchus" 0.98 0.24 0.11 0.11 0.11
"10138" "FBORT257-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 0.93 0.13 0.13 0.13 0.13
"10139" "FBORT258-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 0.98 0.25 0.25 0.25 0.25
"10140" "FBORT259-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 0.93 0.13 0.13 0.13 0.13
"10141" "FBORT266-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 0.46 0.46 0.46 0.46
"10142" "FBORT267-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 0.37 0.37 0.37 0.37
"10143" "FBORT268-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 0.31 0.31 0.31 0.31
"10144" "FBORT270-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 0.96 0.36 0.36 0.36 0.36
"10145" "FBORT275-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 0.93 0.13 0.13 0.13 0.13
"10146" "FBORT276-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 0.93 0.13 0.13 0.13 0.13
"10147" "FBORT277-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 0.97 0.13 0.13 0.13 0.13
"10148" "FBORT278-09" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 0.97 0.13 0.13 0.13 0.13
"10149" "FBORT281-09" "Insecta" "Hemiptera" "Miridae" "Phylinae" "Systellonotus" 0.97 0.38 0.18 0.17 0.16
"10150" "FBORT282-09" "Insecta" "Hemiptera" "Miridae" "Phylinae" "Systellonotus" 0.97 0.38 0.18 0.17 0.16
"10151" "FBORT283-09" "Insecta" "Hemiptera" "Miridae" "Phylinae" "Systellonotus" 0.97 0.38 0.18 0.17 0.16
"10152" "FBORT289-10" "Insecta" "Coleoptera" "Carabidae" "Harpalinae" "Sericoda" 1 0.29 0.06 0.06 0.06
"10153" "FBORT323-10" "Insecta" "Hemiptera" "Lygaeidae" "Orsillinae" "Ortholomus" 1 0.28 0.12 0.12 0.12
"10154" "FBORT328-10" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 0.15 0.15 0.15 0.15
"10155" "FBORT332-10" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 0.15 0.15 0.15 0.15
"10156" "FBORT337-10" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 0.44 0.44 0.44 0.44
"10157" "FBORT339-10" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 0.46 0.46 0.46 0.46
"10158" "FBORT342-10" "Insecta" "Diptera" "Sepsidae" "Sepsinae" "Meroplius" 0.95 0.38 0.07 0.07 0.07
"10159" "FBORT349-10" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 0.98 0.15 0.15 0.15 0.15
"10160" "FBORT359-10" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 0.37 0.37 0.37 0.37
"10161" "FBORT360-10" "Insecta" "Diptera" "Tephritidae" "Tephritinae" "Chaetostomella" 0.99 0.73 0.36 0.35 0.25
"10162" "FBORT361-10" "Insecta" "Coleoptera" "Ptiliidae" "Ptiliinae" "Smicrus" 0.99 0.24 0.13 0.13 0.13
"10163" "FBORT362-10" "Insecta" "Diptera" "Lauxaniidae" "Lauxaniinae" "Cnemacantha" 0.98 0.65 0.14 0.14 0.14
"10164" "FBORT365-10" "Insecta" "Plecoptera" "Taeniopterygidae" "Brachypterainae" "Rhabdiopteryx" 1 0.25 0.25 0.25 0.25
"10165" "FBORT370-10" "Insecta" "Diptera" "Sphaeroceridae" "Copromyzinae" "Alloborborus" 1 0.54 0.09 0.09 0.09
"10166" "FBORT381-10" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 0.93 0.14 0.14 0.14 0.14
"10167" "FBORT389-10" "Insecta" "Hemiptera" "Rhyparochromidae" "Rhyparochrominae" "Gonianotus" 0.99 0.23 0.09 0.09 0.09
"10168" "FBORT395-10" "Insecta" "Coleoptera" "Anthribidae" "Anthribinae" "Allandrus" 0.99 0.38 0.14 0.14 0.14
"10169" "FBORT430-10" "Insecta" "Diptera" "Phoridae" "Phorinae" "Conicera" 0.99 0.72 0.18 0.18 0.18
"10170" "FBORT431-10" "Insecta" "Diptera" "Phoridae" "Phorinae" "Conicera" 0.99 0.72 0.18 0.18 0.18
"10171" "FBORT432-10" "Insecta" "Diptera" "Phoridae" "Phorinae" "Conicera" 0.99 0.72 0.18 0.18 0.18
"10172" "FBORT477-13" "Insecta" "Coleoptera" "Carabidae" "Harpalinae" "Sericoda" 1 0.22 0.08 0.07 0.07
"10173" "FBORT482-13" "Insecta" "Diptera" "Lauxaniidae" "Lauxaniinae" "Pseudolyciella" 0.99 0.39 0.05 0.05 0.05
"10174" "FBORT483-13" "Insecta" "Hemiptera" "Cicadellidae" "Typhlocybinae" "Vilbasteana" 1 0.19 0.07 0.07 0.06
"10175" "FBORT484-13" "Insecta" "Hemiptera" "Cicadellidae" "Typhlocybinae" "Vilbasteana" 1 0.21 0.11 0.1 0.09
"10176" "FBORT485-13" "Insecta" "Diptera" "Lauxaniidae" "Lauxaniinae" "Pseudolyciella" 1 0.57 0.09 0.09 0.09
"10177" "FBORT487-13" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 1 1 1 1
"10178" "FBORT499-13" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 1 1 1 1
"10179" "FBORT500-13" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 0.31 0.31 0.31 0.31
"10180" "FBORT502-13" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 0.15 0.15 0.15 0.15
"10181" "FBORT503-13" "Insecta" "Hemiptera" "Rhyparochromidae" "Rhyparochrominae" "Gonianotus" 0.99 0.17 0.05 0.05 0.04
"10182" "FBORT504-13" "Insecta" "Coleoptera" "Georissidae" "dummy_Georissidae" "Georissus" 0.99 0.26 0.09 0.09 0.09
"10183" "FBORT514-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Pseudexechia" 0.99 0.74 0.26 0.2 0.19
"10184" "FBORT518-13" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 0.25 0.25 0.25 0.25
"10185" "FBORT520-13" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 1 0.2 0.2 0.2 0.2
"10186" "FBORT531-13" "Insecta" "Orthoptera" "Acrididae" "Oedipodinae" "Sphingonotus" 0.99 0.14 0.14 0.14 0.14
"10187" "FBORT537-13" "Insecta" "Coleoptera" "Carabidae" "Harpalinae" "Paranchus" 0.98 0.24 0.11 0.11 0.11
"10188" "FBORT538-13" "Insecta" "Coleoptera" "Carabidae" "Harpalinae" "Paranchus" 0.98 0.24 0.11 0.11 0.11
"10189" "FBORT539-13" "Insecta" "Coleoptera" "Carabidae" "Harpalinae" "Paranchus" 0.98 0.24 0.11 0.11 0.11
"10190" "FBORT540-13" "Insecta" "Hemiptera" "Veliidae" "Microveliinae" "Microvelia" 1 0.44 0.13 0.13 0.13
"10191" "FBORT545-13" "Insecta" "Hemiptera" "Rhyparochromidae" "Rhyparochrominae" "Gonianotus" 1 0.38 0.19 0.19 0.19
"10192" "FBORT556-13" "Insecta" "Hemiptera" "Rhyparochromidae" "Rhyparochrominae" "Gonianotus" 1 0.36 0.1 0.1 0.09
"10193" "FBORT564-13" "Insecta" "Lepidoptera" "Depressariidae" "dummy_Depressariidae" "Telechrysis" 0.99 0.19 0.18 0.18 0.18
"10194" "FBORT565-13" "Insecta" "Diptera" "Sphaeroceridae" "Copromyzinae" "Copromyza" 1 0.7 0.08 0.08 0.08
"10195" "FBPSS027-16" "Insecta" "Diptera" "Tachinidae" "Exoristinae" "Periarchiclops" 0.7 0.29 0.06 0.05 0.02
"10196" "FBPSS045-16" "Insecta" "Diptera" "Tachinidae" "Exoristinae" "Periarchiclops" 0.7 0.29 0.06 0.05 0.02
"10197" "FBPSS047-16" "Insecta" "Coleoptera" "Carabidae" "Harpalinae" "Paranchus" 0.53 0.16 0.07 0.07 0.07
"10198" "FBPSS053-16" "Insecta" "Hemiptera" "Miridae" "Bryocorinae" "Monalocoris" 0.78 0.37 0.15 0.12 0.12
"10199" "FBPSS055-16" "Insecta" "Hemiptera" "Miridae" "Bryocorinae" "Monalocoris" 0.78 0.37 0.15 0.12 0.12
"10200" "FBPSS063-16" "Arachnida" "Araneae" "Theridiidae" "dummy_Theridiidae" "Dipoena" 0.27 0.27 0.02 0.02 0.02
"10201" "FBPSS064-16" "Arachnida" "Araneae" "Theridiidae" "dummy_Theridiidae" "Dipoena" 0.27 0.27 0.02 0.02 0.02
"10202" "FBPSS067-16" "Arachnida" "Araneae" "Salticidae" "dummy_Salticidae" "Marpissa" 0.38 0.36 0.24 0.24 0.18
"10203" "FBPSS069-16" "Insecta" "Hemiptera" "Rhopalidae" "Rhopalinae" "Chorosoma" 0.73 0.4 0.08 0.08 0.08
"10204" "FBPSS071-16" "Insecta" "Hemiptera" "Miridae" "Bryocorinae" "Monalocoris" 0.78 0.37 0.15 0.12 0.12
"10205" "FBPSS074-16" "Arachnida" "Araneae" "Cheiracanthiidae" "dummy_Cheiracanthiidae" "Cheiracanthium" 0.23 0.19 0.11 0.11 0.11
"10206" "FBPSS075-16" "Insecta" "Hymenoptera" "Apidae" "Apinae" "Eucera" 0.86 0.48 0.12 0.12 0.12
"10207" "FBPSS077-16" "Arachnida" "Araneae" "Theridiidae" "dummy_Theridiidae" "Dipoena" 0.27 0.27 0.02 0.02 0.02
"10208" "FBSYB044-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Anoplonyx" 1 1 1 1 1
"10209" "FBSYB049-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Hoplocampa" 1 1 1 1 1
"10210" "FBSYB057-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 1
"10211" "FBSYB059-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 1 1 1 1
"10212" "FBSYB073-11" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Dineura" 1 1 1 1 1
"10213" "FBSYB1007-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Tenthredo" 1 1 1 1 1
"10214" "FBSYB1008-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Tenthredo" 1 1 1 1 1
"10215" "FBSYB1026-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Mesoneura" 1 0.98 0.94 0.38 0.23
"10216" "FBSYB1027-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Mesoneura" 1 0.98 0.94 0.38 0.23
"10217" "FBSYB1028-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Tenthredo" 1 1 0.96 0.6 0.58
"10218" "FBSYB1032-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Siobla" 1 0.91 0.91 0.54 0.18
"10219" "FBSYB1035-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Siobla" 1 0.91 0.91 0.54 0.18
"10220" "FBSYB1046-12" "Insecta" "Hymenoptera" "Cimbicidae" "Abiinae" "Abia" 1 1 1 1 1
"10221" "FBSYB1047-12" "Insecta" "Hymenoptera" "Cimbicidae" "Abiinae" "Abia" 1 1 1 1 1
"10222" "FBSYB1048-12" "Insecta" "Hymenoptera" "Cimbicidae" "Abiinae" "Abia" 1 0.98 0.98 0.98 0.98
"10223" "FBSYB1049-12" "Insecta" "Hymenoptera" "Cimbicidae" "Abiinae" "Abia" 1 0.98 0.98 0.96 0.96
"10224" "FBSYB1050-12" "Insecta" "Hymenoptera" "Cimbicidae" "Abiinae" "Abia" 1 0.98 0.98 0.96 0.96
"10225" "FBSYB1051-12" "Insecta" "Hymenoptera" "Cimbicidae" "Abiinae" "Abia" 1 1 1 1 1
"10226" "FBSYB1057-12" "Insecta" "Hymenoptera" "Pamphiliidae" "Pamphiliinae" "Pamphilius" 1 1 0.99 0.99 0.99
"10227" "FBSYB1058-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Pristiphora" 1 0.96 0.95 0.84 0.61
"10228" "FBSYB1070-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Aglaostigma" 1 0.87 0.82 0.7 0.68
"10229" "FBSYB1071-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Aglaostigma" 1 0.87 0.82 0.7 0.68
"10230" "FBSYB1072-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Aglaostigma" 1 0.87 0.82 0.7 0.68
"10231" "FBSYB1075-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Aglaostigma" 0.99 0.78 0.71 0.57 0.55
"10232" "FBSYB1077-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Allantinae" "Allantus" 1 1 1 1 1
"10233" "FBSYB1078-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Allantinae" "Allantus" 1 1 1 1 1
"10234" "FBSYB1082-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Allantinae" "Allantus" 1 0.78 0.74 0.6 0.6
"10235" "FBSYB1083-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Allantinae" "Allantus" 1 0.7 0.64 0.47 0.47
"10236" "FBSYB1084-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Allantinae" "Allantus" 1 0.68 0.63 0.43 0.43
"10237" "FBSYB1086-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Allantinae" "Allantus" 1 1 1 1 1
"10238" "FBSYB1087-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Siobla" 1 0.9 0.85 0.42 0.42
"10239" "FBSYB1092-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Allantinae" "Allantus" 1 0.87 0.83 0.56 0.56
"10240" "FBSYB1102-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Tenthredininae" "Siobla" 0.99 0.83 0.79 0.49 0.49
"10241" "FBSYB1107-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Allantinae" "Allantus" 1 1 1 1 1
"10242" "FBSYB1116-12" "Insecta" "Hymenoptera" "Argidae" "Arginae" "Arge" 0.99 0.95 0.94 0.94 0.94
"10243" "FBSYB1120-12" "Insecta" "Hymenoptera" "Argidae" "Arginae" "Arge" 1 0.67 0.54 0.54 0.54
"10244" "FBSYB1121-12" "Insecta" "Hymenoptera" "Argidae" "Arginae" "Arge" 1 0.71 0.56 0.56 0.56
"10245" "FBSYB1124-12" "Insecta" "Hymenoptera" "Argidae" "Arginae" "Arge" 1 1 1 1 1
"10246" "FBSYB1125-12" "Insecta" "Hymenoptera" "Argidae" "Arginae" "Arge" 1 1 1 1 1
"10247" "FBSYB1126-12" "Insecta" "Hymenoptera" "Argidae" "Arginae" "Arge" 1 1 1 1 1
"10248" "FBSYB1129-12" "Insecta" "Hymenoptera" "Argidae" "Arginae" "Arge" 1 1 1 1 1
"10249" "FBSYB1130-12" "Insecta" "Hymenoptera" "Argidae" "Arginae" "Arge" 1 1 1 1 1
"10250" "FBSYB1137-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Allantinae" "Athalia" 0.99 0.71 0.51 0.43 0.43
"10251" "FBSYB1141-12" "Insecta" "Hymenoptera" "Cephidae" "Cephinae" "Calameuta" 1 1 1 1 1
"10252" "FBSYB1142-12" "Insecta" "Hymenoptera" "Cephidae" "Cephinae" "Calameuta" 1 1 1 1 1
"10253" "FBSYB1152-12" "Insecta" "Hymenoptera" "Pamphiliidae" "Cephalciinae" "Cephalcia" 1 1 1 1 1
"10254" "FBSYB1158-12" "Insecta" "Hymenoptera" "Pamphiliidae" "Cephalciinae" "Cephalcia" 0.97 0.93 0.93 0.93 0.83
"10255" "FBSYB1167-12" "Insecta" "Hymenoptera" "Cephidae" "Cephinae" "Calameuta" 1 1 1 1 1
"10256" "FBSYB1169-12" "Insecta" "Hymenoptera" "Pamphiliidae" "Cephalciinae" "Cephalcia" 0.99 0.94 0.91 0.91 0.78
"10257" "FBSYB1171-12" "Insecta" "Hymenoptera" "Pamphiliidae" "Cephalciinae" "Cephalcia" 1 1 1 1 1
"10258" "FBSYB1173-12" "Insecta" "Hymenoptera" "Pamphiliidae" "Cephalciinae" "Cephalcia" 1 1 1 1 1
"10259" "FBSYB1194-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Blennocampinae" "Claremontia" 1 1 0.96 0.81 0.81
"10260" "FBSYB1197-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Blennocampinae" "Claremontia" 1 1 1 1 1
"10261" "FBSYB1198-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Blennocampinae" "Claremontia" 1 1 1 1 1
"10262" "FBSYB1200-12" "Insecta" "Hymenoptera" "Ichneumonidae" "Phygadeuontinae" "Megacara" 1 0.68 0.44 0.33 0.31
"10263" "FBSYB1202-12" "Insecta" "Hymenoptera" "Cimbicidae" "Corynidinae" "Corynis" 1 1 1 1 1
"10264" "FBSYB1205-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Euura" 1 0.93 0.81 0.81 0.75
"10265" "FBSYB1213-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Selandriinae" "Dolerus" 1 1 1 1 1
"10266" "FBSYB1214-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Dineura" 1 1 1 1 1
"10267" "FBSYB1215-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Nematinae" "Dineura" 1 1 1 1 1
"10268" "FBSYB1225-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Selandriinae" "Dolerus" 1 1 1 1 1
"10269" "FBSYB1233-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Selandriinae" "Dolerus" 1 1 1 1 1
"10270" "FBSYB1234-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Selandriinae" "Dolerus" 1 1 1 1 1
"10271" "FBSYB1235-12" "Insecta" "Hymenoptera" "Tenthredinidae" "Selandriinae" "Dolerus" 1 0.99 0.99 0.92 0.92
