ID	kingdom	Prob_kingdom	phylum	Prob_phylum	class	Prob_class	 order	Prob_order	family	Prob_family	genus	Prob_genus	 species	Prob_species
KF747734		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Coniochaetales	0.23	Coniochaetaceae	0.17	Coniochaeta	0.17	Coniochaeta_boothii	0.11
DQ826539		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Hymenochaetales	1.00	Rickenellaceae	1.00	Resinicium	1.00	Resinicium_friabile	0.73
KJ756490		Fungi	1.00	Basidiomycota	0.98	Agaricomycetes	0.98	Agaricales	0.95	Psathyrellaceae	0.32	Agaricus	0.16	Tulosesus_pallidus	0.13
MT707943		Fungi	1.00	Basidiomycota	0.87	Agaricomycetes	0.82	Agaricales	0.67	Strophariaceae	0.16	Pholiota	0.14	Pholiota_adiposa	0.12
ON074695		Fungi	1.00	Ascomycota	0.41	Agaricomycetes	0.19	Saccharomycetales	0.19	Cunninghamellaceae	0.10	Absidia	0.10	Dendrothele_griseocana	0.08
KX287462		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	1.00	Mycosphaerellaceae	1.00	Ramularia	1.00	Ramularia_cynarae	1.00
AJ292432		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Cordycipitaceae	1.00	Lecanicillium	1.00	Lecanicillium_saksenae	0.99
AY450919		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Saccharomycetales_fam_Incertae_sedis_Candida	1.00	Candida	1.00	Candida_diospyri	1.00
ON074692		Fungi	1.00	Ascomycota	0.45	Saccharomycetes	0.30	Saccharomycetales	0.30	Mucoraceae	0.09	Hanseniaspora	0.07	Hanseniaspora_uvarum	0.07
KR233300		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Phyllostictaceae	1.00	Phyllosticta	1.00	Phyllosticta_citriasiatica	0.80
LC053660		Fungi	1.00	Basidiomycota	0.75	Agaricomycetes	0.63	Agaricales	0.30	Lichtheimiaceae	0.10	Circinella	0.10	Circinella_ramosa	0.06
KC197021		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Cryphonectriaceae	1.00	Cryphonectria	0.56	Cryphonectria_parasitica	0.40
KC179100		Fungi	1.00	Ascomycota	0.97	Sordariomycetes	0.61	Helotiales	0.14	Ophiostomataceae	0.10	Ophiostoma	0.06	Chaetosphaeria_myriocarpa	0.06
KX694170		Fungi	1.00	Ascomycota	0.97	Xylonomycetes	0.41	Xylonales	0.32	Xylonaceae	0.32	Xylona	0.32	Xylona_heveae	0.32
KC339235		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Dacampiaceae	0.42	Aaosphaeria	0.42	Aaosphaeria_arxii	0.42
AB126045		Fungi	1.00	Basidiomycota	1.00	Agaricostilbomycetes	1.00	Agaricostilbales	1.00	Ruineniaceae	1.00	Ruinenia	1.00	Ruinenia_pyrrosiae	1.00
AB126047		Fungi	1.00	Basidiomycota	1.00	Agaricostilbomycetes	1.00	Agaricostilbales	1.00	Ruineniaceae	1.00	Ruinenia	1.00	Ruinenia_diospyri	1.00
KX694175		Fungi	1.00	Ascomycota	0.95	Xylonomycetes	0.52	Xylonales	0.41	Xylonaceae	0.41	Xylona	0.41	Xylona_heveae	0.41
JF514559		Fungi	1.00	Basidiomycota	0.89	Agaricomycetes	0.87	Agaricales	0.50	Boletaceae	0.25	Boletus	0.25	Boletus_reticulatus	0.22
KP411807		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	0.98	Phaeomoniellales	0.98	Phaeomoniellales_fam_Incertae_sedis_Heterophaeomoniella	0.67	Heterophaeomoniella	0.67	Heterophaeomoniella_pinifoliorum	0.67
MH508430		Fungi	1.00	Basidiomycota	0.91	Agaricomycetes	0.90	Agaricales	0.76	Agaricales_fam_Incertae_sedis_Omphalina	0.13	Omphalina	0.13	Omphalina_rivulicola	0.10
MK458769		Fungi	1.00	Basidiomycota	0.91	Agaricomycetes	0.89	Trechisporales	0.84	Hydnodontaceae	0.84	Trechispora	0.84	Trechispora_mollusca	0.58
FN547570		Fungi	1.00	Ascomycota	0.57	Tremellomycetes	0.22	Saccharomycetales	0.21	Mrakiaceae	0.18	Mrakia	0.13	Mrakia_aquatica	0.13
KX590815		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Ophiostomatales	1.00	Ophiostomataceae	1.00	Ophiostoma	1.00	Ophiostoma_colliferum	1.00
JF747108		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Chaetothyriales	1.00	Herpotrichiellaceae	1.00	Exophiala	0.92	Exophiala_alcalophila	0.92
KX694178		Fungi	1.00	Ascomycota	1.00	Xylonomycetes	0.42	Xylonales	0.32	Xylonaceae	0.32	Xylona	0.32	Xylona_heveae	0.32
MG979787		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.32	Helotiales	0.19	Chaetomiaceae	0.13	Humicola	0.12	Humicola_nigrescens	0.12
KX590816		Fungi	1.00	Ascomycota	0.99	Sordariomycetes	0.99	Ophiostomatales	0.99	Ophiostomataceae	0.99	Sporothrix	0.99	Sporothrix_stylites	0.28
MH508435		Fungi	1.00	Basidiomycota	0.81	Agaricomycetes	0.71	Agaricales	0.64	Omphalotaceae	0.14	Chondrostereum	0.12	Chondrostereum_purpureum	0.12
AM882880		Fungi	1.00	Basidiomycota	0.97	Agaricomycetes	0.97	Agaricales	0.90	Psathyrellaceae	0.38	Tulosesus	0.18	Tulosesus_pallidus	0.18
KY174923		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Russulales	1.00	Russulaceae	1.00	Lactarius	1.00	Lactarius_ciliatus	1.00
MK050361		Fungi	1.00	Basidiomycota	0.96	Agaricostilbomycetes	0.87	Agaricostilbales	0.87	Kondoaceae	0.81	Kondoa	0.71	Kondoa_yuccicola	0.26
UDB000841		Fungi	1.00	Basidiomycota	0.98	Agaricomycetes	0.94	Atheliales	0.52	Atheliaceae	0.52	Piloderma	0.43	Piloderma_olivaceum	0.28
FN547575		Fungi	1.00	Ascomycota	0.57	Saccharomycetes	0.26	Saccharomycetales	0.26	Trichomonascaceae	0.09	Sugiyamaella	0.07	Tetrapisispora_arboricola	0.05
KX590817		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Ophiostomatales	1.00	Ophiostomataceae	1.00	Sporothrix	1.00	Sporothrix_epigloea	1.00
MK050360		Fungi	1.00	Basidiomycota	0.97	Agaricostilbomycetes	0.90	Agaricostilbales	0.90	Kondoaceae	0.88	Kondoa	0.77	Kondoa_malvinella	0.31
DQ056365		Fungi	1.00	Basidiomycota	0.76	Agaricomycetes	0.65	Cantharellales	0.51	Hydnaceae	0.35	Sistotrema	0.35	Sistotrema_brinkmannii	0.33
KY853449		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Venturiales	1.00	Venturiaceae	1.00	Fagicola	1.00	Fagicola_fagi	1.00
EU683655		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Botryosphaeriaceae	1.00	Endomelanconiopsis	1.00	Endomelanconiopsis_microspora	1.00
KT278719		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Pleurotheciales	1.00	Pleurotheciaceae	1.00	Phaeoisaria	1.00	Phaeoisaria_fasciculata	1.00
KY610382		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Xylariales	1.00	Graphostromataceae	1.00	Biscogniauxia	1.00	Biscogniauxia_nummularia	1.00
EU683656		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Botryosphaeriaceae	1.00	Endomelanconiopsis	1.00	Endomelanconiopsis_endophytica	1.00
AM882883		Fungi	1.00	Basidiomycota	0.94	Agaricomycetes	0.90	Agaricales	0.86	Psathyrellaceae	0.35	Tulosesus	0.12	Tulosesus_pallidus	0.12
KY922832		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.52	Chaetomellales	0.52	Chaetomellaceae	0.52	Pyrenochaeta	0.46	Pyrenochaeta_ligni-putridi	0.46
MK050363		Fungi	1.00	Basidiomycota	0.96	Agaricostilbomycetes	0.85	Agaricostilbales	0.85	Kondoaceae	0.85	Kondoa	0.84	Kondoa_phyllada	0.32
AF229019		Fungi	1.00	Ascomycota	0.97	Leotiomycetes	0.44	Helotiales	0.44	Lachnaceae	0.20	Lachnellula	0.10	Dasyscyphus_serinellus	0.10
MK584939		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.98	Helotiales	0.98	Helotiales_fam_Incertae_sedis_Rhexocercosporidium	0.98	Rhexocercosporidium	0.98	Rhexocercosporidium_panacis	0.98
MK050366		Fungi	1.00	Basidiomycota	0.97	Agaricostilbomycetes	0.93	Agaricostilbales	0.93	Kondoaceae	0.81	Bensingtonia	0.71	Bensingtonia_pseudonaganoensis	0.42
KY610388		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Xylariales	1.00	Hypoxylaceae	1.00	Daldinia	0.99	Daldinia_starbaeckii	0.94
MK584938		Fungi	1.00	Ascomycota	0.89	Leotiomycetes	0.63	Helotiales	0.63	Loramycetaceae	0.52	Loramyces	0.52	Loramyces_macrosporus	0.52
JX114944		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	0.99	Agaricales	0.99	Physalacriaceae	0.24	Agaricus	0.18	Calonarius_piceae	0.11
JX114942		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.99	Physalacriaceae	0.40	Armillaria	0.38	Armillaria_mellea	0.20
MK050367		Fungi	1.00	Basidiomycota	1.00	Agaricostilbomycetes	1.00	Agaricostilbales	1.00	Kondoaceae	1.00	Bensingtonia	1.00	Bensingtonia_pseudonaganoensis	0.54
AM882887		Fungi	1.00	Basidiomycota	0.94	Agaricomycetes	0.93	Agaricales	0.88	Psathyrellaceae	0.45	Tulosesus	0.22	Tulosesus_pallidus	0.21
AY558619		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Hymenochaetales	1.00	Hymenochaetaceae	1.00	Phellinus	1.00	Phellinus_fragrans	1.00
KY102421		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Saccharomycetales_fam_Incertae_sedis_Candida	1.00	Candida	1.00	Candida_succiphila	1.00
AB054099		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Debaryomycetaceae	1.00	Schwanniomyces	1.00	Schwanniomyces_etchellsii	1.00
KM213669		Fungi	1.00	Basidiomycota	0.91	Agaricomycetes	0.90	Agaricales	0.48	Agaricaceae	0.18	Agaricus	0.17	Veluticeps_ambigua	0.09
UDB035273		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Sordariales	1.00	Chaetomiaceae	1.00	Parachaetomium	0.92	Parachaetomium_inaequale	0.92
KF959802		Fungi	1.00	Ascomycota	0.98	Eurotiomycetes	0.68	Phaeomoniellales	0.44	Celotheliaceae	0.27	Phaeomoniella	0.26	Phaeomoniella_chlamydospora	0.26
UDB035271		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.94	Tubeufiales	0.93	Tubeufiaceae	0.93	Helicomyces	0.45	Helicomyces_roseus	0.45
AJ005674		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Aspergillus	0.99	Aspergillus_elegans	0.90
HF934949		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Pleosporaceae	1.00	Exserohilum	1.00	Exserohilum_monoceras	0.52
UDB035272		Fungi	1.00	Basidiomycota	0.92	Agaricomycetes	0.77	Agaricales	0.47	Strophariaceae	0.20	Pholiota	0.13	Pholiota_prolixa	0.09
DQ097873		Fungi	1.00	Basidiomycota	0.99	Agaricomycetes	0.97	Agaricales	0.82	Agaricaceae	0.22	Agaricus	0.22	Agaricus_daliensis	0.10
UDB035275		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	1.00	Helotiales	1.00	Helotiaceae	0.96	Helicodendron	0.50	Helicodendron_microsporum	0.50
KF959807		Fungi	1.00	Ascomycota	0.94	Eurotiomycetes	0.64	Chaetothyriales	0.28	Epibryaceae	0.16	Epibryon	0.16	Epibryon_interlamellare	0.15
UDB035270		Fungi	1.00	Chytridiomycota	0.33	Spizellomycetes	0.33	Spizellomycetales	0.33	Spizellomycetaceae	0.33	Spizellomyces	0.33	Spizellomyces_acuminatus	0.32
UDB035277		Fungi	1.00	Ascomycota	1.00	Pezizomycetes	1.00	Pezizales	1.00	Pezizaceae	1.00	Peziza	0.99	Peziza_echinospora	0.99
KX302275		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Pseudoclitocybaceae	0.29	Pseudoclitocybe	0.29	Pseudoclitocybe_obbata	0.25
OL960514		Fungi	1.00	Basidiomycota	0.89	Agaricomycetes	0.86	Boletales	0.36	Boletaceae	0.33	Boletus	0.33	Boletus_reticulatus	0.33
DQ295081		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Cortinariaceae	0.46	Calonarius	0.46	Calonarius_piceae	0.46
UDB035279		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.82	Helotiales	0.74	Helotiales_fam_Incertae_sedis_Unguicularia	0.36	Unguicularia	0.36	Unguicularia_carestiana	0.36
KT334577		Fungi	1.00	Basidiomycota	0.97	Tremellomycetes	0.96	Tremellales	0.95	Cuniculitremaceae	0.78	Kockovaella	0.68	Kockovaella_barringtoniae	0.57
JQ301699		Fungi	1.00	Ascomycota	0.99	Leotiomycetes	0.52	Helotiales	0.37	Helotiaceae	0.23	Scytalidium	0.23	Scytalidium_circinatum	0.21
KP311427		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Agaricales_fam_Incertae_sedis_Omphalina	0.16	Omphalina	0.16	Phaeolepiota_aurea	0.11
KX650560		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Nigrogranaceae	1.00	Nigrograna	1.00	Nigrograna_cangshanensis	1.00
KY776194		Fungi	1.00	Ascomycota	0.74	Sordariomycetes	0.33	Hypocreales	0.09	Sparassidaceae	0.05	Pycnoporellus	0.05	Pycnoporellus_alboluteus	0.05
AY843135		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	0.87	Teratosphaeriaceae	0.85	Catenulostroma	0.47	Catenulostroma_protearum	0.44
KT334579		Fungi	1.00	Basidiomycota	0.97	Tremellomycetes	0.94	Tremellales	0.87	Rhynchogastremaceae	0.34	Papiliotrema	0.32	Cuniculitrema_polymorpha	0.22
KP208847		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Diaporthaceae	1.00	Diaporthe	0.97	Diaporthe_citrichinensis	0.96
AF353949		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.44	Helotiales	0.18	Teratosphaeriaceae	0.14	Phacidium	0.12	Phacidium_lacerum	0.12
JF812154		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Pleosporaceae	1.00	Curvularia	0.97	Curvularia_micropus	0.55
JN661718		Fungi	1.00	Basidiomycota	0.93	Agaricomycetes	0.87	Boletales	0.39	Boletaceae	0.18	Boletus	0.18	Rhizopogon_roseolus	0.17
AY843138		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	1.00	Teratosphaeriaceae	1.00	Constantinomyces	0.99	Constantinomyces_macerans	0.99
MN846709		Fungi	1.00	Basidiomycota	1.00	Ustilaginomycetes	1.00	Ustilaginales	1.00	Anthracoideaceae	1.00	Farysia	1.00	Farysia_itapuensis	0.58
AB077685		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.57	Helotiales	0.57	Mollisiaceae	0.20	Phialocephala	0.18	Phialocephala_compacta	0.18
EF658666		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Saccharomycetales_fam_Incertae_sedis_Candida	1.00	Candida	1.00	Candida_labiduridarum	1.00
KP308771		Fungi	1.00	Basidiomycota	0.94	Agaricomycetes	0.94	Agaricales	0.58	Tubariaceae	0.11	Phaeomarasmius	0.11	Phaeomarasmius_erinaceus	0.11
HM461082		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Russulales	1.00	Stereaceae	1.00	Amylostereum	1.00	Amylostereum_ferreum	1.00
KU382176		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Bionectriaceae	1.00	Nectriopsis	1.00	Nectriopsis_fuliginicola	1.00
KU382175		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Bionectriaceae	1.00	Nectriopsis	1.00	Nectriopsis_fuliginicola	1.00
AY943061		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Sporormiaceae	1.00	Preussia	1.00	Preussia_flanaganii	1.00
KX650569		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Roussoellaceae	0.74	Roussoella	0.74	Roussoella_japanensis	0.43
KJ938896		Fungi	1.00	Ascomycota	0.71	Dothideomycetes	0.19	Pleosporales	0.14	Sporormiaceae	0.06	Preussia	0.05	Preussia_flanaganii	0.05
MH985005		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Russulales	0.98	Russulaceae	0.98	Lactarius	0.98	Lactarius_subdulcis	0.67
KP308774		Fungi	1.00	Basidiomycota	0.90	Agaricomycetes	0.90	Agaricales	0.73	Agaricales_fam_Incertae_sedis_Clitocybe	0.12	Clitocybe	0.12	Cyathus_asiaticus	0.11
UDB017802		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Russulales	0.61	Hericiaceae	0.56	Hericium	0.51	Hericium_yumthangense	0.51
MN131079		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Phallales	1.00	Phallaceae	1.00	Phallus	1.00	Phallus_luteus	1.00
DQ396796		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Ophiostomatales	1.00	Ophiostomataceae	1.00	Ophiostoma	1.00	Ophiostoma_colliferum	1.00
KJ938897		Fungi	1.00	Ascomycota	0.68	Sordariomycetes	0.41	Hypocreales	0.11	Saccharomycetaceae	0.07	Nakataea	0.04	Nakataea_oryzae	0.04
KP308776		Fungi	1.00	Basidiomycota	0.97	Agaricomycetes	0.96	Agaricales	0.87	Psathyrellaceae	0.35	Deconica	0.17	Deconica_hartii	0.14
KP308773		Fungi	1.00	Basidiomycota	0.97	Agaricomycetes	0.97	Agaricales	0.93	Psathyrellaceae	0.40	Psathyrella	0.34	Psathyrella_spadiceogrisea	0.24
KC171335		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Hypocreaceae	1.00	Trichoderma	1.00	Trichoderma_stromaticum	1.00
DQ323423		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Hypocreaceae	1.00	Trichoderma	1.00	Trichoderma_pubescens	0.98
MT849301		Fungi	1.00	Basidiomycota	0.99	Agaricomycetes	0.99	Polyporales	0.77	Steccherinaceae	0.33	Steccherinum	0.27	Steccherinum_confragosum	0.23
MH784787		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.98	Cortinariaceae	0.26	Calonarius	0.26	Calonarius_piceae	0.26
FJ538367		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Phyllostictaceae	1.00	Phyllosticta	0.99	Phyllosticta_citriasiatica	0.54
MH985008		Fungi	1.00	Basidiomycota	0.98	Agaricomycetes	0.98	Russulales	0.97	Russulaceae	0.96	Lactarius	0.96	Lactarius_subdulcis	0.80
UDB035730		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Hypocreaceae	1.00	Hypomyces	1.00	Hypomyces_semitranslucens	1.00
MH784786		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.91	Nidulariaceae	0.20	Crucibulum	0.19	Crucibulum_laeve	0.19
MK579185		Fungi	1.00	Basidiomycota	0.96	Agaricomycetes	0.82	Russulales	0.64	Russulaceae	0.56	Lactarius	0.56	Lactarius_subdulcis	0.40
FJ538368		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Phyllostictaceae	1.00	Phyllosticta	1.00	Phyllosticta_citriasiatica	0.65
MH725817		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.99	Hypocreales	0.99	Ophiocordycipitaceae	0.88	Hirsutella	0.29	Hirsutella_rhossiliensis	0.29
KP308778		Fungi	1.00	Basidiomycota	0.97	Agaricomycetes	0.94	Agaricales	0.83	Psathyrellaceae	0.26	Coprinopsis	0.17	Phaeomarasmius_erinaceus	0.10
KP885725		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Ophiocordycipitaceae	1.00	Hirsutella	1.00	Hirsutella_rhossiliensis	1.00
JF908566		Fungi	1.00	Ascomycota	0.92	Pezizomycetes	0.78	Pezizales	0.78	Pezizaceae	0.78	Peziza	0.42	Chromelosporium_macrospermum	0.36
KJ755638		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Agaricaceae	1.00	Agaricus	1.00	Agaricus_eburneocanus	0.97
MH725815		Fungi	1.00	Ascomycota	0.79	Sordariomycetes	0.56	Hypocreales	0.23	Hypocreaceae	0.13	Phaeoacremonium	0.09	Pseudohansfordia_irregularis	0.07
KM610321		Fungi	1.00	Basidiomycota	0.99	Agaricomycetes	0.99	Agaricales	0.97	Entolomataceae	0.71	Entoloma	0.71	Entoloma_sericeum	0.39
DQ826546		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Hymenochaetales	1.00	Rickenellaceae	1.00	Resinicium	1.00	Resinicium_friabile	0.67
MZ595900		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Glomerellales	1.00	Glomerellaceae	1.00	Colletotrichum	1.00	Colletotrichum_hippeastri	0.43
MH725816		Fungi	1.00	Ascomycota	0.78	Sordariomycetes	0.50	Hypocreales	0.22	Onygenaceae	0.10	Niesslia	0.10	Niesslia_curvisetosa	0.10
DQ780374		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Cladosporiales	1.00	Cladosporiaceae	1.00	Cladosporium	1.00	Cladosporium_herbarum	1.00
UDB000396		Fungi	1.00	Basidiomycota	0.96	Agaricomycetes	0.90	Russulales	0.54	Russulaceae	0.51	Lactarius	0.51	Lactarius_subdulcis	0.46
DQ826544		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Hymenochaetales	1.00	Rickenellaceae	1.00	Resinicium	1.00	Resinicium_friabile	0.99
JQ403319		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.99	Hypocreales	0.99	Nectriaceae	0.98	Thelonectria	0.96	Thelonectria_trachosa	0.85
AY333940		Fungi	1.00	Basidiomycota	1.00	Ustilaginomycetes	1.00	Ustilaginales	1.00	Ustilaginaceae	1.00	Anthracocystis	0.71	Anthracocystis_destruens	0.60
MZ595906		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Glomerellales	1.00	Glomerellaceae	1.00	Colletotrichum	1.00	Colletotrichum_gigasporum	1.00
DQ826547		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Hymenochaetales	1.00	Rickenellaceae	1.00	Resinicium	1.00	Resinicium_friabile	0.81
KT823750		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.33	Helotiales	0.25	Myxotrichaceae	0.13	Musicillium	0.12	Sarea_resinae	0.12
UDB000398		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Russulales	1.00	Russulaceae	1.00	Lactarius	1.00	Lactarius_subdulcis	1.00
UDB000399		Fungi	1.00	Basidiomycota	0.95	Agaricomycetes	0.95	Boletales	0.62	Boletaceae	0.61	Boletus	0.61	Boletus_reticulatus	0.60
KF028593		Fungi	1.00	Ascomycota	0.99	Sordariomycetes	0.59	Diaporthales	0.54	Cryphonectriaceae	0.41	Cryphonectria	0.36	Cryphonectria_parasitica	0.32
MG742403		Fungi	1.00	Ascomycota	0.91	Orbiliomycetes	0.58	Orbiliales	0.58	Orbiliaceae	0.58	Orbilia	0.42	Orbilia_sinensis	0.24
EU041768		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Myrmecridiales	1.00	Myrmecridiaceae	1.00	Myrmecridium	1.00	Myrmecridium_schulzeri	1.00
JF747110		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Chaetothyriales	1.00	Herpotrichiellaceae	1.00	Exophiala	1.00	Exophiala_equina	0.60
KF765672		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Cytosporaceae	0.99	Cytospora	0.99	Cytospora_mali-spectabilis	0.79
MK458772		Fungi	1.00	Ascomycota	0.60	Agaricomycetes	0.36	Trechisporales	0.23	Hydnodontaceae	0.23	Trechispora	0.23	Trechispora_bispora	0.20
MN810047		Fungi	1.00	Ascomycota	0.79	Sordariomycetes	0.40	Hypocreales	0.15	Aspergillaceae	0.12	Penicillium	0.10	Tolypocladium_inflatum	0.05
JX444864		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Planistromellaceae	1.00	Kellermania	1.00	Kellermania_pseudoyuccigena	1.00
UDB018683		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	0.99	Polyporales	0.41	Hericiaceae	0.19	Dentipellis	0.11	Dentipellis_tasmanica	0.11
AF486119		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	1.00	Helotiales	1.00	Hyaloscyphaceae	1.00	Hyaloscypha	1.00	Hyaloscypha_finlandica	1.00
JX444863		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Planistromellaceae	0.98	Kellermania	0.98	Kellermania_pseudoyuccigena	0.98
EU669178		Fungi	1.00	Ascomycota	0.97	Dothideomycetes	0.48	Tubeufiales	0.34	Tubeufiaceae	0.34	Helicoma	0.34	Helicoma_morganii	0.34
KX590820		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Microascales	1.00	Ceratocystidaceae	1.00	Ceratocystis	1.00	Ceratocystis_grandicarpa	1.00
AB257437		Fungi	1.00	Ascomycota	0.96	Leotiomycetes	0.44	Helotiales	0.44	Lachnaceae	0.18	Lachnellula	0.14	Lachnellula_ellisiana	0.08
KX694185		Fungi	1.00	Ascomycota	0.99	Dothideomycetes	0.31	Xylonales	0.24	Xylonaceae	0.24	Xylona	0.24	Xylona_heveae	0.24
KC184412		Fungi	1.00	Basidiomycota	0.77	Agaricomycetes	0.67	Agaricales	0.33	Phanerochaetaceae	0.07	Pleurotus	0.05	Pleurotus_ostreatus	0.05
AY879800		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Microascales	1.00	Microascaceae	1.00	Petriella	1.00	Petriella_sordida	1.00
JX444866		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Botryosphaeriales	1.00	Planistromellaceae	1.00	Kellermania	1.00	Kellermania_pseudoyuccigena	1.00
KJ729859		Fungi	1.00	Basidiomycota	0.97	Agaricomycetes	0.94	Agaricales	0.77	Psathyrellaceae	0.21	Tulosesus	0.13	Tulosesus_pallidus	0.13
