ID	kingdom	Prob_kingdom	phylum	Prob_phylum	class	Prob_class	 order	Prob_order	family	Prob_family	genus	Prob_genus	 species	Prob_species
KC681898		Fungi	1.00	Ascomycota	0.67	Eurotiomycetes	0.24	Eurotiales	0.19	Aspergillaceae	0.17	Penicillium	0.10	Cunninghamella_echinulata	0.06
KY352465		Fungi	1.00	Ascomycota	0.88	Sordariomycetes	0.25	Helotiales	0.21	Helotiales_fam_Incertae_sedis_Amylocarpus	0.12	Amylocarpus	0.12	Amylocarpus_encephaloides	0.12
EU882132		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	1.00	Teratosphaeriaceae	1.00	Myrtapenidiella	1.00	Myrtapenidiella_eucalypti	1.00
KJ855508		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Magnaporthales	1.00	Magnaporthaceae	1.00	Nakataea	0.66	Nakataea_oryzae	0.66
KC681899		Fungi	1.00	Ascomycota	0.71	Sordariomycetes	0.33	Hypocreales	0.09	Togniniaceae	0.08	Phaeoacremonium	0.08	Heimiodora_verticillata	0.07
EU514699		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Chaetothyriales	1.00	Cyphellophoraceae	1.00	Cyphellophora	1.00	Cyphellophora_reptans	1.00
MZ484588		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Hymenochaetales	0.98	Hymenochaetaceae	0.98	Phellinus	0.55	Phellinus_piceicola	0.34
JN943529		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	0.59	Helotiales	0.35	Hyaloscyphaceae	0.16	Hyaloscypha	0.16	Hyaloscypha_fuckelii	0.16
MN879847		Fungi	1.00	Ascomycota	0.99	Leotiomycetes	0.31	Helotiales	0.17	Marthamycetaceae	0.11	Cyclaneusma	0.11	Cyclaneusma_minus	0.11
JF832674		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Nectriaceae	1.00	Thyronectria	1.00	Thyronectria_okinawensis	1.00
FN396128		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Psathyrellaceae	1.00	Coprinopsis	1.00	Coprinopsis_candidolanata	0.56
KT271754		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Omphalotaceae	1.00	Gymnopus	0.99	Gymnopus_foetidus	0.90
MH323431		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.99	Agaricales_fam_Incertae_sedis_Clitocybe	0.29	Clitocybe	0.29	Clitocybe_gibba	0.29
MG585279		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Hymenochaetales	1.00	Hymenochaetaceae	1.00	Porodaedalea	1.00	Porodaedalea_kesiyae	1.00
MK086060		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Cordycipitaceae	0.99	Cordyceps	0.50	Cordyceps_changbaiensis	0.46
AB025690		Fungi	1.00	Basidiomycota	1.00	Exobasidiomycetes	1.00	Entylomatales	1.00	Entylomataceae	1.00	Tilletiopsis	1.00	Tilletiopsis_washingtonensis	0.93
MT240622		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.79	Pleosporales	0.75	Didymosphaeriaceae	0.34	Kalmusia	0.22	Kalmusia_variispora	0.22
HG003670		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	0.99	Chaetothyriales	0.99	Cyphellophoraceae	0.99	Cyphellophora	0.99	Cyphellophora_laciniata	0.58
KF977213		Fungi	1.00	Basidiomycota	0.99	Agaricomycetes	0.99	Agaricales	0.91	Strophariaceae	0.26	Kuehneromyces	0.15	Kuehneromyces_mutabilis	0.15
KX287414		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	1.00	Mycosphaerellaceae	1.00	Ramularia	1.00	Ramularia_cynarae	1.00
JQ693546		Fungi	1.00	Ascomycota	0.99	Leotiomycetes	0.47	Leotiales	0.28	Tympanidaceae	0.28	Tympanis	0.23	Tympanis_amelanchieris	0.14
KX287415		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Mycosphaerellales	1.00	Mycosphaerellaceae	1.00	Ramularia	1.00	Ramularia_cynarae	1.00
MN162014		Fungi	1.00	Basidiomycota	1.00	Exobasidiomycetes	1.00	Microstromatales	1.00	Quambalariaceae	1.00	Quambalaria	1.00	Quambalaria_cyanescens	1.00
LN850951		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Microascales	1.00	Microascaceae	1.00	Cephalotrichum	1.00	Cephalotrichum_stemonitis	1.00
MN162015		Fungi	1.00	Basidiomycota	1.00	Exobasidiomycetes	1.00	Microstromatales	1.00	Quambalariaceae	1.00	Quambalaria	1.00	Quambalaria_cyanescens	1.00
KF977215		Fungi	1.00	Basidiomycota	0.86	Agaricomycetes	0.84	Agaricales	0.79	Psathyrellaceae	0.19	Omphalina	0.15	Omphalina_pyxidata	0.15
JN563921		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Boletales	1.00	Boletaceae	1.00	Boletus	1.00	Boletus_reticulatus	1.00
MK787306		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Leptosphaeriaceae	0.93	Paraleptosphaeria	0.63	Paraleptosphaeria_rumicis	0.63
HQ318286		Fungi	1.00	Basidiomycota	0.95	Agaricomycetes	0.89	Agaricales	0.39	Russulaceae	0.13	Lactarius	0.13	Lactarius_subdulcis	0.13
KT923623		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Trigonopsidaceae	1.00	Trigonopsis	1.00	Trigonopsis_variabilis	1.00
JN563923		Fungi	1.00	Basidiomycota	0.99	Agaricomycetes	0.99	Boletales	0.97	Boletaceae	0.95	Boletus	0.95	Boletus_reticulatus	0.95
JN563925		Fungi	1.00	Basidiomycota	0.99	Agaricomycetes	0.99	Boletales	0.94	Boletaceae	0.94	Boletus	0.94	Boletus_reticulatus	0.94
AY347374		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Cytosporaceae	0.95	Cytospora	0.95	Cytospora_pinastri	0.41
AY347377		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Cytosporaceae	1.00	Cytospora	1.00	Cytospora_diatrypelloidea	0.99
KU184455		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Ophiostomatales	1.00	Ophiostomataceae	1.00	Ophiostoma	1.00	Ophiostoma_tapionis	1.00
MK050310		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Tremellales	1.00	Bulleribasidiaceae	1.00	Derxomyces	1.00	Derxomyces_boekhoutii	0.77
UDB019492		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Strophariaceae	0.96	Hypholoma	0.58	Hypholoma_lateritium	0.58
MK050311		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Tremellales	1.00	Bulleribasidiaceae	1.00	Derxomyces	1.00	Derxomyces_wuzhishanensis	1.00
MK050312		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Tremellales	1.00	Bulleribasidiaceae	1.00	Derxomyces	1.00	Derxomyces_yunnanensis	0.97
MH857094		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Hypocreaceae	1.00	Sepedonium	1.00	Sepedonium_ampullosporum	1.00
KT597690		Fungi	1.00	Ascomycota	0.99	Leotiomycetes	0.85	Helotiales	0.52	Helotiaceae	0.36	Scytalidium	0.36	Scytalidium_circinatum	0.33
UDB024790		Fungi	1.00	Basidiomycota	0.99	Agaricomycetes	0.99	Trechisporales	0.99	Hydnodontaceae	0.99	Trechispora	0.99	Trechispora_mollusca	0.71
MK050313		Fungi	1.00	Basidiomycota	1.00	Tremellomycetes	1.00	Tremellales	1.00	Bulleribasidiaceae	1.00	Derxomyces	1.00	Derxomyces_yunnanensis	0.99
MT371091		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Phaeosphaeriaceae	1.00	Paraphoma	1.00	Paraphoma_rhaphiolepidis	1.00
GU367046		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Gnomoniaceae	1.00	Plagiostoma	1.00	Plagiostoma_barriae	1.00
MK484042		Fungi	1.00	Basidiomycota	0.61	Agaricomycetes	0.38	Tremellales	0.15	Suillaceae	0.12	Suillus	0.12	Suillus_quiescens	0.12
KM199689		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Hymenochaetales	0.77	Hymenochaetaceae	0.76	Phellinus	0.37	Inonotus_glomeratus	0.17
JF735302		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Nectriaceae	1.00	Dactylonectria	1.00	Dactylonectria_anthuriicola	1.00
UDB024796		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	0.96	Irpicaceae	0.74	Ceriporia	0.66	Ceriporia_lacerata	0.65
OM237336		Fungi	1.00	Basidiomycota	0.86	Agaricomycetes	0.80	Boletales	0.32	Boletaceae	0.26	Boletus	0.26	Boletus_reticulatus	0.24
MK484047		Fungi	1.00	Basidiomycota	0.74	Agaricomycetes	0.44	Tremellales	0.24	Cryptococcaceae	0.16	Sphaerobolus	0.16	Sphaerobolus_stellatus	0.16
MN335210		Fungi	1.00	Ascomycota	0.99	Sordariomycetes	0.34	Helotiales	0.23	Chaetomiaceae	0.16	Humicola	0.14	Humicola_nigrescens	0.14
UDB024799		Fungi	1.00	Basidiomycota	0.89	Agaricomycetes	0.87	Agaricales	0.65	Agaricales_fam_Incertae_sedis_Clitocybe	0.12	Clitocybe	0.12	Clitocybe_dealbata	0.06
KX831129		Fungi	1.00	Basidiomycota	0.99	Agaricomycetes	0.99	Agaricales	0.96	Physalacriaceae	0.33	Armillaria	0.31	Armillaria_mellea	0.19
MW076532		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Massarinaceae	0.85	Stagonospora	0.70	Stagonospora_trichophoricola	0.69
AF444631		Fungi	1.00	Basidiomycota	1.00	Microbotryomycetes	1.00	Microbotryomycetes_ord_Incertae_sedis_Colacogloeaceae	1.00	Colacogloeaceae	1.00	Colacogloea	1.00	Colacogloea_cycloclastica	1.00
MN335211		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.35	Helotiales	0.20	Massariaceae	0.17	Massaria	0.17	Massaria_mediterranea	0.13
KM213617		Fungi	1.00	Ascomycota	0.98	Sordariomycetes	0.96	Xylariales	0.58	Microdochiaceae	0.58	Microdochium	0.58	Microdochium_sclerotiorum	0.58
KT283051		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Hymenochaetales	1.00	Hymenochaetaceae	1.00	Hymenochaete	1.00	Hymenochaete_microcycla	1.00
MG585736		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Cryphonectriaceae	0.91	Cryphonectria	0.44	Latruncellus_aurorae	0.32
AF444632		Fungi	1.00	Basidiomycota	1.00	Microbotryomycetes	1.00	Microbotryomycetes_ord_Incertae_sedis_Udeniozyma	1.00	Microbotryomycetes_fam_Incertae_sedis_Udeniozyma	1.00	Udeniozyma	1.00	Udeniozyma_ferulica	1.00
JX241471		Fungi	1.00	Basidiomycota	0.95	Agaricomycetes	0.95	Thelephorales	0.40	Thelephoraceae	0.40	Thelephora	0.40	Thelephora_terrestris	0.40
KC178688		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Aspergillus	0.90	Aspergillus_elegans	0.42
AF444633		Fungi	1.00	Basidiomycota	1.00	Microbotryomycetes	1.00	Microbotryomycetes_ord_Incertae_sedis_Colacogloeaceae	1.00	Colacogloeaceae	1.00	Colacogloea	1.00	Colacogloea_foliorum	1.00
LN794642		Fungi	1.00	Basidiomycota	0.73	Agaricomycetes	0.64	Agaricales	0.27	Polyporaceae	0.09	Trametes	0.09	Trametes_cubensis	0.09
MG490190		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Xylariales	1.00	Hypoxylaceae	0.99	Hypoxylon	0.96	Hypoxylon_rubiginosum	0.93
MN335214		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.53	Mycosphaerellales	0.18	Mycosphaerellaceae	0.17	Massaria	0.17	Massaria_mediterranea	0.13
UDB035220		Fungi	1.00	Ascomycota	0.88	Sordariomycetes	0.39	Pezizales	0.14	Pyronemataceae	0.14	Monascella	0.12	Monascella_botryosa	0.12
MK861080		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.99	Hypocreales	0.99	Hypocreales_fam_Incertae_sedis_Kaskaskia	0.59	Kaskaskia	0.59	Kaskaskia_gleditsiae	0.59
UDB035222		Fungi	1.00	Ascomycota	0.97	Pezizomycetes	0.53	Pezizales	0.53	Pyronemataceae	0.48	Tricharina	0.46	Tricharina_hiemalis	0.34
KU257734		Fungi	1.00	Ascomycota	0.97	Leotiomycetes	0.54	Helotiales	0.49	Dermateaceae	0.46	Pezicula	0.45	Pezicula_corticola	0.33
UDB035223		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	0.97	Apiosporaceae	0.95	Apiospora	0.95	Apiospora_aurea	0.78
MN335217		Fungi	1.00	Ascomycota	0.97	Dothideomycetes	0.61	Pleosporales	0.30	Massariaceae	0.27	Massaria	0.27	Massaria_mediterranea	0.19
KU257735		Fungi	1.00	Ascomycota	0.97	Dothideomycetes	0.45	Mycosphaerellales	0.31	Mycosphaerellaceae	0.31	Cercospora	0.31	Cercospora_ligustrina	0.31
UDB035224		Fungi	1.00	Ascomycota	0.84	Sordariomycetes	0.32	Pezizales	0.25	Pyronemataceae	0.17	Tricharina	0.11	Tricharina_praecox	0.06
KY271791		Fungi	1.00	Ascomycota	0.54	Agaricomycetes	0.21	Saccharomycetales	0.18	Tuberaceae	0.10	Tuber	0.10	Tuber_borchii	0.10
KX538747		Fungi	1.00	Ascomycota	0.98	Eurotiomycetes	0.80	Onygenales	0.32	Arthrodermataceae	0.25	Arthroderma	0.22	Epibryon_interlamellare	0.16
HM046917		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Corticiales	0.75	Vuilleminiaceae	0.75	Vuilleminia	0.75	Vuilleminia_pseudocystidiata	0.44
KT221061		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Coronophorales	1.00	Ceratostomataceae	1.00	Harzia	1.00	Harzia_macrospora	0.71
UDB035225		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Cantharellales	1.00	Hydnaceae	1.00	Sistotrema	1.00	Sistotrema_brinkmannii	1.00
HQ533008		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	1.00	Thelebolales	0.97	Pseudeurotiaceae	0.72	Pseudeurotium	0.72	Pseudeurotium_hygrophilum	0.72
MN250197		Fungi	1.00	Basidiomycota	0.89	Agaricomycetes	0.89	Hymenochaetales	0.32	Hymenochaetaceae	0.29	Phellinus	0.22	Phellinus_overholtsii	0.07
UDB035226		Fungi	1.00	Ascomycota	1.00	Leotiomycetes	1.00	Helotiales	1.00	Rutstroemiaceae	1.00	Lambertella	1.00	Lambertella_subrenispora	1.00
KT217548		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Hymenogastraceae	1.00	Hebeloma	0.99	Hebeloma_brunneifolium	0.46
MN250198		Fungi	1.00	Basidiomycota	0.90	Agaricomycetes	0.87	Agaricales	0.26	Boletaceae	0.19	Boletus	0.19	Boletus_reticulatus	0.19
KU519027		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.99	Agaricaceae	0.99	Tulostoma	0.78	Tulostoma_brumale	0.78
MN250199		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Boletales	1.00	Boletaceae	1.00	Boletus	1.00	Boletus_reticulatus	1.00
MK394171		Fungi	1.00	Ascomycota	1.00	Saccharomycetes	1.00	Saccharomycetales	1.00	Saccharomycetales_fam_Incertae_sedis_Yarrowia	1.00	Yarrowia	1.00	Yarrowia_deformans	0.98
KF730739		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Glomerellales	1.00	Reticulascaceae	1.00	Sporoschismopsis	1.00	Sporoschismopsis_angustata	1.00
UDB035229		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricomycetes_ord_Incertae_sedis_Akenomyces	1.00	Agaricomycetes_fam_Incertae_sedis_Akenomyces	1.00	Akenomyces	1.00	Akenomyces_costatus	1.00
MG735354		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	1.00	Fomitopsidaceae	1.00	Fomitopsis	1.00	Fomitopsis_officinalis	1.00
KX789212		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Chaetothyriales	1.00	Herpotrichiellaceae	1.00	Minimelanolocus	1.00	Minimelanolocus_submersus	1.00
GU826096		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Gnomoniaceae	1.00	Cryptosporella	1.00	Cryptosporella_alni-rubrae	0.99
GU826097		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Gnomoniaceae	1.00	Cryptosporella	1.00	Cryptosporella_alni-rubrae	0.90
FJ172294		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Xylariales	1.00	Xylariaceae	1.00	Coniolariella	1.00	Coniolariella_hispanica	1.00
KX789213		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.67	Glomerellales	0.45	Glomerellaceae	0.43	Colletotrichum	0.43	Chaetopsis_grisea	0.32
KX789214		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Torulaceae	1.00	Dendryphion	1.00	Dendryphion_europaeum	1.00
GU237901		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Didymellaceae	1.00	Didymella	1.00	Didymella_exigua	1.00
FJ852597		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Corynesporascaceae	1.00	Corynespora	1.00	Corynespora_torulosa	1.00
GQ913385		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Physalacriaceae	1.00	Mucidula	1.00	Mucidula_mucida	1.00
MT934870		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.93	Physalacriaceae	0.46	Armillaria	0.23	Flammulina_filiformis	0.11
MK340501		Fungi	1.00	Ascomycota	0.96	Eurotiomycetes	0.91	Onygenales	0.68	Onygenaceae	0.58	Malbranchea	0.53	Malbranchea_compacta	0.29
MT385951		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Diaporthaceae	1.00	Diaporthe	0.88	Diaporthe_citrichinensis	0.86
MH468765		Fungi	1.00	Ascomycota	0.55	Saccharomycetes	0.50	Saccharomycetales	0.50	Saccharomycetaceae	0.30	Saccharomyces	0.25	Saccharomyces_cerevisiae	0.25
AB594789		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	1.00	Sporocadaceae	1.00	Discosia	1.00	Discosia_yakushimensis	1.00
MK070897		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	1.00	Apiosporaceae	1.00	Apiospora	1.00	Apiospora_pseudospegazzinii	1.00
MT385952		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Diaporthaceae	1.00	Diaporthe	0.99	Diaporthe_citrichinensis	0.74
MG137066		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	1.00	Polyporales_fam_Incertae_sedis_Cyanosporus	1.00	Cyanosporus	1.00	Cyanosporus_cyanescens	1.00
EF669994		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Aspergillus	1.00	Aspergillus_fumigatus	0.87
MK340504		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Onygenales	1.00	Arthrodermataceae	1.00	Ctenomyces	1.00	Ctenomyces_serratus	0.75
MT385953		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Diaporthales	1.00	Diaporthaceae	1.00	Diaporthe	1.00	Diaporthe_citrichinensis	0.90
MG255826		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	0.81	Meruliaceae	0.63	Physisporinus	0.56	Physisporinus_vitreus	0.56
GU237907		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Didymellaceae	1.00	Didymella	1.00	Didymella_exigua	1.00
MH475306		Fungi	1.00	Basidiomycota	0.87	Agaricomycetes	0.84	Polyporales	0.72	Steccherinaceae	0.54	Steccherinum	0.32	Steccherinum_bourdotii	0.30
KT361630		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	1.00	Polyporaceae	0.67	Dichomitus	0.53	Dichomitus_squalens	0.53
MG137067		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	1.00	Polyporales_fam_Incertae_sedis_Cyanosporus	1.00	Cyanosporus	1.00	Cyanosporus_cyanescens	1.00
KY092413		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.92	Tubeufiales	0.80	Tubeufiaceae	0.80	Helicomyces	0.35	Helicomyces_roseus	0.35
KT361631		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	0.98	Polyporaceae	0.88	Perenniporia	0.59	Perenniporia_subacida	0.52
MG952265		Fungi	1.00	Basidiomycota	0.97	Agaricomycetes	0.96	Agaricales	0.90	Psathyrellaceae	0.45	Coprinopsis	0.17	Tulosesus_pallidus	0.14
EF669997		Fungi	1.00	Ascomycota	1.00	Eurotiomycetes	1.00	Eurotiales	1.00	Aspergillaceae	1.00	Aspergillus	1.00	Aspergillus_fumigatus	0.92
MT934876		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	0.98	Cortinariaceae	0.32	Calonarius	0.32	Calonarius_piceae	0.32
HQ331450		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Clavicipitaceae	1.00	Metarhizium	1.00	Metarhizium_anisopliae	1.00
MH862857		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Hypocreaceae	1.00	Hypomyces	1.00	Hypomyces_xyloboli	1.00
KY092415		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	0.99	Tubeufiales	0.99	Tubeufiaceae	0.99	Helicomyces	0.38	Helicomyces_roseus	0.38
KT361634		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Hymenochaetales	1.00	Schizoporaceae	1.00	Hyphodontia	0.98	Hyphodontia_quercina	0.98
MZ661772		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Mycenaceae	0.93	Mycena	0.80	Mycena_citrinomarginata	0.39
HQ153409		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Polyporales	0.97	Meruliaceae	0.53	Phlebia	0.52	Phlebia_tremellosa	0.30
JQ915111		Fungi	1.00	Basidiomycota	0.65	Agaricomycetes	0.47	Agaricales	0.26	Trichosporonaceae	0.14	Apiotrichum	0.10	Apiotrichum_gracile	0.07
KY092417		Fungi	1.00	Ascomycota	0.99	Dothideomycetes	0.47	Tubeufiales	0.37	Tubeufiaceae	0.37	Helicomyces	0.30	Helicomyces_roseus	0.30
KF154253		Fungi	1.00	Basidiomycota	0.58	Agaricomycetes	0.50	Agaricales	0.23	Hymenochaetaceae	0.09	Clitopilopsis	0.08	Clitopilopsis_albida	0.08
MT085710		Fungi	1.00	Ascomycota	0.60	Saccharomycetes	0.54	Saccharomycetales	0.54	Saccharomycodaceae	0.23	Hanseniaspora	0.17	Hanseniaspora_uvarum	0.09
KY984321		Fungi	1.00	Ascomycota	1.00	Dothideomycetes	1.00	Pleosporales	1.00	Massarinaceae	0.86	Helminthosporium	0.75	Helminthosporium_solani	0.75
MT085711		Fungi	1.00	Ascomycota	0.46	Saccharomycetes	0.39	Saccharomycetales	0.39	Mucoraceae	0.15	Nakazawaea	0.08	Pilobolus_umbonatus	0.05
JX000110		Fungi	1.00	Ascomycota	0.98	Eurotiomycetes	0.66	Chaetothyriales	0.63	Herpotrichiellaceae	0.57	Exophiala	0.29	Capronia_mansonii	0.17
KY283083		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	0.71	Xylariales	0.31	Diatrypaceae	0.26	Eutypella	0.21	Eutypella_tamaricis	0.21
AY677290		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Nectriaceae	1.00	Dactylonectria	1.00	Dactylonectria_macrodidyma	1.00
KY283084		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Xylariales	1.00	Diatrypaceae	1.00	Diatrypella	1.00	Diatrypella_heveae	0.99
AY677291		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Nectriaceae	1.00	Ilyonectria	1.00	Ilyonectria_liriodendri	1.00
KT275194		Fungi	1.00	Basidiomycota	0.99	Agaricomycetes	0.99	Agaricales	0.94	Omphalotaceae	0.25	Calyptella	0.23	Calyptella_capula	0.23
HQ331456		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Clavicipitaceae	1.00	Metarhizium	1.00	Metarhizium_anisopliae	1.00
KF717575		Fungi	1.00	Ascomycota	0.69	Sordariomycetes	0.34	Pleosporales	0.10	Mortierellaceae	0.06	Podila	0.06	Podila_humilis	0.06
KF717576		Fungi	1.00	Ascomycota	0.78	Sordariomycetes	0.37	Pezizales	0.16	Pyronemataceae	0.11	Colletotrichum	0.10	Lamprospora_wrightii	0.05
KF717577		Fungi	1.00	Basidiomycota	0.55	Agaricomycetes	0.37	Saccharomycetales	0.28	Saccharomycetaceae	0.20	Saccharomyces	0.16	Saccharomyces_cerevisiae	0.16
HQ331458		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Clavicipitaceae	0.96	Metarhizium	0.95	Metarhizium_anisopliae	0.95
AB472595		Fungi	1.00	Basidiomycota	0.87	Agaricomycetes	0.78	Polyporales	0.30	Hymenochaetaceae	0.11	Hericium	0.09	Hericium_yumthangense	0.09
HQ331459		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	0.99	Clavicipitaceae	0.97	Metarhizium	0.97	Metarhizium_anisopliae	0.97
AY677294		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Nectriaceae	1.00	Thelonectria	1.00	Thelonectria_olida	1.00
MW240643		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	1.00	Sporocadaceae	1.00	Seiridium	0.97	Seiridium_phylicae	0.82
DQ112633		Fungi	1.00	Basidiomycota	1.00	Agaricomycetes	1.00	Agaricales	1.00	Lycoperdaceae	1.00	Lycoperdon	0.97	Lycoperdon_utriforme	0.93
AF389191		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Hypocreales	1.00	Ophiocordycipitaceae	1.00	Tolypocladium	1.00	Tolypocladium_album	1.00
MW240644		Fungi	1.00	Ascomycota	1.00	Sordariomycetes	1.00	Amphisphaeriales	0.69	Apiosporaceae	0.26	Apiospora	0.26	Apiospora_pseudospegazzinii	0.26
