ID	class	order	family	Prob_class	Prob_order	Prob_family
FBLMU637-09	Insecta	Lepidoptera	unk	1	1	0.8763000000000001
GBLGC299-12	Insecta	Lepidoptera	Noctuidae	1	1	0.49019999999999997
IBLPC264-09	Insecta	Lepidoptera	unk	1	1	0.9497000000000001
FBLMU726-09	Insecta	Lepidoptera	unk	1	1	1
ODOPE773-11	Insecta	Lepidoptera	Pyralidae	1	1	0.997
GWOTD473-12	Insecta	Lepidoptera	unk	1	1	0.7840999999999999
GBLAA1408-15	Insecta	Lepidoptera	unk	1	1	0.8324
GBLAB1462-14	Insecta	Lepidoptera	unk	1	1	0.9658
ODOPE938-11	Insecta	Lepidoptera	Pyralidae	1	1	0.997
GBLAB053-13	Insecta	Lepidoptera	unk	1	1	0.6850999999999999
GBLAD118-14	Insecta	Lepidoptera	unk	1	1	0.9245
FBLMS473-09	Insecta	Lepidoptera	unk	1	1	0.6727
FBLMW939-10	Insecta	Lepidoptera	unk	1	1	0.9174
FBLMU234-09	Insecta	Lepidoptera	unk	1	1	0.9273
GWORU417-10	Insecta	Lepidoptera	unk	1	1	0.9275
GBLAF589-14	Insecta	Lepidoptera	unk	1	1	0.7655
FBLMT800-09	Insecta	Lepidoptera	Crambidae	1	1	0.7037
GBLAF515-14	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
FBLMU558-09	Insecta	Lepidoptera	unk	1	1	0.7224999999999999
GWORU294-10	Insecta	Lepidoptera	unk	1	1	0.6269
ODOPE035-11	Insecta	Lepidoptera	Momphidae	1	1	0.7639
ODOPE624-11	Insecta	Lepidoptera	unk	1	1	0.8849
GWORL643-09	Insecta	Lepidoptera	unk	1	1	0.7978
FBLMT396-09	Insecta	Lepidoptera	unk	1	1	0.8156000000000001
GWOSA820-10	Insecta	Lepidoptera	unk	1	1	0.8107000000000001
GWORM022-09	Insecta	Lepidoptera	unk	1	1	0.8104
GWORU438-10	Insecta	Lepidoptera	unk	1	1	0.8931
FBLMZ099-12	Insecta	Lepidoptera	Pyralidae	1	1	0.997
FGMLA433-12	Insecta	Lepidoptera	unk	1	1	0.6043
GBLAF210-14	Insecta	Lepidoptera	unk	1	1	0.5909
GBLAC010-13	Insecta	Lepidoptera	unk	1	1	0.9167000000000001
GWOR3932-09	Insecta	Lepidoptera	unk	1	1	0.9149
FBLMV934-09	Insecta	Lepidoptera	Gelechiidae	1	1	0.9587000000000001
FBLMT512-09	Insecta	Lepidoptera	Pyralidae	1	1	0.694
GWORQ464-10	Insecta	Lepidoptera	unk	1	1	0.812
ODOPE489-11	Insecta	Lepidoptera	unk	1	1	0.7182
FBLMW950-10	Insecta	Lepidoptera	Pyralidae	1	1	0.694
GWORU534-10	Insecta	Lepidoptera	unk	1	1	0.7811999999999999
GWOSR438-11	Insecta	Lepidoptera	unk	1	1	0.9368000000000001
GWORO350-09	Insecta	Lepidoptera	unk	1	1	0.812
FBLMV233-09	Insecta	Lepidoptera	Noctuidae	1	1	0.5824999999999999
GBLGC120-12	Insecta	Lepidoptera	unk	1	1	0.7487
FBLMV797-09	Insecta	Lepidoptera	Pyralidae	1	1	0.9647
GWORO763-09	Insecta	Lepidoptera	unk	1	1	0.8004
GBLAB074-13	Insecta	Lepidoptera	unk	1	1	0.8594
AMTPC241-15	Insecta	Lepidoptera	unk	1	1	0.8333
ODOPE315-11	Insecta	Lepidoptera	unk	1	1	0.7951999999999999
GWORL651-09	Insecta	Lepidoptera	unk	1	1	0.8243
FBLMT893-09	Insecta	Lepidoptera	unk	1	1	0.6207
FBLMT405-09	Insecta	Lepidoptera	unk	1	1	0.5226000000000001
FBLMT567-09	Insecta	Lepidoptera	unk	1	1	0.9420000000000001
GWOSA731-10	Insecta	Lepidoptera	unk	1	1	0.7162
GWOSK782-11	Insecta	Lepidoptera	Hesperiidae	1	1	0.6409
GWORA2435-09	Insecta	Lepidoptera	Papilionidae	1	1	0.6820999999999999
FBLMW129-10	Insecta	Lepidoptera	unk	1	1	0.7538
GWORL287-09	Insecta	Lepidoptera	Nymphalidae	1	1	0.9489000000000001
FBLMW320-10	Insecta	Lepidoptera	Hesperiidae	1	1	0.6409
ODOPE747-11	Insecta	Lepidoptera	unk	1	1	0.7719
GWOSK875-11	Insecta	Lepidoptera	Crambidae	1	1	0.7742
ODOPE389-11	Insecta	Lepidoptera	unk	1	1	0.561
GWORO787-09	Insecta	Lepidoptera	Lycaenidae	1	1	0.7399
FBLMU447-09	Insecta	Lepidoptera	unk	1	1	0.6207
GWORA2470-09	Insecta	Lepidoptera	Lycaenidae	1	1	0.6739999999999999
EULEP6197-20	Insecta	Lepidoptera	Lycaenidae	1	1	0.8665
AMTPC221-15	Insecta	Lepidoptera	Lycaenidae	1	1	0.9981
EULEP5189-17	Insecta	Lepidoptera	Nymphalidae	1	1	0.6474
FBLMS447-09	Insecta	Lepidoptera	unk	1	1	0.8698000000000001
GWOTF692-12	Insecta	Lepidoptera	Nymphalidae	1	1	0.919
FBLMU443-09	Insecta	Lepidoptera	Nymphalidae	1	1	0.997
GWOSK799-11	Insecta	Lepidoptera	Lycaenidae	1	1	0.8038000000000001
GWOTL177-13	Insecta	Lepidoptera	Nymphalidae	1	1	0.997
GWOSA775-10	Insecta	Lepidoptera	Nymphalidae	1	1	0.8039000000000001
FBLMV721-09	Insecta	Lepidoptera	Nymphalidae	1	1	0.5867
GBLAB169-13	Insecta	Lepidoptera	Nymphalidae	1	1	0.997
AMTPC264-15	Insecta	Lepidoptera	Nymphalidae	1	1	0.997
GBLAC369-13	Insecta	Lepidoptera	Nymphalidae	1	1	0.7158
FBLMW273-10	Insecta	Lepidoptera	unk	1	1	0.9014
GWOTF679-12	Insecta	Lepidoptera	Nymphalidae	1	1	0.5615
GWOSK795-11	Insecta	Lepidoptera	unk	1	1	0.7719
GWOTI428-12	Insecta	Lepidoptera	Geometridae	1	1	0.45380000000000004
LEFIJ1428-12	Insecta	Lepidoptera	unk	1	1	0.8449000000000001
GWOSA736-10	Insecta	Lepidoptera	Nymphalidae	1	1	0.905
GWORK563-09	Insecta	Lepidoptera	Nymphalidae	1	1	0.997
AMTPC044-15	Insecta	Lepidoptera	unk	1	1	0.7389
GWORU087-10	Insecta	Lepidoptera	unk	1	1	0.534
AMTPC265-15	Insecta	Lepidoptera	Nymphalidae	1	1	0.9757
FBLMZ306-12	Insecta	Lepidoptera	unk	1	1	0.989
GWORU536-10	Insecta	Lepidoptera	unk	1	1	0.6396000000000001
GWORK566-09	Insecta	Lepidoptera	unk	1	1	0.5731
EULEP6194-20	Insecta	Lepidoptera	Lycaenidae	1	1	0.6342
GBLAB1576-14	Insecta	Lepidoptera	Gelechiidae	1	1	0.9552
GWOSA774-10	Insecta	Lepidoptera	unk	1	1	0.7719
FBLMS073-09	Insecta	Lepidoptera	Crambidae	1	1	0.8087000000000001
GWOSK863-11	Insecta	Lepidoptera	Nymphalidae	1	1	0.5867
ODOPE623-11	Insecta	Lepidoptera	Crambidae	1	1	0.7053999999999999
GWORL401-09	Insecta	Lepidoptera	Nymphalidae	1	1	0.997
GWORO775-09	Insecta	Lepidoptera	unk	1	1	0.6475
FBLMU463-09	Insecta	Lepidoptera	unk	1	1	0.7162
FBLMU109-09	Insecta	Lepidoptera	unk	1	1	0.7162
FBLMW382-10	Insecta	Lepidoptera	unk	1	1	0.8243
EULEP620-15	Insecta	Lepidoptera	Lycaenidae	1	1	0.8290000000000001
GBLAC276-13	Insecta	Lepidoptera	unk	1	1	0.7072999999999999
GBLAB147-13	Insecta	Lepidoptera	Nymphalidae	1	1	0.6064999999999999
GBLAD164-14	Insecta	Lepidoptera	Nymphalidae	1	1	0.931
GWOTF288-12	Insecta	Lepidoptera	unk	1	1	0.7491
GWORM021-09	Insecta	Lepidoptera	unk	1	1	0.9355
FBLMX197-11	Insecta	Lepidoptera	Nymphalidae	1	1	0.9447000000000001
GWORA2488-09	Insecta	Lepidoptera	Hesperiidae	1	1	0.7814999999999999
GWORA2878-15	Insecta	Lepidoptera	Nymphalidae	1	1	0.537
GWOSA729-10	Insecta	Lepidoptera	unk	1	1	0.9653999999999999
GWORL660-09	Insecta	Lepidoptera	Crambidae	1	1	0.6969
GWOSK865-11	Insecta	Lepidoptera	Lycaenidae	1	1	0.9083
EULEP4999-16	Insecta	Lepidoptera	Nymphalidae	1	1	0.9486000000000001
GWORO312-09	Insecta	Lepidoptera	unk	1	1	0.7779
GWOTD806-12	Insecta	Lepidoptera	unk	1	1	0.8496000000000001
LEEUA635-11	Insecta	Lepidoptera	unk	1	1	0.6861999999999999
GBLAB796-13	Insecta	Lepidoptera	unk	1	1	0.8449000000000001
GBLAC301-13	Insecta	Lepidoptera	Pieridae	1	1	0.5556000000000001
GWORA2430-09	Insecta	Lepidoptera	unk	1	1	0.9603999999999999
GWOSM057-11	Insecta	Lepidoptera	unk	1	1	0.8470000000000001
ODOPE401-11	Insecta	Lepidoptera	unk	1	1	0.9014
GBLAB077-13	Insecta	Lepidoptera	unk	1	1	0.9123
GWORU413-10	Insecta	Lepidoptera	unk	1	1	0.8462000000000001
GBLAB774-13	Insecta	Lepidoptera	Nymphalidae	1	1	0.997
FBLMT892-09	Insecta	Lepidoptera	unk	1	1	0.8293
GWOSC945-10	Insecta	Lepidoptera	unk	1	1	0.8187000000000001
LEFIL546-10	Insecta	Lepidoptera	unk	1	0.9928	0.5552
GBLAF454-14	Insecta	Lepidoptera	Notodontidae	1	1	0.8323
GWORR406-10	Insecta	Lepidoptera	unk	1	1	0.5202
EULEP6195-20	Insecta	Lepidoptera	unk	1	1	0.9654999999999999
GWOTH905-12	Insecta	Lepidoptera	unk	1	1	0.7625
GWOR3923-09	Insecta	Lepidoptera	unk	1	1	0.7021999999999999
GBLAC203-13	Insecta	Lepidoptera	Sphingidae	1	1	0.7912999999999999
FBLMX239-11	Insecta	Lepidoptera	unk	1	1	0.977
GBLAB732-13	Insecta	Lepidoptera	Noctuidae	1	1	0.6727
GBLAF846-14	Insecta	Lepidoptera	unk	1	1	0.5704
GBLAD946-14	Insecta	Lepidoptera	unk	1	1	0.9763
GMGRC2915-13	Insecta	Lepidoptera	unk	1	1	0.9999
FGMLA016-12	Insecta	Lepidoptera	unk	1	1	0.9608
GWOTI877-12	Insecta	Lepidoptera	unk	1	1	0.9311
GBLAA879-14	Insecta	Lepidoptera	Sphingidae	1	1	0.5581
GMGMV2363-20	Insecta	Lepidoptera	unk	1	1	0.8605
GWORE2218-09	Insecta	Lepidoptera	unk	1	1	0.9354
GBMNB43095-20	Insecta	Lepidoptera	unk	1	1	0.8032
GWORU298-10	Insecta	Lepidoptera	unk	1	1	0.8324
GWOSI557-10	Insecta	Lepidoptera	Lycaenidae	1	1	0.6739999999999999
FBLMT806-09	Insecta	Lepidoptera	unk	1	1	0.8379000000000001
FBLMS004-09	Insecta	Lepidoptera	unk	1	1	0.9773
GWOTH874-12	Insecta	Lepidoptera	unk	1	1	0.6920999999999999
GWOR4182-09	Insecta	Lepidoptera	Drepanidae	1	1	0.5767000000000001
GWORK491-09	Insecta	Lepidoptera	unk	1	1	0.8116000000000001
FBLMS062-09	Insecta	Lepidoptera	unk	1	1	0.9312
GWOSN582-11	Insecta	Lepidoptera	Noctuidae	1	1	0.7767000000000001
FBLMX134-11	Insecta	Lepidoptera	unk	1	1	0.76
ODOPE692-11	Insecta	Lepidoptera	Notodontidae	1	1	0.8317000000000001
FBLMV258-09	Insecta	Lepidoptera	unk	1	1	0.8036000000000001
GBLGC337-12	Insecta	Lepidoptera	unk	1	1	0.8268000000000001
FBLMU575-09	Insecta	Lepidoptera	Gelechiidae	1	1	0.8702000000000001
GWORP452-09	Insecta	Lepidoptera	unk	1	1	0.9802
GWOSR458-11	Insecta	Lepidoptera	unk	1	1	0.5713
GBLAC364-13	Insecta	Lepidoptera	Geometridae	1	1	0.4557
GBLAF379-14	Insecta	Lepidoptera	Drepanidae	1	1	0.8574
GWORL686-09	Insecta	Lepidoptera	unk	1	1	0.6466000000000001
FBLMU936-09	Insecta	Lepidoptera	unk	1	1	0.6442
FBLMT534-09	Insecta	Lepidoptera	Gelechiidae	1	1	0.9634999999999999
FGMLB284-13	Insecta	Lepidoptera	Crambidae	1	1	0.622
FBLMT781-09	Insecta	Lepidoptera	unk	1	1	0.4946
GBLAC773-13	Insecta	Lepidoptera	unk	1	1	0.6989
GWOSP929-11	Insecta	Lepidoptera	unk	1	1	0.6011
FBLMV439-09	Insecta	Lepidoptera	Geometridae	1	1	0.9956
GWOR4215-09	Insecta	Lepidoptera	unk	1	1	0.6522
GBLAB846-13	Insecta	Lepidoptera	Geometridae	1	1	0.8190000000000001
GWOTH865-12	Insecta	Lepidoptera	Geometridae	1	1	0.7418
GBLAB080-13	Insecta	Lepidoptera	unk	1	1	0.9008
FBLMW579-10	Insecta	Lepidoptera	unk	1	1	0.705
FBLMX172-11	Insecta	Lepidoptera	Noctuidae	1	1	0.6727
GWOTF289-12	Insecta	Lepidoptera	unk	1	1	0.659
GBLAB319-13	Insecta	Lepidoptera	unk	1	1	0.6207
GWORM214-09	Insecta	Lepidoptera	unk	1	1	0.9227000000000001
GWORU340-10	Insecta	Lepidoptera	unk	1	1	0.7474999999999999
FBLMS472-09	Insecta	Lepidoptera	unk	1	1	0.6261
GWOSP875-11	Insecta	Lepidoptera	Geometridae	1	1	0.7986
FBLMV244-09	Insecta	Lepidoptera	unk	1	1	0.7021999999999999
FBLMZ204-12	Insecta	Lepidoptera	Geometridae	1	1	0.656
GWOSI010-10	Insecta	Lepidoptera	unk	1	1	0.8077000000000001
GWORD1113-08	Insecta	Lepidoptera	unk	1	1	0.6861999999999999
FBLMV280-09	Insecta	Lepidoptera	unk	1	1	0.8044
FGMLG517-16	Insecta	Lepidoptera	unk	1	1	0.6388
GBLAF529-14	Insecta	Lepidoptera	unk	1	1	0.6422
FBLMX171-11	Insecta	Lepidoptera	Noctuidae	1	1	0.8174
GWOTI465-12	Insecta	Lepidoptera	unk	1	1	0.8660000000000001
PHLAH182-12	Insecta	Lepidoptera	Depressariidae	1	1	0.9974
GWORA2101-09	Insecta	Lepidoptera	unk	1	1	0.9688
FBLMZ183-12	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GMGML1192-14	Insecta	Lepidoptera	Tortricidae	1	1	0.7257
GWORM142-09	Insecta	Lepidoptera	Geometridae	1	1	0.633
GBLAD093-14	Insecta	Lepidoptera	Papilionidae	1	1	0.9962
GBLAC359-13	Insecta	Lepidoptera	Geometridae	1	1	0.9956
GBLGC242-12	Insecta	Lepidoptera	Geometridae	1	1	0.8505
GBLAD402-14	Insecta	Lepidoptera	Geometridae	1	1	0.9956
FGMLG154-15	Insecta	Lepidoptera	unk	1	1	0.5788000000000001
GWOSM188-11	Insecta	Lepidoptera	unk	1	1	0.7242999999999999
GBLAB263-13	Insecta	Lepidoptera	unk	1	1	0.5477000000000001
GWOSA637-10	Insecta	Lepidoptera	Geometridae	1	1	0.9956
FBLMZ541-12	Insecta	Lepidoptera	unk	1	1	0.9198000000000001
GWORA989-08	Insecta	Lepidoptera	Geometridae	1	1	0.8746000000000002
ODOPE710-11	Insecta	Lepidoptera	unk	1	1	0.8373
ODOPE711-11	Insecta	Lepidoptera	unk	1	1	0.8004
GWORA2903-15	Insecta	Lepidoptera	unk	1	1	0.8739000000000001
GBLAD198-14	Insecta	Lepidoptera	Noctuidae	1	1	0.7257
GWORK612-09	Insecta	Lepidoptera	Geometridae	1	1	0.9956
GWOTD469-12	Insecta	Lepidoptera	unk	1	1	0.923
GWORC1514-08	Insecta	Lepidoptera	Geometridae	1	1	0.9956
GMGMG482-14	Insecta	Lepidoptera	Depressariidae	1	1	0.7311
GWOSP902-11	Insecta	Lepidoptera	Geometridae	1	1	0.607
GBLAF371-14	Insecta	Lepidoptera	Noctuidae	1	1	0.9404
GWOSK926-11	Insecta	Lepidoptera	Geometridae	1	1	0.9956
GWOTH305-12	Insecta	Lepidoptera	Geometridae	1	1	0.8178000000000001
GWORK429-09	Insecta	Lepidoptera	unk	1	1	0.6351
GBLAF241-14	Insecta	Lepidoptera	unk	1	1	0.6084999999999999
GBLGC105-12	Insecta	Lepidoptera	Geometridae	1	1	0.9956
GWOTI441-12	Insecta	Lepidoptera	unk	1	1	0.9941
GWORU288-10	Insecta	Lepidoptera	unk	1	1	0.8245
FBLMU706-09	Insecta	Lepidoptera	Depressariidae	1	1	0.9974
GWOSI790-10	Insecta	Lepidoptera	Papilionidae	1	1	0.9962
GWOSD789-10	Insecta	Lepidoptera	Geometridae	1	1	0.9956
AMTPC235-15	Insecta	Lepidoptera	unk	1	1	0.8626000000000001
GWOSU277-11	Insecta	Lepidoptera	Geometridae	1	1	0.9956
GWOTK462-12	Insecta	Lepidoptera	Noctuidae	1	1	0.7382
GBLAC242-13	Insecta	Lepidoptera	unk	1	1	0.8163
FBLMV219-09	Insecta	Lepidoptera	unk	1	1	0.7888
GBLAB692-13	Insecta	Lepidoptera	unk	1	1	0.8323
GBLAC485-13	Insecta	Lepidoptera	unk	1	1	0.606
FBLMV034-09	Insecta	Lepidoptera	unk	1	1	0.6221
GBLAB1547-14	Insecta	Lepidoptera	unk	1	1	0.7117
AMTPC316-15	Insecta	Lepidoptera	Geometridae	1	1	0.6772999999999999
GWORA2583-09	Insecta	Lepidoptera	Geometridae	1	1	0.9956
GBLAA1101-15	Insecta	Lepidoptera	unk	1	1	0.521
GWORU364-10	Insecta	Lepidoptera	unk	1	1	0.7239
GWORB2992-08	Insecta	Lepidoptera	unk	1	1	0.5097
GBLAA2018-15	Insecta	Lepidoptera	Noctuidae	1	1	0.9362
GWOSD766-10	Insecta	Lepidoptera	unk	1	1	0.7592
GBLAC1034-13	Insecta	Lepidoptera	Geometridae	1	1	0.8746000000000002
GWOSK764-11	Insecta	Lepidoptera	unk	1	1	1
GBLGC220-12	Insecta	Lepidoptera	Drepanidae	1	1	0.8574
GWOSM038-11	Insecta	Lepidoptera	unk	1	1	0.6911999999999999
FBLMT724-09	Insecta	Lepidoptera	unk	1	1	0.5511
GBLAA1151-15	Insecta	Lepidoptera	unk	1	1	0.5627000000000001
FBLMU192-09	Insecta	Lepidoptera	Tortricidae	1	1	0.7947
GWOTI447-12	Insecta	Lepidoptera	unk	1	1	0.8161
GWORB2995-08	Insecta	Lepidoptera	Geometridae	1	1	0.5690000000000001
GWOSC402-10	Insecta	Lepidoptera	Geometridae	1	1	0.9956
FBLMV144-09	Insecta	Lepidoptera	Noctuidae	1	1	0.7177
GWOSI840-10	Insecta	Lepidoptera	Sphingidae	1	1	0.47230000000000005
GWOSF932-10	Insecta	Lepidoptera	Geometridae	1	1	0.6495
GWORM092-09	Insecta	Lepidoptera	Geometridae	1	1	0.7774
GWOSY006-11	Insecta	Lepidoptera	unk	1	1	0.6781999999999999
GBLAB624-13	Insecta	Lepidoptera	unk	1	1	0.8436000000000001
GBLAB695-13	Insecta	Lepidoptera	unk	1	1	0.8507000000000001
GWOTK536-12	Insecta	Lepidoptera	unk	1	1	0.7517
GBLAA2288-15	Insecta	Lepidoptera	unk	1	1	0.8204
GBLAF516-14	Insecta	Lepidoptera	unk	1	1	0.8345
FBLMX158-11	Insecta	Lepidoptera	unk	1	1	0.6684999999999999
GBLAF317-14	Insecta	Lepidoptera	unk	1	1	0.7041
FBLMU692-09	Insecta	Lepidoptera	Oecophoridae	1	1	0.8726000000000002
GWORL685-09	Insecta	Lepidoptera	unk	1	1	0.5636000000000001
FBLMW918-10	Insecta	Lepidoptera	Crambidae	1	1	0.7535
GBLAF439-14	Insecta	Lepidoptera	unk	1	1	0.7998
GWOTI446-12	Insecta	Lepidoptera	unk	1	1	0.7707
GBLAA2799-15	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GWORL455-09	Insecta	Lepidoptera	unk	1	1	0.99
FBLMT297-09	Insecta	Lepidoptera	Tortricidae	1	1	0.7273999999999999
GBLGC152-12	Insecta	Lepidoptera	Geometridae	1	1	0.7334999999999999
GBLAA1255-15	Insecta	Lepidoptera	Geometridae	1	1	0.9956
GWOSM004-11	Insecta	Lepidoptera	unk	1	1	0.7071
GBLAB183-13	Insecta	Lepidoptera	Notodontidae	1	1	0.5058
GWORD1123-08	Insecta	Lepidoptera	unk	1	1	0.5604
GWOTD215-12	Insecta	Lepidoptera	unk	1	1	0.9576000000000001
GWORK531-09	Insecta	Lepidoptera	unk	1	1	0.8594
GWORZ509-10	Insecta	Lepidoptera	Noctuidae	1	1	0.4999
GBLAA2498-15	Insecta	Lepidoptera	unk	1	1	0.5112
GWOSM062-11	Insecta	Lepidoptera	unk	1	1	0.7234999999999999
GWOSP918-11	Insecta	Lepidoptera	Geometridae	1	1	0.9956
FBLMW522-10	Insecta	Lepidoptera	unk	1	1	0.8912
GBLAB366-13	Insecta	Lepidoptera	unk	1	1	0.9149
GBLAB346-13	Insecta	Lepidoptera	Noctuidae	1	1	0.9318000000000001
GBLAA930-14	Insecta	Lepidoptera	unk	1	1	0.6351
GBLAF323-14	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GBLAF702-14	Insecta	Lepidoptera	unk	1	1	0.9123
GWORK223-09	Insecta	Lepidoptera	unk	1	1	0.5291
GWORL509-09	Insecta	Lepidoptera	Geometridae	1	1	0.9956
GWORP343-09	Insecta	Lepidoptera	Geometridae	1	1	0.9956
FBLMZ547-12	Insecta	Lepidoptera	unk	1	1	0.5659000000000001
GWOTD390-12	Insecta	Lepidoptera	unk	1	1	0.9178000000000001
GBLAA259-14	Insecta	Lepidoptera	unk	1	1	0.8025
GWOSC934-10	Insecta	Lepidoptera	Geometridae	1	1	0.9956
GBLAB711-13	Insecta	Lepidoptera	Noctuidae	1	1	0.7884999999999999
GWORZ529-10	Insecta	Lepidoptera	unk	1	1	0.4931
FBLMW187-10	Insecta	Lepidoptera	Depressariidae	1	1	0.7907
GWORO348-09	Insecta	Lepidoptera	unk	1	1	0.812
GWORC1540-08	Insecta	Lepidoptera	Geometridae	1	1	0.9956
GBLAB1603-14	Insecta	Lepidoptera	unk	1	1	0.8893
GWOSI793-10	Insecta	Lepidoptera	unk	1	1	0.9551000000000001
GBLAA2349-15	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
ODOPE705-11	Insecta	Lepidoptera	unk	1	1	0.8494
GWOTD1036-12	Insecta	Lepidoptera	Geometridae	1	1	0.9495
GWOR3906-09	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GWOTD1000-12	Insecta	Lepidoptera	Geometridae	1	1	0.9956
GBLAA2041-15	Insecta	Lepidoptera	unk	1	1	0.9289000000000001
GWORA981-08	Insecta	Lepidoptera	Geometridae	1	1	0.9826
GBLAC998-13	Insecta	Lepidoptera	Notodontidae	1	1	0.9969
GWOTH311-12	Insecta	Lepidoptera	Geometridae	1	1	0.9956
FBLMV395-09	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GWOSQ532-11	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GWOR4017-09	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GWOSA811-10	Insecta	Lepidoptera	unk	1	1	0.7888
GBLAB1461-14	Insecta	Lepidoptera	unk	1	1	0.6609999999999999
GBLAA1463-15	Insecta	Lepidoptera	Noctuidae	1	1	0.6768
GBLAB303-13	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
FBLMZ151-12	Insecta	Lepidoptera	unk	1	1	0.6384
GWOTK626-12	Insecta	Lepidoptera	Noctuidae	1	1	0.505
GBLAB306-13	Insecta	Lepidoptera	Noctuidae	1	1	0.9362
GWOTL040-13	Insecta	Lepidoptera	unk	1	1	0.6084999999999999
GBLGC106-12	Insecta	Lepidoptera	unk	1	1	0.9354
FBLMS016-09	Insecta	Lepidoptera	unk	1	1	0.554
GWOR4020-09	Insecta	Lepidoptera	Noctuidae	1	1	0.8363
ODOPE835-11	Insecta	Lepidoptera	unk	1	1	0.989
GWORZ535-10	Insecta	Lepidoptera	unk	1	1	0.7174999999999999
GWORU427-10	Insecta	Lepidoptera	unk	1	1	0.631
GWOTI172-12	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GWOSQ159-11	Insecta	Lepidoptera	unk	1	1	0.9008
FBLMV181-09	Insecta	Lepidoptera	unk	1	1	0.9464
FBLMZ309-12	Insecta	Lepidoptera	unk	1	1	0.8079000000000001
GBLAB607-13	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GBLGC296-12	Insecta	Lepidoptera	Noctuidae	1	1	0.8118000000000001
GWORZ567-10	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GWOTH319-12	Insecta	Lepidoptera	Sphingidae	1	1	0.47230000000000005
GBLAA293-14	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GWORE2043-09	Insecta	Lepidoptera	unk	1	1	0.5275
GBLAF577-14	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GWOR3872-09	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GWOR3871-09	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GBLGC222-12	Insecta	Lepidoptera	Drepanidae	1	1	0.617
GWOSI564-10	Insecta	Lepidoptera	Noctuidae	1	1	0.6177
GWORA2565-09	Insecta	Lepidoptera	unk	1	1	0.8377000000000001
GWOSM089-11	Insecta	Lepidoptera	unk	1	1	0.9883
GWOSU093-11	Insecta	Lepidoptera	unk	1	1	0.8449000000000001
GWORB3693-10	Insecta	Lepidoptera	unk	1	1	0.8827
GWORU445-10	Insecta	Lepidoptera	unk	1	1	0.5082
GWORL329-09	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
AMTPC207-15	Insecta	Lepidoptera	Noctuidae	1	1	0.6980999999999999
GWOSI172-10	Insecta	Lepidoptera	unk	1	1	0.8771000000000001
GBLAA1001-14	Insecta	Lepidoptera	Noctuidae	1	1	0.8628000000000001
FBLMZ511-12	Insecta	Lepidoptera	Sphingidae	1	1	0.7777000000000001
GWORK201-09	Insecta	Lepidoptera	Noctuidae	1	1	0.8118000000000001
GWOSA745-10	Insecta	Lepidoptera	Noctuidae	1	1	0.9599000000000001
GWORK417-09	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
FBLMW663-10	Insecta	Lepidoptera	Tortricidae	1	1	0.9933
GBLAA2816-15	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GWORO701-09	Insecta	Lepidoptera	Noctuidae	1	1	0.8222
GBLAC972-13	Insecta	Lepidoptera	Noctuidae	1	1	0.9711
GWOTI937-12	Insecta	Lepidoptera	unk	1	1	0.5383
GWOSA800-10	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
FBLMT407-09	Insecta	Lepidoptera	Nolidae	1	1	0.6023999999999999
FBLMZ180-12	Insecta	Lepidoptera	Notodontidae	1	1	0.5760000000000001
GBLAA214-14	Insecta	Lepidoptera	unk	1	1	0.4926
GBLAB302-13	Insecta	Lepidoptera	Noctuidae	1	1	0.7927
ODOPE482-11	Insecta	Lepidoptera	unk	1	1	0.8319000000000001
GWOTD299-12	Insecta	Lepidoptera	unk	1	1	0.7645
GBLAF719-14	Insecta	Lepidoptera	unk	1	1	0.9999
GWOSC948-10	Insecta	Lepidoptera	unk	1	1	0.8334
GBLAB369-13	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GWOR3921-09	Insecta	Lepidoptera	unk	1	1	0.4926
GBLAF820-14	Insecta	Lepidoptera	Noctuidae	1	1	0.9957
GWORZ720-10	Insecta	Lepidoptera	Noctuidae	1	1	0.9407000000000001
GBLAB600-13	Insecta	Lepidoptera	Noctuidae	1	1	0.8636000000000001
GWORL580-09	Insecta	Lepidoptera	Pyralidae	1	1	0.7247
GWOR3945-09	Insecta	Lepidoptera	unk	1	1	0.6604999999999999
GWORL451-09	Insecta	Lepidoptera	unk	1	1	0.8163
