ID	class	order	family	subfamily	tribe	genus	species	Prob_class	Prob_order	Prob_family	Prob_subfamily	Prob_tribe	Prob_genus	Prob_species
GBBSP420-15	Arachnida	Araneae	Lycosidae	dummy_Lycosidae	dummy_Lycosidae	Arctosa	Arctosa_cinerea	1	1	1	1	1	1	0.9581000000000001
GBBSP636-15	Arachnida	Araneae	Thomisidae	dummy_Thomisidae	dummy_Thomisidae	Xysticus	unk	1	1	1	1	1	1	1
GBBSP537-15	Arachnida	Araneae	Philodromidae	dummy_Philodromidae	dummy_Philodromidae	Philodromus	Philodromus_cespitum	1	1	1	1	1	1	0.5412
GBBSP1853-15	Arachnida	Araneae	Philodromidae	dummy_Philodromidae	dummy_Philodromidae	unk	unk	1	1	1	1	1	0.6508	0.6508
FBARB470-11	Arachnida	Araneae	Gnaphosidae	dummy_Gnaphosidae	dummy_Gnaphosidae	unk	unk	1	1	1	1	1	0.5773	0.5773
GBBSP1664-15	Arachnida	Araneae	Gnaphosidae	dummy_Gnaphosidae	dummy_Gnaphosidae	Zelotes	Zelotes_clivicola	1	1	1	1	1	1	0.9974999999999999
FBARB706-12	Arachnida	Araneae	Liocranidae	dummy_Liocranidae	dummy_Liocranidae	unk	unk	1	1	1	1	1	0.5	0.5
FBARB904-14	Arachnida	Araneae	Araneidae	dummy_Araneidae	dummy_Araneidae	Araneus	Araneus_angulatus	1	1	1	1	1	1	0.9998
GBBSP1310-15	Arachnida	Araneae	unk	unk	unk	unk	unk	1	1	1	1	1	1	1
GBBSP1515-15	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	dummy_Linyphiidae	Helophora	Helophora_insignis	1	1	1	1	1	0.9416000000000001	0.9416000000000001
GBBSP735-15	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	dummy_Linyphiidae	Hypomma	Hypomma_fulvum	1	1	1	1	1	1	0.6153
GBBSP959-15	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	dummy_Linyphiidae	Silometopus	unk	1	1	1	1	1	0.5907	0.5907
GBBSP392-15	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	dummy_Linyphiidae	Pityohyphantes	Pityohyphantes_phrygianus	1	1	1	1	1	0.9997	0.9997
FBARB132-11	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	dummy_Linyphiidae	unk	unk	1	1	1	1	1	0.4591	0.4591
MYFAB448-11	Arachnida	unk	unk	unk	unk	unk	unk	1	0.8428000000000001	0.8428000000000001	0.8428000000000001	0.8428000000000001	0.8428000000000001	0.8428000000000001
MYFAB123-10	Arachnida	unk	unk	unk	unk	unk	unk	1	0.8255	0.8255	0.8255	0.8255	0.8255	0.8255
MYFAB076-10	Arachnida	unk	unk	unk	unk	unk	unk	1	0.9027000000000001	0.9027000000000001	0.9027000000000001	0.9027000000000001	0.9027000000000001	0.9027000000000001
MYFAB143-10	Arachnida	unk	unk	unk	unk	unk	unk	1	0.9909	0.9909	0.9909	0.9909	0.9909	0.9909
MYFAB124-10	Arachnida	unk	unk	unk	unk	unk	unk	1	0.8255	0.8255	0.8255	0.8255	0.8255	0.8255
GBMYR062-13	Arachnida	unk	unk	unk	unk	unk	unk	1	0.8418000000000001	0.8418000000000001	0.8418000000000001	0.8418000000000001	0.8418000000000001	0.8418000000000001
FBCOB991-10	Insecta	Coleoptera	Tetratomidae	Hallomeninae	dummy_Hallomeninae	Hallomenus	Hallomenus_axillaris	1	1	1	0.9872	0.9872	0.9872	0.9872
GBCOB770-12	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.6771999999999999	0.6771999999999999	0.6771999999999999	0.6771999999999999	0.6771999999999999
GBCOF256-13	Insecta	Coleoptera	Corylophidae	Corylophinae	Orthoperini	Orthoperus	unk	1	1	1	1	1	1	0.5142
GBCOU2578-13	Insecta	Coleoptera	Latridiidae	Corticariinae	dummy_Corticariinae	Corticaria	Corticaria_umbilicata	1	1	1	1	1	1	0.9863999999999999
GCOL7575-16	Insecta	Coleoptera	Latridiidae	Latridiinae	dummy_Latridiinae	Cartodere	unk	1	1	1	1	1	0.9644999999999999	0.7109
FBCOF642-12	Insecta	Coleoptera	Melyridae	Malachiinae	Malachiini	unk	unk	1	1	1	1	1	0.9318000000000001	0.9318000000000001
FBCOP117-13	Insecta	Coleoptera	Melyridae	Malachiinae	Malachiini	Malachius	unk	1	1	1	1	1	0.6749999999999999	0.46230000000000004
GBCOD936-13	Insecta	Coleoptera	Melyridae	Malachiinae	Malachiini	unk	unk	1	1	1	1	1	0.9405	0.9405
GCOL2291-16	Insecta	Coleoptera	Anthicidae	Anthicinae	Anthicini	Stricticollis	Stricticollis_tobias	1	1	1	1	1	0.9783999999999999	0.9783999999999999
GBCOL514-12	Insecta	Coleoptera	Buprestidae	Agrilinae	Agrilini	Agrilus	unk	1	1	1	1	1	1	0.7321
FBCOC498-10	Insecta	Coleoptera	Buprestidae	Agrilinae	Agrilini	Agrilus	Agrilus_sulcicollis	1	1	1	1	1	1	0.5172
GCOL11003-16	Insecta	Coleoptera	Buprestidae	Buprestinae	unk	unk	unk	1	1	1	1	0.7028	0.7028	0.7028
FBCOC113-10	Insecta	Coleoptera	Buprestidae	Buprestinae	Chrysobothrini	Chrysobothris	Chrysobothris_chrysostigma	1	1	1	1	0.607	0.607	0.607
FBCOE158-12	Insecta	Coleoptera	Buprestidae	Buprestinae	Melanophilini	unk	unk	1	1	1	0.7922999999999999	0.6392	0.4979	0.4979
GCOL8445-16	Insecta	Coleoptera	Ptinidae	Dorcatominae	Dorcatomini	Dorcatoma	Dorcatoma_robusta	1	1	1	1	1	1	0.9804999999999999
GBCOD313-13	Insecta	Coleoptera	Ptinidae	Xyletininae	Xyletinini	Xyletinus	Xyletinus_ater	1	1	1	1	1	1	0.9991
GBCOG608-13	Insecta	Coleoptera	Ptinidae	Eucradinae	Hedobiini	Ptinomorphus	Ptinomorphus_imperialis	1	1	1	0.9999	0.9999	0.9999	0.9999
FBCOH509-12	Insecta	Coleoptera	Ptinidae	Ernobiinae	Ernobiini	Ernobius	Ernobius_abietinus	1	1	1	1	1	1	0.9853999999999999
GBCOU3044-13	Insecta	Coleoptera	Ptinidae	Ernobiinae	Ernobiini	Ernobius	unk	1	1	1	1	1	1	0.9617
GBCOD805-13	Insecta	Coleoptera	Byrrhidae	Byrrhinae	dummy_Byrrhinae	Cytilus	Cytilus_auricomus	1	1	1	1	1	1	0.999
FBAQU471-10	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.4967	0.4967	0.4967	0.4967	0.4967
GCOL3031-16	Insecta	Coleoptera	Dermestidae	Megatominae	Megatomini	Megatoma	Megatoma_undata	1	1	1	1	1	0.9751	0.9751
GCOL12082-16	Insecta	Coleoptera	Dermestidae	Dermestinae	Dermestini	Dermestes	unk	1	1	1	1	1	1	0.6719999999999999
FBCOI566-12	Insecta	Coleoptera	unk	unk	unk	unk	unk	1	1	0.7478	0.7478	0.7478	0.7478	0.7478
FBCOI812-12	Insecta	Coleoptera	Elmidae	Elminae	dummy_Elminae	Oulimnius	Oulimnius_tuberculatus	1	1	1	1	1	0.5183	0.5183
GCOL10822-16	Insecta	Coleoptera	Elateridae	Cardiophorinae	dummy_Cardiophorinae	Cardiophorus	Cardiophorus_ruficollis	1	1	1	1	1	1	0.9998
GCOL6027-16	Insecta	Coleoptera	Elateridae	Dendrometrinae	Prosternini	Anostirus	Anostirus_castaneus	1	1	1	1	1	0.9729	0.9729
GBCOU2410-13	Insecta	Coleoptera	Elateridae	Elaterinae	Ampedini	Ampedus	unk	1	1	1	1	1	1	0.9091
FBCOC838-10	Insecta	Coleoptera	Eucnemidae	Melasinae	Epiphanini	Hylis	Hylis_procerulus	1	1	1	1	0.7529	0.7529	0.7529
GCRU091-18	Insecta	Coleoptera	Eucnemidae	unk	unk	unk	unk	1	1	0.5582	0.5582	0.5582	0.5582	0.5582
FENHY085-14	Insecta	Coleoptera	Hydrophilidae	Hydrophilinae	Hydrobiusini	Hydrobius	Hydrobius_fuscipes	1	1	1	1	0.9997	0.9997	0.9997
GCOL8263-16	Insecta	Coleoptera	Hydrophilidae	Chaetarthriinae	Chaetharthriini	Chaetarthria	Chaetarthria_seminulum	1	1	1	1	0.7693	0.7693	0.7693
GCOL8202-16	Insecta	Coleoptera	Hydrophilidae	Enochrinae	dummy_Enochrinae	Enochrus	Enochrus_fuscipennis	1	1	1	1	1	1	0.9933
GBCOU2820-13	Insecta	Coleoptera	Cantharidae	Cantharinae	Cantharini	Podistra	Podistra_schoenherri	1	1	1	1	1	0.9206000000000001	0.9206000000000001
GBCOU2829-13	Insecta	Coleoptera	Scirtidae	Scirtinae	dummy_Scirtinae	unk	unk	1	1	1	1	1	0.651	0.651
GCOL6147-16	Insecta	Coleoptera	Scraptiidae	Anaspidinae	Anaspidini	Anaspis	unk	1	1	0.994	0.994	0.994	0.994	0.99
GBCOU1338-13	Insecta	Coleoptera	Lycidae	unk	unk	unk	unk	1	1	1	0.6971999999999999	0.6971999999999999	0.6971999999999999	0.6971999999999999
GBCOG054-13	Insecta	Coleoptera	Ciidae	Ciinae	dummy_Ciinae	Cis	Cis_boleti	1	1	1	1	1	1	0.9184
FBCOK449-13	Insecta	Coleoptera	Ciidae	Ciinae	dummy_Ciinae	unk	unk	1	1	1	1	1	0.6733999999999999	0.6733999999999999
GBCOD098-13	Insecta	Coleoptera	Coccinellidae	Coccinellinae	unk	unk	unk	1	1	1	1	0.7639	0.7639	0.7639
GBCOD802-13	Insecta	Coleoptera	Mordellidae	Mordellinae	Mordellistenini	unk	unk	1	1	1	1	0.5012	0.46680000000000005	0.46680000000000005
GBCOU2343-13	Insecta	Coleoptera	Cerambycidae	Cerambycinae	Callidiini	Callidium	Callidium_coriaceum	1	1	1	1	1	1	0.9997
FBCOE820-12	Insecta	Coleoptera	Cerambycidae	Lepturinae	Lepturini	Stictoleptura	unk	1	1	1	1	1	1	0.5561
FBCOC148-10	Insecta	Coleoptera	Cerambycidae	Lepturinae	Lepturini	Leptura	Leptura_quadrifasciata	1	1	1	1	1	0.6084999999999999	0.6084999999999999
GCOL4015-16	Insecta	Coleoptera	Cerambycidae	Lamiinae	unk	unk	unk	1	1	1	1	0.7914999999999999	0.7914999999999999	0.7914999999999999
FBCOE982-12	Insecta	Coleoptera	Chrysomelidae	Donaciinae	dummy_Donaciinae	Donacia	Donacia_impressa	1	1	1	1	1	1	0.9749
FBCOJ118-12	Insecta	Coleoptera	Chrysomelidae	Cassidinae	Cassidini	Cassida	Cassida_sanguinosa	1	1	1	1	1	1	0.9258000000000001
GCOL1776-16	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	dummy_Chrysomelinae	Phratora	Phratora_laticollis	1	1	1	1	1	1	0.8467000000000001
FBCOF684-12	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	dummy_Chrysomelinae	Gonioctena	Gonioctena_decemnotata	1	1	1	1	1	1	0.9994999999999999
GBCOU2839-13	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Alticini	Neocrepidodera	unk	1	1	1	1	1	1	0.7078
GCOL2505-16	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Alticini	Longitarsus	Longitarsus_lewisii	1	1	1	1	1	1	0.9996
GCOL5231-16	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Alticini	Phyllotreta	unk	1	1	1	1	1	1	1
GBCOG406-13	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Galerucini	Galeruca	Galeruca_tanaceti	1	1	1	1	1	0.502	0.502
GBCL11381-12	Insecta	Coleoptera	Curculionidae	Molytinae	unk	unk	unk	1	1	1	1	0.7319	0.7319	0.7319
GCOL13095-16	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	Ceutorhynchini	Microplontus	Microplontus_rugulosus	1	1	1	1	1	1	0.9998
GBCOU1356-13	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	Ceutorhynchini	unk	unk	1	1	1	1	1	0.9613999999999999	0.9613999999999999
FBCOA219-10	Insecta	Coleoptera	Curculionidae	Curculioninae	Acalyptini	Acalyptus	Acalyptus_carpini	1	1	1	1	1	1	0.9621999999999999
GBMNE47893-22	Insecta	Coleoptera	Curculionidae	Curculioninae	Mecinini	unk	unk	1	1	1	1	1	0.7841999999999999	0.7841999999999999
GBMNE48153-22	Insecta	Coleoptera	Curculionidae	Curculioninae	Rhamphini	Orchestes	unk	1	1	1	1	1	0.9772	0.5575
FBCOK683-13	Insecta	Coleoptera	Curculionidae	Lixinae	Lixini	unk	unk	1	1	1	0.9888	0.8847	0.6864999999999999	0.6864999999999999
FBCOE1321-12	Insecta	Coleoptera	Curculionidae	Molytinae	unk	unk	unk	1	1	1	0.9899	0.757	0.757	0.757
FBCOB1034-10	Insecta	Coleoptera	Curculionidae	Scolytinae	Scolytini	Scolytus	unk	1	1	1	1	0.8443	0.8443	0.8443
GCOL10976-16	Insecta	Coleoptera	Curculionidae	Scolytinae	Ipini	Ips	Ips_acuminatus	1	1	1	1	1	0.9953	0.9953
FBCOP618-13	Insecta	Coleoptera	Curculionidae	Entiminae	Trachyphloeini	Romualdius	Romualdius_scaber	1	1	1	1	1	0.9303	0.9303
GBCOF905-13	Insecta	Coleoptera	Curculionidae	Entiminae	Trachyphloeini	Trachyphloeus	unk	1	1	1	1	1	1	0.8685
GBCOG419-13	Insecta	Coleoptera	Curculionidae	Entiminae	Cneorhinini	Philopedon	Philopedon_plagiatum	1	1	1	1	0.9601	0.9601	0.9601
GBCOU2880-13	Insecta	Coleoptera	Curculionidae	Entiminae	Otiorhynchini	Otiorhynchus	unk	1	1	1	1	1	1	0.5036
GCOL6749-16	Insecta	Coleoptera	Curculionidae	Entiminae	Otiorhynchini	Otiorhynchus	unk	1	1	1	1	1	1	0.5034
GCOL9844-16	Insecta	Coleoptera	Curculionidae	Entiminae	Otiorhynchini	Otiorhynchus	unk	1	1	1	1	1	1	0.6987
FBCOJ846-13	Insecta	Coleoptera	Cerambycidae	Spondylidinae	Asemini	unk	unk	1	1	0.6619999999999999	0.6619999999999999	0.6619999999999999	0.385	0.385
FBCOJ244-12	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	Aphodiini	Nimbus	Nimbus_contaminatus	1	1	1	1	1	0.9803	0.9803
GBCOU233-13	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	Aphodiini	Teuchestes	Teuchestes_fossor	1	1	1	1	1	0.9998	0.9998
FBCOO474-13	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	Aphodiini	Agrilinus	Agrilinus_ater	1	1	1	1	1	0.9997	0.9997
FBCOB509-10	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	Aphodiini	Otophorus	Otophorus_haemorrhoidalis	1	1	1	1	1	0.9783	0.9783
GCOL6076-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	Byctiscini	Byctiscus	Byctiscus_betulae	1	1	1	1	1	1	0.9996
GCOL9424-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	Rhynchitini	Neocoenorrhinus	Neocoenorrhinus_germanicus	1	1	1	1	1	0.5886	0.5886
GCOL9337-16	Insecta	Coleoptera	Leiodidae	Cholevinae	Cholevini	Catops	Catops_tristis	1	1	1	1	1	1	0.9994999999999999
GCOL10289-16	Insecta	Coleoptera	Leiodidae	Cholevinae	Cholevini	unk	unk	1	1	1	1	0.9998	0.5226000000000001	0.5226000000000001
FBCOA830-10	Insecta	Coleoptera	Leiodidae	Leiodinae	Anisotomini	Agathidium	Agathidium_rotundatum	1	1	1	1	1	1	0.9996
GCOL8762-16	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	Perapion	unk	1	1	1	1	1	1	0.5057
GBCOU2141-13	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	Perapion	unk	1	1	1	1	1	1	0.8621000000000001
GCOL11517-16	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.7263	0.7263
FBCOB636-10	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	Protapion	unk	1	1	1	1	1	1	0.8961
GBCOU2909-13	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	Protapion	Protapion_assimile	1	1	1	1	1	1	0.7898
GCOL10085-16	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.8619000000000001	0.8619000000000001
GCOL10950-16	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	Protapion	unk	1	1	1	1	1	0.5821	0.5821
FBCOC889-10	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.7333	0.7333
GCOL5483-16	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	unk	1	1	1	1	1	0.6097	0.6097
FBCOC896-10	Insecta	Coleoptera	Nitidulidae	Meligethinae	dummy_Meligethinae	Pria	Pria_dulcamarae	1	1	1	1	1	0.9842	0.9842
FBCOG270-12	Insecta	Coleoptera	Ptiliidae	Ptiliinae	Ptenidiini	Ptenidium	unk	1	1	1	1	1	1	0.8330000000000001
GBCOU1346-13	Insecta	Coleoptera	Rhadalidae	Rhadalinae	Aplocnemini	Aplocnemus	unk	1	1	0.9786	0.9786	0.9786	0.9786	0.9285
GBMNE16290-21	Insecta	Coleoptera	Cleridae	unk	unk	unk	unk	1	1	1	0.6522	0.6522	0.6522	0.6522
GCOL8211-16	Insecta	Coleoptera	Helophoridae	dummy_Helophoridae	dummy_Helophoridae	Helophorus	unk	1	1	1	1	1	1	0.9103
GCOL6398-16	Insecta	Coleoptera	Carabidae	Carabinae	unk	unk	unk	1	1	1	0.9998	0.6536000000000001	0.6536000000000001	0.6536000000000001
GBCOU3635-13	Insecta	Coleoptera	Carabidae	unk	unk	unk	unk	1	1	1	0.8399000000000001	0.8399000000000001	0.8399000000000001	0.8399000000000001
GCOL12855-16	Insecta	Coleoptera	Carabidae	Nebriinae	Notiophilini	Notiophilus	Notiophilus_germinyi	1	1	1	1	1	1	0.9993
FBCOH283-12	Insecta	Coleoptera	Carabidae	Harpalinae	unk	unk	unk	1	1	1	1	0.5	0.5	0.5
GCOL11593-16	Insecta	Coleoptera	Carabidae	Harpalinae	Lebiini	Cymindis	unk	1	1	1	1	1	0.9827	0.6609999999999999
FBCOD1065-11	Insecta	Coleoptera	Carabidae	Harpalinae	Harpalini	Harpalus	Harpalus_solitaris	1	1	1	1	1	1	0.8327000000000001
FBCOD071-11	Insecta	Coleoptera	Carabidae	Harpalinae	Pterostichini	Pterostichus	unk	1	1	1	1	1	1	0.7383
FBCOP316-13	Insecta	Coleoptera	Carabidae	Harpalinae	Sphodrini	Synuchus	Synuchus_vivalis	1	1	1	1	1	0.9998	0.9998
FBCOD153-11	Insecta	Coleoptera	Carabidae	Scaritinae	Dyschiriini	Dyschirius	unk	1	1	1	1	1	1	0.6649999999999999
FBCOC782-10	Insecta	Coleoptera	Carabidae	Scaritinae	Dyschiriini	Dyschirius	unk	1	1	1	1	1	1	0.6649999999999999
GBCOB546-12	Insecta	Coleoptera	Carabidae	Scaritinae	Dyschiriini	Dyschirius	unk	1	1	1	1	1	1	1
FBCOD023-11	Insecta	Coleoptera	Carabidae	Trechinae	Bembidiini	Bembidion	Bembidion_prasinum	1	1	1	1	1	1	0.5024
FBAQU976-10	Insecta	Coleoptera	Dytiscidae	Colymbetinae	Colymbetini	Rhantus	Rhantus_frontalis	1	1	1	1	1	1	0.9997
GCOL824-16	Insecta	Coleoptera	Dytiscidae	Hydroporinae	Bidessini	unk	unk	1	1	1	1	0.9953	0.7946	0.7946
FBCOD204-11	Insecta	Coleoptera	Dytiscidae	Hydroporinae	Hydroporini	Hydroporus	Hydroporus_fuscipennis	1	1	1	1	1	1	0.9994999999999999
FBCOD220-11	Insecta	Coleoptera	Dytiscidae	Hydroporinae	Hygrotini	Hygrotus	Hygrotus_impressopunctatus	1	1	1	1	1	1	0.9997
FBCOD252-11	Insecta	Coleoptera	Haliplidae	dummy_Haliplidae	dummy_Haliplidae	Haliplus	unk	1	1	1	1	1	1	0.5168
GMGRF5571-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Aleocharini	Aleochara	Aleochara_stichai	1	1	1	1	1	1	0.9994999999999999
FBCOP803-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Athetini	Atheta	Atheta_boreella	1	1	1	1	1	1	0.9996
GCOL9875-16	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Hypocyphtini	Cypha	unk	1	1	1	1	1	0.9494	0.8059000000000001
FBCOG1178-12	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Myllaenini	Myllaena	unk	1	1	1	1	1	1	0.5
FBCON910-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Placusini	Placusa	unk	1	1	1	1	1	1	0.6405
FBCOB841-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Geostibini	Aloconota	unk	1	1	1	1	1	1	0.6323
GBCOU3293-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Homalotini	Euryusa	Euryusa_castanoptera	1	1	1	1	1	0.9998	0.9998
FBCOP540-13	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Homalotini	Gyrophaena	Gyrophaena_strictula	1	1	1	1	1	1	0.9065
FBCOP492-13	Insecta	Coleoptera	Staphylinidae	Omaliinae	Omaliini	unk	unk	1	1	1	1	1	0.7771	0.7771
GBCOG751-13	Insecta	Coleoptera	Staphylinidae	Omaliinae	Omaliini	Phyllodrepa	Phyllodrepa_melanocephala	1	1	1	1	1	1	0.9998
FBCOP496-13	Insecta	Coleoptera	Staphylinidae	Mycetoporinae	dummy_Mycetoporinae	Mycetoporus	unk	1	1	1	1	1	1	0.9008
GCOL12972-16	Insecta	Coleoptera	Staphylinidae	Proteininae	Proteinini	Proteinus	Proteinus_atomarius	1	1	1	1	1	1	0.9854999999999999
FBCOP278-13	Insecta	Coleoptera	Staphylinidae	Staphylininae	Staphylinini	Bisnius	Bisnius_sordidus	1	1	1	1	1	1	0.7932999999999999
GCOL6297-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Staphylinini	Philonthus	Philonthus_carbonarius	1	1	1	1	1	1	0.6369
GBCOU1534-13	Insecta	Coleoptera	Staphylinidae	Staphylininae	Staphylinini	Quedius	unk	1	1	1	1	1	1	0.9954
GBCOF187-13	Insecta	Coleoptera	Staphylinidae	Staphylininae	Xantholinini	Xantholinus	unk	1	1	1	1	1	1	0.7554
GCOL12511-16	Insecta	Coleoptera	Staphylinidae	Paederinae	Paederini	Paederus	unk	1	1	1	1	1	0.9722	0.913
GCOL8652-16	Insecta	Coleoptera	Staphylinidae	Oxyporinae	dummy_Oxyporinae	Oxyporus	Oxyporus_maxillosus	1	1	1	1	1	1	0.9994999999999999
FBCOD622-11	Insecta	Coleoptera	Staphylinidae	Scydmaeninae	Stenichnini	Stenichnus	Stenichnus_collaris	1	1	1	1	1	1	0.8609000000000001
FBCON556-13	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Brachyglutini	Brachygluta	Brachygluta_fossulata	1	1	1	1	1	0.528	0.528
FBCOA139-10	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Trichonychini	Bibloplectus	Bibloplectus_ambiguus	1	1	1	1	1	0.9998	0.9998
GBCOU821-13	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Trichonychini	Bibloporus	Bibloporus_bicolor	1	1	1	1	1	1	0.9562
FBCOA681-10	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Trichonychini	unk	unk	1	1	1	1	0.6439	0.5829	0.5829
GBMIX767-14	Insecta	Hymenoptera	Astatidae	dummy_Astatidae	dummy_Astatidae	Astata	Astata_minor	1	1	1	1	1	1	0.9998
GBACU1415-12	Insecta	Hymenoptera	Astatidae	dummy_Astatidae	dummy_Astatidae	unk	unk	1	1	1	1	1	0.7262	0.7262
FBACA835-10	Insecta	Hymenoptera	unk	unk	unk	unk	unk	1	1	0.5041	0.5041	0.5041	0.5041	0.5041
BCHYM6443-15	Insecta	Hymenoptera	Bembicidae	Bembicinae	Bembicini	unk	unk	1	1	1	1	1	0.5263	0.5263
BCHYM18429-19	Insecta	Hymenoptera	unk	unk	unk	unk	unk	1	1	0.5647000000000001	0.5647000000000001	0.5647000000000001	0.5647000000000001	0.5647000000000001
FBACB1112-11	Arachnida	Sarcoptiformes	Carabodidae	dummy_Carabodidae	dummy_Carabodidae	unk	unk	0.48660000000000003	0.48660000000000003	0.48660000000000003	0.48660000000000003	0.48660000000000003	0.2781	0.2781
BCHYM10747-15	Insecta	Hymenoptera	unk	unk	unk	unk	unk	1	1	0.7983999999999999	0.7983999999999999	0.7983999999999999	0.7983999999999999	0.7983999999999999
FBHAP894-09	Insecta	Hymenoptera	Andrenidae	Andreninae	Andrenini	Andrena	unk	1	1	1	1	1	1	0.9999
FBAPB017-09	Insecta	Hymenoptera	Andrenidae	Andreninae	Andrenini	Andrena	Andrena_labiata	1	1	1	1	1	1	0.524
BCHYM1457-13	Insecta	Hymenoptera	Andrenidae	Andreninae	Andrenini	Andrena	Andrena_nitida	1	1	1	1	1	1	0.7867999999999999
FBAPD867-11	Insecta	Hymenoptera	Apidae	Apinae	Eucerini	Eucera	Eucera_longicornis	1	1	1	1	0.6769999999999999	0.6769999999999999	0.6769999999999999
FBAPC811-11	Insecta	Hymenoptera	Apidae	Apinae	Bombini	Bombus	Bombus_monticola	1	1	1	1	1	1	0.9948
GBACU3480-13	Insecta	Hymenoptera	Apidae	Apinae	Bombini	Bombus	Bombus_hortorum	1	1	1	1	1	1	0.6068
FBAPC126-10	Insecta	Hymenoptera	Apidae	Nomadinae	Nomadini	Nomada	unk	1	1	1	1	1	1	0.6648
FBAPC519-11	Insecta	Hymenoptera	Apidae	Nomadinae	Nomadini	Nomada	unk	1	1	1	1	1	1	0.6648
GBACU2469-13	Insecta	Hymenoptera	Apidae	Nomadinae	Nomadini	Nomada	unk	1	1	1	1	1	1	0.5649000000000001
FBAPC139-10	Insecta	Hymenoptera	Apidae	Nomadinae	Nomadini	Nomada	unk	1	1	1	1	1	1	0.9179
FBAPB527-09	Insecta	Hymenoptera	Apidae	Nomadinae	Epeolini	Epeolus	Epeolus_variegatus	1	1	1	1	1	1	0.931
FBAPB746-09	Insecta	Hymenoptera	Megachilidae	Megachilinae	Osmiini	unk	unk	1	1	1	1	1	0.7753	0.7753
FBAPB666-09	Insecta	Hymenoptera	Megachilidae	Megachilinae	Osmiini	Osmia	unk	1	1	1	1	1	0.7802999999999999	0.7802999999999999
FBAPB706-09	Insecta	Hymenoptera	Megachilidae	Megachilinae	Osmiini	Osmia	unk	1	1	1	1	1	0.7058	0.6639999999999999
FBAPC548-11	Insecta	Hymenoptera	Megachilidae	Megachilinae	Megachilini	unk	unk	1	1	1	1	1	0.6267	0.6267
FBAPB388-09	Insecta	Hymenoptera	Megachilidae	Megachilinae	Megachilini	Megachile	unk	1	1	1	1	1	1	0.6771999999999999
FBAPC108-10	Insecta	Hymenoptera	Melittidae	Melittinae	Melittini	Melitta	Melitta_haemorrhoidalis	1	1	1	1	0.9999	0.9999	0.9999
FBHAP750-09	Insecta	Hymenoptera	Halictidae	Halictinae	Halictini	Lasioglossum	unk	1	1	1	1	1	1	0.8085
FBAPB106-09	Insecta	Hymenoptera	Halictidae	Halictinae	Halictini	Sphecodes	Sphecodes_gibbus	1	1	1	1	1	1	0.5790000000000001
GBACU805-12	Insecta	Hymenoptera	Halictidae	Halictinae	Halictini	Sphecodes	unk	1	1	1	1	1	1	1
FBAPB985-09	Insecta	Hymenoptera	Colletidae	Colletinae	Colletini	Colletes	unk	1	1	1	1	1	1	0.912
