ID	class	order	family	subfamily	Prob_class	Prob_order	Prob_family	Prob_subfamily
FBSYB473-11	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	1	0.881
FBSYB1263-12	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	1	0.5233
FBSYB1470-12	Insecta	Hymenoptera	Tenthredinidae	Selandriinae	1	1	1	0.9989
GBSYM045-12	Insecta	Hymenoptera	Tenthredinidae	Selandriinae	1	1	1	0.9989
BASYM412-11	Insecta	Hymenoptera	Tenthredinidae	Selandriinae	1	1	1	0.9989
FBSYB1457-12	Insecta	Hymenoptera	Tenthredinidae	Selandriinae	1	1	1	0.8780000000000001
FBSYM702-10	Insecta	Hymenoptera	Tenthredinidae	Heterarthrinae	1	1	1	0.8142
GBSYM524-12	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	0.9113	0.9082
BCHYM8840-15	Insecta	Hymenoptera	Tenthredinidae	Tenthredininae	1	1	1	0.7784
GBSYM2439-13	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	0.9388000000000001	0.8894
GBSYM792-12	Insecta	Hymenoptera	Tenthredinidae	Heterarthrinae	1	1	1	0.9976
GBSYM556-12	Insecta	Hymenoptera	Tenthredinidae	Heterarthrinae	1	1	1	0.9976
FBSYB888-12	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	0.9787	0.9786
FBSYM104-09	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	1	0.8112
FBSYM492-10	Insecta	Hymenoptera	Tenthredinidae	Tenthredininae	1	1	1	0.5424
FBSYB381-11	Insecta	Hymenoptera	Tenthredinidae	Tenthredininae	1	1	1	0.5473
FBSYB659-11	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	1	0.5105
GBSYM2404-13	Insecta	Hymenoptera	Tenthredinidae	Tenthredininae	1	1	1	0.8808
GBSYM1891-13	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	0.9904	0.6924999999999999
FBSYM1002-10	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	0.5291	0.5291
GBSYM2400-13	Insecta	Hymenoptera	Tenthredinidae	Tenthredininae	1	1	1	0.9976
FBSYM1011-10	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	1	0.6982999999999999
GMGMD1534-14	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	1	0.5142
GBSYM1037-12	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	0.9994999999999999	0.9994
GBSYM1290-12	Insecta	Hymenoptera	Tenthredinidae	Tenthredininae	1	1	1	0.7597
BCHYM2873-14	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	1	0.5
BASYM2896-13	Insecta	Hymenoptera	Tenthredinidae	Selandriinae	1	1	1	0.5404
FBSYB803-11	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	1	0.8750000000000001
GBSYM2161-13	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	1	0.9487000000000001
BASYM1230-11	Insecta	Hymenoptera	Tenthredinidae	Nematinae	1	1	1	0.9687
GBSYM1249-12	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	0.9998	0.6574
FBSYB1614-12	Insecta	Hymenoptera	Tenthredinidae	Nematinae	1	1	1	0.9973
FBSYM176-09	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	1	0.5394
BCHYM7825-15	Insecta	Hymenoptera	Tenthredinidae	Nematinae	1	1	1	0.9973
FBSYB1704-12	Insecta	Hymenoptera	Tenthredinidae	Nematinae	1	1	1	0.9973
FBSYB474-11	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	1	0.7571
BCHYM6012-15	Insecta	Hymenoptera	Tenthredinidae	Nematinae	1	1	1	0.9973
BASYM1870-11	Insecta	Hymenoptera	Tenthredinidae	Nematinae	1	1	1	0.9973
FBSYB594-11	Insecta	Hymenoptera	Tenthredinidae	Nematinae	1	1	1	0.527
GBSYM1472-13	Insecta	Hymenoptera	unk	unk	1	1	0.6891999999999999	0.6891999999999999
BCHYM5213-14	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	1	0.5
FBSYB867-12	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	0.9831	0.9125
GBSYM537-12	Insecta	Hymenoptera	Tenthredinidae	unk	1	1	0.8781000000000001	0.8780000000000001
BASYM2904-13	Insecta	Hymenoptera	unk	unk	1	1	0.9999	0.9999
FBSYM128-09	Insecta	Hymenoptera	unk	unk	1	1	0.9999	0.9999
BASYM1838-11	Insecta	Hymenoptera	Xyelidae	Xyelinae	1	1	0.9997	0.9997
GMGMU5441-20	Insecta	Psocodea	unk	unk	1	1	0.6884999999999999	0.6884999999999999
NZPLC055-16	Insecta	Psocodea	unk	unk	1	0.5555	0.5555	0.5555
GBA4014-09	Insecta	Psocodea	unk	unk	1	0.9994999999999999	0.9233	0.9233
BNSB035-21	Insecta	Psocodea	Psocidae	unk	1	1	1	0.5409
BNSB040-21	Insecta	Psocodea	Psocidae	unk	1	1	1	0.5409
GBORT990-15	Insecta	unk	unk	unk	1	0.5023	0.5023	0.5023
GBEPT933-14	Insecta	Odonata	Coenagrionidae	unk	1	1	1	0.7937
FBAQU521-10	Insecta	Odonata	Aeshnidae	Aeshninae	1	1	0.9742	0.9742
FBAQU201-09	Insecta	Odonata	Coenagrionidae	unk	1	1	0.9977	0.7256
GBMIX950-14	Insecta	Odonata	Coenagrionidae	unk	1	1	1	0.5873999999999999
GBEPT930-14	Insecta	Odonata	Coenagrionidae	unk	1	1	1	0.8106000000000001
FBAQU530-10	Insecta	Odonata	unk	unk	1	0.9893	0.9394	0.9394
GODO044-19	Insecta	Odonata	Libellulidae	unk	1	1	0.9528000000000001	0.8951
GBODO113-18	Insecta	Odonata	Libellulidae	Sympetrinae	1	1	1	0.9994999999999999
FBAQU1443-13	Insecta	Odonata	Libellulidae	unk	1	1	0.991	0.6966
GODO042-19	Insecta	Odonata	Libellulidae	unk	1	1	0.6409	0.6351
GBMIX1485-15	Insecta	unk	unk	unk	1	0.7038	0.7038	0.7038
MYFAB385-11	Arachnida	unk	unk	unk	1	0.8807	0.8807	0.8807
MYFAB396-11	Arachnida	unk	unk	unk	1	0.8688000000000001	0.8688000000000001	0.8688000000000001
MYFAB276-10	Arachnida	unk	unk	unk	1	0.5728000000000001	0.5728000000000001	0.5728000000000001
MYFAB367-11	Arachnida	unk	unk	unk	1	0.47030000000000005	0.47030000000000005	0.47030000000000005
GBBSP1329-15	Arachnida	Opiliones	Phalangiidae	Oligolophinae	1	0.6668	0.6668	0.6668
FBARB633-12	Arachnida	Araneae	unk	unk	1	0.8824	0.7759	0.7759
GBBSP1918-15	Arachnida	Araneae	unk	unk	1	1	0.8836	0.8836
GBBSP881-15	Arachnida	Araneae	unk	unk	1	1	0.6608999999999999	0.6608999999999999
GBBSP295-15	Arachnida	Araneae	unk	unk	1	1	0.5	0.5
FBARB471-11	Arachnida	Araneae	Philodromidae	dummy_Philodromidae	1	1	0.7637	0.7637
GBBSP275-15	Arachnida	Araneae	Miturgidae	dummy_Miturgidae	1	1	0.9311	0.9311
GBBSP591-15	Arachnida	Araneae	unk	unk	1	1	0.5	0.5
GBBSP1479-15	Arachnida	Araneae	unk	unk	1	1	0.6209	0.6209
GBBSP1320-15	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	1	1	0.9979	0.9979
GBBSP233-15	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	1	1	0.9979	0.9979
GBBSP133-15	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	1	1	0.5177	0.5177
GBBSP1348-15	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	1	1	0.5201	0.5201
GBBSP209-15	Arachnida	Araneae	Araneidae	dummy_Araneidae	1	1	0.9977	0.9977
FBARB273-11	Arachnida	Araneae	unk	unk	1	1	0.7607	0.7607
GBBSP800-15	Arachnida	Araneae	unk	unk	1	1	0.6801999999999999	0.6801999999999999
GBBSP1147-15	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	1	1	0.5673	0.5673
GBBSP714-15	Arachnida	Araneae	unk	unk	1	1	0.985	0.985
GBBSP1411-15	Arachnida	Araneae	unk	unk	1	1	1	1
FBARB678-12	Arachnida	Araneae	unk	unk	1	1	0.8501000000000001	0.8501000000000001
FBARB729-12	Arachnida	Araneae	unk	unk	1	1	0.9349000000000001	0.9349000000000001
GBBSP1509-15	Arachnida	Araneae	unk	unk	1	1	0.8929	0.8929
FBARB775-14	Arachnida	Araneae	unk	unk	1	1	0.9539000000000001	0.9539000000000001
FBARB147-11	Arachnida	Araneae	unk	unk	1	1	0.8377000000000001	0.8377000000000001
FBARB203-11	Arachnida	Araneae	unk	unk	1	1	0.9642	0.9642
FBARB374-11	Arachnida	Araneae	unk	unk	1	1	0.9061	0.9061
GBBSP131-15	Arachnida	Araneae	unk	unk	1	1	0.9684999999999999	0.9684999999999999
FBARB738-12	Arachnida	Araneae	Theridiidae	dummy_Theridiidae	1	1	0.6541	0.6541
GBBSP241-15	Arachnida	Araneae	Clubionidae	dummy_Clubionidae	1	1	0.6363	0.6363
GBBSP611-15	Arachnida	Araneae	Lycosidae	dummy_Lycosidae	1	1	0.9988	0.9988
FBARB500-11	Arachnida	Araneae	unk	unk	1	1	0.8142	0.8142
GBBSP1369-15	Arachnida	Araneae	Thomisidae	dummy_Thomisidae	1	1	0.9464	0.9464
FBARB700-12	Arachnida	Araneae	Salticidae	dummy_Salticidae	1	1	0.6822999999999999	0.6822999999999999
GMGRB2082-13	Arachnida	Araneae	Salticidae	dummy_Salticidae	1	1	0.9024	0.9024
MYFAB127-10	Arachnida	unk	unk	unk	1	0.6740999999999999	0.6740999999999999	0.6740999999999999
MYFAB272-10	Arachnida	unk	unk	unk	1	0.7677	0.7677	0.7677
MYFAB452-11	Arachnida	Opiliones	Phalangiidae	Oligolophinae	1	0.6128	0.6128	0.6128
MYFAB277-10	Arachnida	unk	unk	unk	1	0.6931999999999999	0.6931999999999999	0.6931999999999999
MYFAB365-11	Arachnida	unk	unk	unk	1	0.48210000000000003	0.48210000000000003	0.48210000000000003
DCBDJ092-21	Insecta	Trichoptera	Hydropsychidae	unk	1	0.8365	0.7558	0.6702999999999999
MYFAB088-10	Arachnida	Opiliones	Phalangiidae	Oligolophinae	1	0.5539000000000001	0.5539000000000001	0.5539000000000001
GMGMV5088-20	Arachnida	Sarcoptiformes	unk	unk	1	0.5326000000000001	0.5326000000000001	0.5326000000000001
GCOL12504-16	Insecta	Coleoptera	Brentidae	Apioninae	1	1	1	0.9984999999999999
GBCL27714-19	Insecta	Coleoptera	Brentidae	Apioninae	1	1	1	0.8015
GBCOD179-13	Insecta	Coleoptera	Brentidae	Apioninae	1	1	1	0.9984999999999999
GBCOU3510-13	Insecta	Coleoptera	Brentidae	Apioninae	1	1	1	0.8630000000000001
FBCON840-13	Insecta	Coleoptera	Brentidae	Apioninae	1	1	1	0.9984999999999999
FBCOF983-12	Insecta	Coleoptera	Brentidae	Apioninae	1	1	1	0.9984999999999999
GBMNE48068-22	Insecta	Coleoptera	Brentidae	Apioninae	1	1	1	0.9984999999999999
GBMNE48085-22	Insecta	Coleoptera	Brentidae	Apioninae	1	1	1	0.9984999999999999
GCOL11124-16	Insecta	Coleoptera	Brentidae	Apioninae	1	1	1	0.9984999999999999
GBCOB805-12	Insecta	Coleoptera	unk	unk	1	1	0.8108000000000001	0.8108000000000001
GCOL8712-16	Insecta	Coleoptera	Latridiidae	unk	1	1	1	0.6419
FBCOG879-12	Insecta	Coleoptera	Oedemeridae	Oedemerinae	1	1	1	0.7502
GBCOU2275-13	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	1	1	1	0.7966
FBCOI803-12	Insecta	Coleoptera	Tetratomidae	unk	1	1	1	0.5759000000000001
GBCOU2769-13	Insecta	Coleoptera	Scraptiidae	Anaspidinae	1	1	0.7595	0.7595
FBCOO1007-13	Insecta	Coleoptera	Nitidulidae	unk	1	1	1	0.8460000000000001
FBCOA597-10	Insecta	Coleoptera	Scraptiidae	Anaspidinae	1	1	0.8506000000000001	0.8506000000000001
FBCOK635-13	Insecta	Coleoptera	Scraptiidae	Anaspidinae	1	1	0.8506000000000001	0.8506000000000001
FBCON308-13	Insecta	Coleoptera	Chrysomelidae	Galerucinae	1	1	0.9837	0.9774999999999999
GMGMA1171-14	Insecta	Coleoptera	Mordellidae	Mordellinae	1	1	0.6247	0.6247
FBCOO922-13	Insecta	Coleoptera	Monotomidae	Monotominae	1	1	1	0.8542000000000001
FBCOC103-10	Insecta	Coleoptera	Erotylidae	unk	1	1	1	0.5898
FBCOJ452-12	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	1	1	1	0.7957
GBCOU2683-13	Insecta	Coleoptera	unk	unk	1	1	0.5744	0.5744
GCOL1980-16	Insecta	Coleoptera	Anthicidae	Anthicinae	1	1	1	0.8445
GCOL11567-16	Insecta	Coleoptera	Scraptiidae	Anaspidinae	1	1	0.5921	0.5921
GCOL11443-16	Insecta	Coleoptera	Scraptiidae	Anaspidinae	1	1	0.8014	0.8014
GCOL3189-16	Insecta	Coleoptera	Scraptiidae	Anaspidinae	1	1	0.9679	0.9679
GCOL7044-16	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	1	1	1	0.9817
FBCOC079-10	Insecta	Coleoptera	Chrysomelidae	Galerucinae	1	1	1	0.9937
FBCON787-13	Insecta	Coleoptera	Coccinellidae	Coccinellinae	1	1	0.6769999999999999	0.6769999999999999
GCOL7807-16	Insecta	Coleoptera	Coccinellidae	Coccinellinae	1	1	0.7078	0.7078
GCOL11362-16	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	1	1	1	0.6916
FBCOK059-13	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	1	1	1	0.9472
FBCOK540-13	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	1	1	1	0.8889
MYFAB528-11	Insecta	Ephemeroptera	unk	unk	1	0.9642	0.6599999999999999	0.6599999999999999
FBCOG398-12	Insecta	Coleoptera	Melyridae	Malachiinae	1	1	1	0.9224
FBCOB789-10	Insecta	Coleoptera	Melyridae	Malachiinae	1	1	1	0.9139
FBCON265-13	Insecta	Coleoptera	Melyridae	Malachiinae	1	1	1	0.9979
GCOL7686-16	Insecta	Coleoptera	Ptiliidae	Ptiliinae	1	1	0.5109	0.5109
FBCOB107-10	Insecta	Coleoptera	Attelabidae	Rhynchitinae	1	1	0.9599000000000001	0.9599000000000001
GCOL6455-16	Insecta	Coleoptera	Cerambycidae	Cerambycinae	1	1	1	0.998
CSP065-09	Insecta	Coleoptera	unk	unk	1	1	0.6565	0.6565
FBCOD916-11	Insecta	Coleoptera	Erotylidae	unk	1	1	0.7804999999999999	0.5316000000000001
GCOL6049-16	Insecta	Coleoptera	Bostrichidae	unk	1	1	0.46830000000000005	0.451
FBCOH309-12	Insecta	Coleoptera	Ciidae	Ciinae	1	1	0.8609000000000001	0.8609000000000001
GBCOD250-13	Insecta	Coleoptera	Ciidae	Ciinae	1	1	0.9991	0.9991
GCOL8682-16	Insecta	Coleoptera	Ciidae	Ciinae	1	1	0.8373	0.8373
GBCOU725-13	Insecta	Coleoptera	Lycidae	unk	1	1	0.9999	0.8803
GBCOF857-13	Insecta	Coleoptera	Tenebrionidae	unk	1	1	0.9997	0.8065
GBCOU1426-13	Insecta	Coleoptera	Elateridae	unk	1	1	1	0.8963
GBCOU720-13	Insecta	Coleoptera	Elateridae	Agrypninae	1	1	1	0.9994
GBCOU2287-13	Insecta	Coleoptera	Elateridae	unk	1	1	1	0.9324
FBCOF284-12	Insecta	Coleoptera	Elateridae	Cardiophorinae	1	1	1	0.6565
GCOL13353-16	Insecta	Coleoptera	Elateridae	Cardiophorinae	1	1	1	0.9994
GBCOU247-13	Insecta	Coleoptera	Elateridae	Elaterinae	1	1	1	0.7901999999999999
GBCOC411-12	Insecta	Coleoptera	Attelabidae	Rhynchitinae	1	1	0.9984999999999999	0.9984999999999999
GBCOU3379-13	Insecta	Coleoptera	Elateridae	Elaterinae	1	1	1	0.7837
FBCOB862-10	Insecta	Coleoptera	Byrrhidae	unk	1	1	0.9277000000000001	0.7769
GCOL1007-16	Insecta	Coleoptera	Elmidae	Elminae	1	1	0.8889	0.8889
FBCOC596-10	Insecta	Coleoptera	Throscidae	dummy_Throscidae	1	1	0.7713	0.7713
FBCOG108-12	Insecta	Coleoptera	Buprestidae	unk	1	1	1	0.7266
GBCOD315-13	Insecta	Coleoptera	Buprestidae	unk	1	1	1	0.6189
FBCOJ715-13	Insecta	Coleoptera	Buprestidae	unk	1	1	1	0.5275
GCOL3788-16	Insecta	Coleoptera	Heteroceridae	Heterocerinae	1	1	0.5272	0.5272
FBCOK289-13	Insecta	Coleoptera	Buprestidae	unk	1	1	0.9727	0.6183
FBCON823-13	Insecta	Coleoptera	Buprestidae	unk	1	1	0.9999	0.9793
GCRU090-18	Insecta	Coleoptera	Heteroceridae	Heterocerinae	1	1	0.6808	0.6808
FBCOC010-10	Insecta	Coleoptera	Buprestidae	unk	1	1	0.9738	0.8992
FBCOO461-13	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	1	1	1	0.999
GCOL4561-16	Insecta	Coleoptera	Histeridae	Histerinae	1	1	1	0.7397
FBCON629-13	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	1	1	0.9473	0.8774000000000001
GCOL6431-16	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	1	1	1	0.9223
FBCOC500-10	Insecta	Coleoptera	Scarabaeidae	unk	1	1	1	0.5574
MYFAB533-11	Insecta	Ephemeroptera	unk	unk	1	1	0.6963999999999999	0.6963999999999999
GBCMI2384-13	Insecta	Coleoptera	Scarabaeidae	Rutelinae	1	1	0.9617	0.5720000000000001
GCOL5887-16	Insecta	Coleoptera	Cantharidae	Cantharinae	1	1	1	0.7016
GCOL10893-16	Insecta	Coleoptera	Curculionidae	Bagoinae	1	1	1	0.9174
GBCOB538-12	Insecta	Coleoptera	Curculionidae	Bagoinae	1	1	1	0.9487000000000001
GBCOU2246-13	Insecta	Coleoptera	Curculionidae	unk	1	1	1	0.9734999999999999
GCOL10385-16	Insecta	Coleoptera	Curculionidae	Entiminae	1	1	1	0.5141
FBCOG1129-12	Insecta	Coleoptera	Curculionidae	unk	1	1	1	0.8724000000000001
FBCOG858-12	Insecta	Coleoptera	Curculionidae	Scolytinae	1	1	1	0.9223
GCOL2841-16	Insecta	Coleoptera	Curculionidae	unk	1	1	1	0.8299000000000001
GCOL11549-16	Insecta	Coleoptera	Curculionidae	unk	1	1	1	0.9063
GCOL10498-16	Insecta	Coleoptera	Brentidae	Apioninae	1	1	1	0.9984999999999999
FBCOK091-13	Insecta	Coleoptera	Curculionidae	unk	1	1	1	0.9475
GBCOU643-13	Insecta	Coleoptera	Curculionidae	unk	1	1	1	0.8299000000000001
GCOL4012-16	Insecta	Coleoptera	Curculionidae	unk	1	1	1	0.7107
GCOL10569-16	Insecta	Coleoptera	Curculionidae	unk	1	1	1	0.7341
GBCOL752-12	Insecta	Coleoptera	Curculionidae	Scolytinae	1	1	1	0.6838
GBMIN47912-17	Insecta	Coleoptera	Brentidae	Apioninae	1	1	1	0.9984999999999999
FBCOP619-13	Insecta	Coleoptera	Curculionidae	unk	1	1	1	0.6002
GCOL476-16	Insecta	Coleoptera	Curculionidae	unk	1	1	1	0.6649999999999999
GBCOU3563-13	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	1	1	1	0.9979
GCOL11682-16	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	1	1	1	0.5683
FBCON197-13	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	1	1	1	0.7494999999999999
FBCOQ215-13	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	1	1	1	0.9979
FBCOC681-10	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	1	1	1	0.9979
GCOL1148-16	Insecta	Coleoptera	Curculionidae	unk	1	1	1	0.7128
FBCOG1050-12	Insecta	Coleoptera	Curculionidae	Scolytinae	1	1	1	0.6782999999999999
GCOL6870-16	Insecta	Coleoptera	Curculionidae	unk	1	1	1	0.6653999999999999
GBCOU2804-13	Insecta	Coleoptera	Curculionidae	Entiminae	1	1	1	0.7803999999999999
GBMNE48179-22	Insecta	Coleoptera	Curculionidae	Entiminae	1	1	1	0.9942
GBCOU2493-13	Insecta	Coleoptera	Curculionidae	Entiminae	1	1	1	0.9942
FBCOP392-13	Insecta	Coleoptera	Curculionidae	Entiminae	1	1	1	0.5312
FBCOD845-11	Insecta	Coleoptera	Cerambycidae	unk	1	1	0.7682	0.48590000000000005
GBCOU1043-13	Insecta	Coleoptera	Cerambycidae	Lamiinae	1	1	0.9607	0.5507000000000001
GCOL619-16	Insecta	Coleoptera	Cerambycidae	Lamiinae	1	1	1	0.718
GCOL6462-16	Insecta	Coleoptera	Scraptiidae	Anaspidinae	1	1	0.8993	0.8993
FBCOF815-12	Insecta	Coleoptera	Scraptiidae	Anaspidinae	1	1	0.8506000000000001	0.8506000000000001
GBCOU1749-13	Insecta	Coleoptera	Megalopodidae	Zeugophorinae	1	1	0.6649999999999999	0.6649999999999999
FBCOD702-11	Insecta	Coleoptera	Heteroceridae	Heterocerinae	1	1	0.37	0.37
GBCOU2661-13	Insecta	Coleoptera	Ptinidae	Eucradinae	1	1	1	0.988
GBCOU1469-13	Insecta	Coleoptera	Nitidulidae	Nitidulinae	1	1	1	0.5455
GMGMN340-14	Insecta	Diptera	Conopidae	unk	1	1	0.9998	0.5923999999999999
GBCOG488-13	Insecta	Coleoptera	Nitidulidae	Meligethinae	1	1	1	0.7116
FBCOB717-10	Insecta	Coleoptera	Staphylinidae	Pselaphinae	1	1	1	0.9814999999999999
FBCOO919-13	Insecta	Coleoptera	unk	unk	1	1	0.5404	0.5404
GCOL1009-16	Insecta	Coleoptera	Hydraenidae	unk	1	1	1	0.5339
FBAQU1023-10	Insecta	Coleoptera	Helophoridae	dummy_Helophoridae	1	1	0.9172	0.9172
GCOL1008-16	Insecta	Coleoptera	Hydraenidae	unk	1	1	1	0.5319
GBCOU2463-13	Insecta	Coleoptera	Scirtidae	Scirtinae	1	1	0.8561000000000001	0.8561000000000001
FBCOG824-12	Insecta	Coleoptera	Dytiscidae	unk	1	1	1	0.7974999999999999
GBCOU1600-13	Insecta	Coleoptera	Carabidae	Carabinae	1	1	1	0.9988
GBCOU2295-13	Insecta	Coleoptera	Carabidae	Carabinae	1	1	1	0.6899
GCOL4066-16	Insecta	Coleoptera	Carabidae	Carabinae	1	1	1	0.505
FBCOD109-11	Insecta	Coleoptera	Carabidae	unk	1	1	1	0.5588000000000001
EUCAR1666-16	Insecta	Coleoptera	Carabidae	unk	1	1	1	0.9336000000000001
FBCOP509-13	Insecta	Coleoptera	Carabidae	unk	1	1	1	0.8478000000000001
FBCOP669-13	Insecta	Coleoptera	Carabidae	unk	1	1	1	0.8476000000000001
FBCOD113-11	Insecta	Coleoptera	Carabidae	unk	1	1	1	0.5333
FBCOE322-12	Insecta	Coleoptera	Carabidae	unk	1	1	1	0.9641
EUCAR1511-16	Insecta	Coleoptera	Carabidae	Harpalinae	1	1	1	0.997
FBCOK190-13	Insecta	Coleoptera	Carabidae	unk	1	1	1	0.9796
GBCOU1779-13	Insecta	Coleoptera	Carabidae	unk	1	1	1	0.5
GBCOU1291-13	Insecta	Coleoptera	Carabidae	unk	1	1	1	0.5
EUCAR346-10	Insecta	Coleoptera	Carabidae	Trechinae	1	1	1	0.9797
FBCOH285-12	Insecta	Coleoptera	Carabidae	unk	1	1	1	0.5
GCOL6309-16	Insecta	Coleoptera	Carabidae	unk	1	1	1	0.5
FBCOD274-11	Insecta	Coleoptera	Dytiscidae	Colymbetinae	1	1	1	0.998
GCOL8278-16	Insecta	Coleoptera	Dytiscidae	unk	1	1	1	0.7997
FBAQU286-09	Insecta	Coleoptera	Dytiscidae	Agabinae	1	1	0.9994	0.6531
GCOL8126-16	Insecta	Coleoptera	Dytiscidae	unk	1	1	0.9395	0.7823999999999999
FBCOD193-11	Insecta	Coleoptera	unk	unk	1	1	0.5601	0.5601
FENHY084-14	Insecta	Coleoptera	Hydrophilidae	Hydrophilinae	1	1	1	0.9983
GCOL8092-16	Insecta	Coleoptera	Hydrophilidae	Sphaeridiinae	1	1	1	0.7916
GCOL8831-16	Insecta	Coleoptera	Hydrochidae	dummy_Hydrochidae	1	1	0.5284	0.5284
GCOL1014-16	Insecta	Coleoptera	unk	unk	1	1	0.6109	0.6109
GCOL12648-16	Insecta	Coleoptera	Leiodidae	Cholevinae	1	1	1	0.8169000000000001
FBCOB683-10	Insecta	Coleoptera	Leiodidae	Cholevinae	1	1	1	0.7976
FBCOB150-10	Insecta	Coleoptera	Leiodidae	Cholevinae	1	1	1	0.7976
CHOLH012-12	Insecta	Coleoptera	Leiodidae	Cholevinae	1	1	1	0.7745
GBCOU3614-13	Insecta	Coleoptera	unk	unk	1	1	0.5243	0.5243
FBCOO508-13	Insecta	Coleoptera	Staphylinidae	unk	1	1	1	0.6218
FBCOI122-12	Insecta	Coleoptera	Staphylinidae	Paederinae	1	1	1	0.9964999999999999
GCOL5195-16	Insecta	Coleoptera	Staphylinidae	Paederinae	1	1	1	0.9964999999999999
FBCOA604-10	Insecta	Coleoptera	Staphylinidae	Paederinae	1	1	1	0.9964999999999999
GBCOF807-13	Insecta	Coleoptera	Staphylinidae	Pselaphinae	1	1	1	0.9048
GBCOB781-12	Insecta	Coleoptera	Staphylinidae	Pselaphinae	1	1	1	0.9801
GCOL9877-16	Insecta	Coleoptera	Staphylinidae	Scydmaeninae	1	1	1	0.9909
FBCOG751-12	Insecta	Coleoptera	Staphylinidae	Scydmaeninae	1	1	1	0.9992
FBCOG002-12	Insecta	Coleoptera	Staphylinidae	Pselaphinae	1	1	1	0.8253
GBCOE009-13	Insecta	Coleoptera	Staphylinidae	unk	1	1	1	0.5908
FBLMT550-09	Insecta	Lepidoptera	Adelidae	Adelinae	1	1	1	0.999
FBLMT558-09	Insecta	Lepidoptera	Adelidae	Nematopogoninae	1	1	1	0.8992
GBLGC234-12	Insecta	Lepidoptera	Drepanidae	Thyatirinae	1	1	1	0.8081
GBLAB259-13	Insecta	Lepidoptera	Geometridae	Larentiinae	1	1	1	0.8942
GBLAC965-13	Insecta	Lepidoptera	Geometridae	Larentiinae	1	1	1	0.9976
ODOPE092-11	Insecta	Lepidoptera	Tortricidae	Tortricinae	1	1	0.9997	0.5893999999999999
GBLAF394-14	Insecta	Lepidoptera	Geometridae	Larentiinae	1	1	1	0.9976
FBLMZ463-12	Insecta	Lepidoptera	Depressariidae	Depressariinae	1	1	1	0.6630999999999999
DEEUR014-11	Insecta	Lepidoptera	Depressariidae	Depressariinae	1	1	1	0.8116000000000001
FBLMU679-09	Insecta	Lepidoptera	Depressariidae	Depressariinae	1	1	1	0.8271000000000001
FBLMZ449-12	Insecta	Lepidoptera	Depressariidae	Hypercalliinae	1	1	1	0.9981
ODOPE787-11	Insecta	Lepidoptera	Crambidae	Acentropinae	1	1	1	0.8430000000000001
GBLAC998-13	Insecta	Lepidoptera	Notodontidae	Notodontinae	1	1	1	0.997
GWORK522-09	Insecta	Lepidoptera	Geometridae	Sterrhinae	1	1	1	0.8605
GWOSI069-10	Insecta	Lepidoptera	Geometridae	unk	1	1	1	0.5069
GBLAD799-14	Insecta	Lepidoptera	Notodontidae	Notodontinae	1	1	1	0.997
FBLMZ620-12	Insecta	Lepidoptera	Epermeniidae	Epermeniinae	1	1	0.9986	0.9986
FBLMU273-09	Insecta	Lepidoptera	Stathmopodidae	dummy_Stathmopodidae	1	1	0.9994	0.9994
FBLMZ320-12	Insecta	Lepidoptera	Crambidae	Pyraustinae	1	1	1	0.917
