ID	class	order	family	subfamily	tribe	Prob_class	Prob_order	Prob_family	Prob_subfamily	Prob_tribe
GWORK634-09	Insecta	Lepidoptera	Geometridae	Sterrhinae	dummy_Sterrhinae	1	1	1	0.7011999999999999	0.7011999999999999
GWOSI061-10	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	1	1	0.9137000000000001	0.8527000000000001	0.4677
GWORQ467-10	Insecta	Lepidoptera	Geometridae	Sterrhinae	dummy_Sterrhinae	1	1	1	0.9958	0.9958
GBLAF788-14	Insecta	Lepidoptera	unk	unk	unk	1	1	0.9554	0.9554	0.9554
GBLAF724-14	Insecta	Lepidoptera	Geometridae	Sterrhinae	dummy_Sterrhinae	1	1	1	0.9958	0.9958
FBLMU688-09	Insecta	Lepidoptera	Oecophoridae	Oecophorinae	dummy_Oecophorinae	1	1	0.9048	0.8857	0.8857
GWOSY001-11	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	1	1	1	0.5799000000000001	0.4061
FBLMS396-09	Insecta	Lepidoptera	unk	unk	unk	1	1	0.9533	0.9533	0.9533
GWOTI788-12	Insecta	Lepidoptera	Geometridae	Sterrhinae	dummy_Sterrhinae	1	1	0.9629	0.9589000000000001	0.9589000000000001
GWOTH893-12	Insecta	Lepidoptera	Geometridae	unk	unk	1	1	0.9977	0.9076000000000001	0.9076000000000001
ODOPE331-11	Insecta	Lepidoptera	Gelechiidae	Anacampsinae	Chelariini	1	1	0.6982999999999999	0.6982999999999999	0.3703
GWORL612-09	Insecta	Lepidoptera	Pyralidae	unk	unk	1	1	0.7262	0.5756000000000001	0.5756000000000001
FBLMS408-09	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	1	1	0.9999	0.5482	0.5482
FBLMS430-09	Insecta	Lepidoptera	Gelechiidae	Anacampsinae	Chelariini	1	1	0.6982999999999999	0.6982999999999999	0.3703
FBLMU340-09	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	1	1	0.9999	0.5496000000000001	0.5496000000000001
FBLMZ209-12	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	1	1	0.9998	0.6307	0.6307
GBGL1735-06	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	1	1	0.9999	0.5482	0.5482
GWORL596-09	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	1	1	0.9999	0.6243	0.6243
ODOPE917-11	Insecta	Lepidoptera	Pyralidae	unk	unk	1	1	0.9996	0.8539000000000001	0.8539000000000001
ODOPE477-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	1	1	0.9999	0.6677	0.6677
FBLMX099-11	Insecta	Lepidoptera	Pyralidae	unk	unk	1	1	0.9999	0.6749999999999999	0.6749999999999999
ODOPE900-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	1	1	0.9999	0.6677	0.6677
FBLMZ070-12	Insecta	Lepidoptera	unk	unk	unk	1	1	0.5644	0.5644	0.5644
FBLMS391-09	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	1	1	0.9999	0.6485	0.6485
ODOPE513-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	1	1	0.9999	0.5482	0.5482
ODOPE890-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	1	1	0.9999	0.6532	0.6532
FBLMW922-10	Insecta	Lepidoptera	Gelechiidae	Anomologinae	dummy_Anomologinae	1	1	0.9413	0.64	0.64
FBLMU354-09	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	1	1	0.9999	0.6243	0.6243
ODOPE898-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	1	1	0.9999	0.6438	0.6438
FBLMZ324-12	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	1	1	0.9999	0.6438	0.6438
ODOPE352-11	Insecta	Lepidoptera	Yponomeutidae	Yponomeutinae	dummy_Yponomeutinae	1	1	0.996	0.996	0.996
GWORL613-09	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	1	1	0.9871	0.5182	0.5182
GWORL283-09	Insecta	Lepidoptera	Yponomeutidae	Yponomeutinae	dummy_Yponomeutinae	1	1	0.996	0.996	0.996
ODOPE354-11	Insecta	Lepidoptera	Yponomeutidae	Yponomeutinae	dummy_Yponomeutinae	1	1	0.996	0.996	0.996
ODOPE564-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	1	1	0.9871	0.5182	0.5182
GMGMR2188-18	Insecta	Lepidoptera	Pyralidae	unk	unk	1	1	0.9997	0.6138	0.6138
ODOPE350-11	Insecta	Lepidoptera	Yponomeutidae	Yponomeutinae	dummy_Yponomeutinae	1	1	0.996	0.996	0.996
ODOPE586-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	1	1	0.9999	0.6532	0.6532
FBLMZ086-12	Insecta	Lepidoptera	Ypsolophidae	unk	unk	1	1	0.9169	0.4652	0.4652
ODOPE479-11	Insecta	Lepidoptera	Gelechiidae	Anacampsinae	Chelariini	1	1	0.6982999999999999	0.6982999999999999	0.3703
FBLMU183-09	Insecta	Lepidoptera	Yponomeutidae	Yponomeutinae	dummy_Yponomeutinae	1	1	0.996	0.996	0.996
FBLMZ094-12	Insecta	Lepidoptera	Ypsolophidae	Ochsenheimeriinae	dummy_Ochsenheimeriinae	1	1	1	0.9994	0.9994
GWORB3307-08	Insecta	Lepidoptera	Geometridae	unk	unk	1	1	0.9530000000000001	0.6800999999999999	0.6800999999999999
ODOPE547-11	Insecta	Lepidoptera	Pyralidae	unk	unk	1	1	0.9994	0.77	0.77
FBLMZ417-12	Insecta	Lepidoptera	Ypsolophidae	unk	unk	1	1	0.9169	0.4652	0.4652
FBLMZ295-12	Insecta	Lepidoptera	Crambidae	Pyraustinae	dummy_Pyraustinae	1	1	1	0.9595	0.9595
FGMLG116-15	Insecta	Lepidoptera	Gelechiidae	unk	unk	1	1	1	0.5641	0.5641
ODOPE117-11	Insecta	Lepidoptera	Gracillariidae	Lithocolletinae	dummy_Lithocolletinae	1	1	1	0.7271	0.7271
FBLMW032-10	Insecta	Lepidoptera	Argyresthiidae	dummy_Argyresthiidae	dummy_Argyresthiidae	1	1	0.9989	0.9989	0.9989
FBLMV346-09	Insecta	Lepidoptera	Argyresthiidae	dummy_Argyresthiidae	dummy_Argyresthiidae	1	1	0.9989	0.9989	0.9989
ODOPE046-11	Insecta	Lepidoptera	Gelechiidae	Anomologinae	dummy_Anomologinae	1	1	0.8621000000000001	0.4992	0.4992
FGMLG317-15	Insecta	Lepidoptera	unk	unk	unk	1	1	0.7616	0.7616	0.7616
FGMLF914-15	Insecta	Lepidoptera	unk	unk	unk	1	1	0.4992	0.4992	0.4992
FGMLG322-15	Insecta	Lepidoptera	unk	unk	unk	1	1	0.7616	0.7616	0.7616
FBLMW235-10	Insecta	Lepidoptera	Tineidae	Perissomasticinae	dummy_Perissomasticinae	1	1	1	0.9554	0.9554
FGMLG300-15	Insecta	Lepidoptera	unk	unk	unk	1	1	0.7616	0.7616	0.7616
FGMLD607-13	Insecta	Lepidoptera	unk	unk	unk	1	1	0.7616	0.7616	0.7616
FBLMW245-10	Insecta	Lepidoptera	Nymphalidae	unk	unk	1	1	1	0.7421	0.7421
FGMLC250-13	Insecta	Lepidoptera	Tineidae	unk	unk	1	1	0.648	0.6454	0.6454
FGMLD617-13	Insecta	Lepidoptera	Tineidae	unk	unk	1	1	0.5405	0.538	0.538
GBLAB1302-14	Insecta	Lepidoptera	unk	unk	unk	1	1	0.8619000000000001	0.8619000000000001	0.8619000000000001
ODOPE043-11	Insecta	Lepidoptera	Tineidae	Tineinae	dummy_Tineinae	1	1	1	0.7314999999999999	0.7314999999999999
ODOPE437-11	Insecta	Lepidoptera	Tineidae	Tineinae	dummy_Tineinae	1	1	0.9264	0.8976000000000001	0.8976000000000001
NEPTP014-13	Insecta	Lepidoptera	unk	unk	unk	1	1	0.6213	0.6213	0.6213
FGMLL842-17	Insecta	Lepidoptera	unk	unk	unk	1	1	0.5	0.5	0.5
FGMLD817-13	Insecta	Lepidoptera	unk	unk	unk	1	1	0.5851999999999999	0.5851999999999999	0.5851999999999999
FBLMU152-09	Insecta	Lepidoptera	Scythrididae	Scythridinae	dummy_Scythridinae	1	1	0.7382	0.7382	0.7382
GWORB3888-14	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	1	1	0.6298	0.5506000000000001	0.4141
FGMLH329-16	Insecta	Lepidoptera	Sesiidae	Sesiinae	unk	1	1	0.8248000000000001	0.7649	0.6637
GWORB2993-08	Insecta	Lepidoptera	Geometridae	Ennominae	unk	1	1	0.46280000000000004	0.462	0.3972
FBLMZ343-12	Insecta	Lepidoptera	unk	unk	unk	1	1	0.644	0.644	0.644
FBLMZ193-12	Insecta	Lepidoptera	Psychidae	Oiketicinae	dummy_Oiketicinae	1	1	1	0.999	0.999
FBLMV638-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	1	1	1	1	0.5093
FBLMW695-10	Insecta	Lepidoptera	Scythrididae	Scythridinae	dummy_Scythridinae	1	1	0.9863	0.9863	0.9863
AMTPC225-15	Insecta	Lepidoptera	Sesiidae	Sesiinae	Synanthedonini	1	1	1	1	0.9994
FBLMV854-09	Insecta	Lepidoptera	Scythrididae	Scythridinae	dummy_Scythridinae	1	1	0.7687	0.7687	0.7687
FBLMT098-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Cochylini	1	1	1	0.9783	0.6848
GWOSY004-11	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	1	1	1	0.9496000000000001	0.5660000000000001
GWOR4085-09	Insecta	Lepidoptera	unk	unk	unk	1	1	0.7341	0.7341	0.7341
GMGMQ4817-18	Insecta	Lepidoptera	Oecophoridae	unk	unk	1	1	0.9295	0.7074999999999999	0.7074999999999999
GWOSA770-10	Insecta	Lepidoptera	Nymphalidae	unk	unk	1	1	0.8155	0.7607	0.7607
FBLMU921-09	Insecta	Lepidoptera	unk	unk	unk	1	1	0.7341	0.7341	0.7341
GBLAB189-13	Insecta	Lepidoptera	unk	unk	unk	1	1	0.7341	0.7341	0.7341
GWORM789-09	Insecta	Lepidoptera	Papilionidae	unk	unk	1	1	0.5172	0.47950000000000004	0.47950000000000004
NEPTA050-13	Insecta	Lepidoptera	Nepticulidae	dummy_Nepticulidae	dummy_Nepticulidae	1	1	0.9482	0.9482	0.9482
GWOSI008-10	Insecta	Lepidoptera	Geometridae	Ennominae	unk	1	1	0.7799999999999999	0.4557	0.2822
GWORR429-10	Insecta	Lepidoptera	Nymphalidae	Satyrinae	unk	1	1	1	0.7847	0.7847
FBLMU690-09	Insecta	Lepidoptera	unk	unk	unk	1	1	0.4777	0.4777	0.4777
GBLAA076-14	Insecta	Lepidoptera	Geometridae	unk	unk	1	1	0.9500000000000001	0.5469	0.5469
FBLMW143-10	Insecta	Lepidoptera	Scythrididae	Scythridinae	dummy_Scythridinae	1	1	0.9977	0.9977	0.9977
FBLMW388-10	Insecta	Lepidoptera	Scythrididae	Scythridinae	dummy_Scythridinae	1	1	0.9977	0.9977	0.9977
NEPTA1526-15	Insecta	Lepidoptera	unk	unk	unk	1	1	0.5076	0.5076	0.5076
GWORM006-09	Insecta	Lepidoptera	unk	unk	unk	1	1	0.9324	0.9324	0.9324
GWOSN925-11	Insecta	Lepidoptera	Geometridae	Ennominae	unk	1	1	0.6810999999999999	0.6801999999999999	0.33819999999999995
FBLMT816-09	Insecta	Lepidoptera	Scythrididae	Scythridinae	dummy_Scythridinae	1	1	0.48610000000000003	0.48610000000000003	0.48610000000000003
GWORL415-09	Insecta	Lepidoptera	Drepanidae	unk	unk	1	1	0.7101	0.5978	0.5978
FBLMT620-09	Insecta	Lepidoptera	Erebidae	Rivulinae	dummy_Rivulinae	1	1	0.7896	0.5046	0.5046
GWOTH291-12	Insecta	Lepidoptera	Geometridae	unk	unk	1	1	0.8941	0.5821999999999999	0.5821999999999999
GWOSP871-11	Insecta	Lepidoptera	Geometridae	unk	unk	1	1	0.9011	0.5852999999999999	0.5852999999999999
GWOTF286-12	Insecta	Lepidoptera	Drepanidae	unk	unk	1	1	0.5497000000000001	0.4517	0.4517
FBLMW130-10	Insecta	Lepidoptera	Depressariidae	unk	unk	1	1	1	0.7924999999999999	0.7924999999999999
FGMLD147-13	Insecta	Lepidoptera	Nolidae	Nolinae	dummy_Nolinae	1	1	0.9648	0.8235	0.8235
FGMLF085-15	Insecta	Lepidoptera	Gelechiidae	Anomologinae	dummy_Anomologinae	1	1	0.9274	0.9246000000000001	0.9246000000000001
GWORA2103-09	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	1	1	1	0.8398000000000001	0.6648
FBLMT395-09	Insecta	Lepidoptera	Oecophoridae	unk	unk	1	1	0.9742999999999999	0.7394999999999999	0.7394999999999999
GMGMP7887-18	Insecta	Lepidoptera	Douglasiidae	Douglasiinae	dummy_Douglasiinae	1	1	1	0.9984	0.9984
FBLMZ718-12	Insecta	Lepidoptera	Tortricidae	unk	unk	1	1	1	0.48680000000000007	0.48680000000000007
FBLMT756-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Cochylini	1	1	1	1	0.9974999999999999
FBLMS339-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	unk	1	1	1	0.9288000000000001	0.774
FBLMT612-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	1	1	1	0.9868	0.9849
FBLMZ247-12	Insecta	Lepidoptera	Tortricidae	Tortricinae	unk	1	1	1	0.6033	0.5288
FBLMV645-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	1	0.8332
FBLMW636-10	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	1	0.5631
FBLMV668-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	1	0.7832999999999999
FBLMS335-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	1	0.8527000000000001
FBLMT048-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Enarmoniini	1	1	1	1	0.8736000000000002
FBLMS158-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	unk	1	1	1	0.6233	0.5973999999999999
FBLMT745-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	0.733	0.6178
FBLMW460-10	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	1	1	1	1	0.9703999999999999
FBLMZ675-12	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	0.8033	0.42230000000000006
FBLMW432-10	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	1	0.8337000000000001
FBLMT052-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Enarmoniini	1	1	1	1	0.7118
FBLMZ232-12	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	1	0.7618
FBLMT289-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	1	1	1	1	0.8938
FBLMX022-11	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	1	0.7143999999999999
FBLMT066-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	1	1	1	1	0.8817
LEFIJ1444-12	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	0.7444	0.3807
FBLMT293-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	1	1	1	1	0.9981
FBLMS345-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	1	0.8443
FBLMW445-10	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	1	0.7691
FBLMT036-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	1	0.8437000000000001
ODOPE087-11	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	1	0.8567000000000001
FBLMZ240-12	Insecta	Lepidoptera	Tortricidae	unk	unk	1	1	1	0.6713999999999999	0.6713999999999999
FBLMV769-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	1	0.6561
FBLMT252-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	1	0.656
FBLMT577-09	Insecta	Lepidoptera	Tortricidae	unk	unk	1	1	1	0.5849	0.5849
FBLMZ388-12	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Olethreutini	1	1	1	0.9083	0.8769000000000001
ODOPE452-11	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	0.8558000000000001	0.8464
FBLMZ667-12	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	1	0.8576000000000001
FBLMT077-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	1	1	1	1	0.9981
FBLMT262-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	1	0.6086
FBLMT160-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	1	1	1	1	0.9981
FBLMS175-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Olethreutini	1	1	1	1	0.9972
FBLMT280-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	1	0.5631
GMGMQ1653-18	Insecta	Lepidoptera	Tortricidae	unk	unk	1	1	1	0.6051	0.6051
FBLMV633-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Olethreutini	1	1	1	1	0.9972
FBLMZ691-12	Insecta	Lepidoptera	Tortricidae	Tortricinae	unk	1	1	0.9784999999999999	0.7707	0.7707
FBLMW640-10	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	1	0.8358000000000001
FBLMW637-10	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	1	1	1	1	0.9981
FBLMS371-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Enarmoniini	1	1	1	1	0.9977
FBLMS161-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Olethreutini	1	1	1	1	0.9207000000000001
FBLMZ243-12	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	1	1	1	1	0.9981
FBLMZ418-12	Insecta	Lepidoptera	Tortricidae	unk	unk	1	1	1	0.7013999999999999	0.7013999999999999
FBLMU878-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Olethreutini	1	1	1	1	0.9972
FBLMU422-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	1	1	1	1	0.7972999999999999
FBLMW672-10	Insecta	Lepidoptera	Tortricidae	Tortricinae	unk	1	1	0.9783999999999999	0.761	0.761
ODOPE464-11	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Olethreutini	1	1	1	1	0.6672999999999999
FBLMW743-10	Insecta	Lepidoptera	Tortricidae	unk	unk	1	1	0.9999	0.7893999999999999	0.7893999999999999
FBLMT274-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	0.9993	0.9051
FBLMT619-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	1	0.6648999999999999
FBLMS331-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	1	0.8760000000000001
FBLMT105-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Cochylini	1	1	0.9999	0.9714999999999999	0.9401
FBLMZ238-12	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	0.9953	0.919
FBLMU212-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	0.9956	0.9179
FBLMT265-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	1	0.6731999999999999
FBLMS360-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Enarmoniini	1	1	1	1	0.9977
GMGMU3219-20	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Olethreutini	1	1	1	1	0.9972
FBLMZ252-12	Insecta	Lepidoptera	Tortricidae	Tortricinae	unk	1	1	1	0.7324999999999999	0.6701999999999999
FBLMT299-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	1	1	1	0.6752999999999999	0.5743
FBLMT071-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	1	1	1	1	0.9981
FBLMS243-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Cochylini	1	1	1	1	0.8180000000000001
FBLMZ273-12	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	0.9887	0.9668
FBLMS278-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Archipini	1	1	1	1	0.6742999999999999
ODOPE326-11	Insecta	Lepidoptera	Tortricidae	Tortricinae	Archipini	1	1	1	1	0.61239999999999994
FBLMZ645-12	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	1	1	1	1	0.7725
FBLMZ239-12	Insecta	Lepidoptera	Tortricidae	Olethreutinae	unk	1	1	1	1	0.7953999999999999
FBLMT181-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Archipini	1	1	1	1	0.61239999999999994
FBLMT190-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	unk	1	1	1	1	0.8401000000000001
FBLMT848-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Cochylini	1	1	1	1	0.7810999999999999
FBLMU736-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Cochylini	1	1	1	1	0.8203
FBLMZ217-12	Insecta	Lepidoptera	Tortricidae	Tortricinae	unk	1	1	0.9863	0.7018	0.5649000000000001
FBLMZ705-12	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Grapholitini	1	1	1	1	0.9679
FBLMV503-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Archipini	1	1	1	1	0.61239999999999994
FBLMS098-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	unk	1	1	1	1	0.6121
FBLMW647-10	Insecta	Lepidoptera	Tortricidae	Tortricinae	Cochylini	1	1	1	1	0.9974999999999999
GMGMP8452-18	Insecta	Lepidoptera	Tortricidae	Tortricinae	Archipini	1	1	1	1	0.5294
FBLMU737-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Cochylini	1	1	1	1	0.8203
FBLMT136-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	unk	1	1	1	1	0.5389
FBLMV694-09	Insecta	Lepidoptera	Tortricidae	unk	unk	1	1	1	0.4552	0.4552
FBLMZ312-12	Insecta	Lepidoptera	Tortricidae	Tortricinae	unk	1	1	1	1	0.6007
FBLMT591-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Cochylini	1	1	1	1	0.8180000000000001
FBLMT778-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Cochylini	1	1	1	1	0.5292
FBLMZ470-12	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Olethreutini	1	1	1	1	0.9972
FBLMZ459-12	Insecta	Lepidoptera	Tortricidae	Tortricinae	Archipini	1	1	1	1	0.6708
FBLMS338-09	Insecta	Lepidoptera	Tortricidae	unk	unk	1	1	1	0.654	0.654
FBLMT056-09	Insecta	Lepidoptera	Tortricidae	unk	unk	1	1	1	0.5956	0.5956
LAK051-19	Insecta	Lepidoptera	Tortricidae	Tortricinae	unk	1	1	1	1	0.7369
FBLMV748-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Cochylini	1	1	1	1	0.9974999999999999
FBLMT125-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Tortricini	1	1	1	1	0.9525
FBLMT124-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Tortricini	1	1	1	1	0.8428000000000001
FBLMZ277-12	Insecta	Lepidoptera	Tortricidae	Tortricinae	unk	1	1	1	1	0.9591000000000001
FBLMT575-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Tortricini	1	1	1	1	0.6843999999999999
GWOTI949-12	Insecta	Lepidoptera	Geometridae	Sterrhinae	dummy_Sterrhinae	1	1	0.7166	0.4746	0.4746
GBLAF728-14	Insecta	Lepidoptera	Geometridae	Sterrhinae	dummy_Sterrhinae	1	1	1	0.6924999999999999	0.6924999999999999
GWOSP869-11	Insecta	Lepidoptera	Geometridae	unk	unk	1	1	0.8941	0.5821999999999999	0.5821999999999999
GWOTD1007-12	Insecta	Lepidoptera	Geometridae	Sterrhinae	dummy_Sterrhinae	1	1	1	0.7643	0.7643
GWOTI854-12	Insecta	Lepidoptera	unk	unk	unk	1	1	0.9942	0.9942	0.9942
GWOSA769-10	Insecta	Lepidoptera	Lasiocampidae	unk	unk	1	1	0.6059	0.4702	0.4702
GBLAF239-14	Insecta	Lepidoptera	Nolidae	Nolinae	dummy_Nolinae	1	1	0.9648	0.8235	0.8235
GWORM288-09	Insecta	Lepidoptera	Geometridae	Larentiinae	unk	1	1	1	1	0.8096000000000001
FBLMS307-09	Insecta	Lepidoptera	Depressariidae	Depressariinae	dummy_Depressariinae	1	1	0.5793	0.42660000000000003	0.42660000000000003
ODOPE633-11	Insecta	Lepidoptera	Geometridae	Larentiinae	unk	1	1	1	0.8873	0.7844999999999999
FBLMW512-10	Insecta	Lepidoptera	Depressariidae	unk	unk	1	1	1	0.5041	0.5041
GWOTL520-13	Insecta	Lepidoptera	Geometridae	unk	unk	1	1	0.9992	0.5372	0.5372
GWOR1679-07	Insecta	Lepidoptera	Geometridae	Larentiinae	unk	1	1	0.9292	0.925	0.7598
GWORU523-10	Insecta	Lepidoptera	Lypusidae	unk	unk	1	1	0.9907	0.7927	0.7927
FBLMW140-10	Insecta	Lepidoptera	Depressariidae	unk	unk	1	1	0.9485	0.5577000000000001	0.5577000000000001
GWORK643-09	Insecta	Lepidoptera	Geometridae	Larentiinae	unk	1	1	0.9513	0.9481	0.8371000000000001
GWORO773-09	Insecta	Lepidoptera	Lasiocampidae	unk	unk	1	1	0.8758000000000001	0.8091	0.8091
GWORU463-10	Insecta	Lepidoptera	unk	unk	unk	1	1	0.3469	0.3469	0.3469
FBLMU073-09	Insecta	Lepidoptera	Erebidae	unk	unk	1	1	0.8909	0.6331	0.6331
GWORM204-09	Insecta	Lepidoptera	Geometridae	unk	unk	1	1	0.5342	0.493	0.493
GWORM015-09	Insecta	Lepidoptera	Geometridae	unk	unk	1	1	1	0.6296	0.6296
FBLMW301-10	Insecta	Lepidoptera	Nolidae	Nolinae	dummy_Nolinae	1	1	1	0.9492	0.9492
GBLAF237-14	Insecta	Lepidoptera	Lasiocampidae	unk	unk	1	1	1	0.6599999999999999	0.6599999999999999
GMGMP3854-18	Insecta	Lepidoptera	Elachistidae	Elachistinae	dummy_Elachistinae	1	1	1	0.893	0.893
GWOTD304-12	Insecta	Lepidoptera	Depressariidae	Depressariinae	dummy_Depressariinae	1	1	0.72	0.48730000000000007	0.48730000000000007
FBLMT747-09	Insecta	Lepidoptera	Depressariidae	Depressariinae	dummy_Depressariinae	1	1	1	0.9987	0.9987
GWOTH895-12	Insecta	Lepidoptera	Geometridae	unk	unk	1	1	0.9977	0.9533	0.9533
GBLAF547-14	Insecta	Lepidoptera	Erebidae	unk	unk	1	1	0.5589000000000001	0.5589000000000001	0.5589000000000001
FBLMW163-10	Insecta	Lepidoptera	Depressariidae	Depressariinae	dummy_Depressariinae	1	1	1	0.8518000000000001	0.8518000000000001
GWORU306-10	Insecta	Lepidoptera	unk	unk	unk	1	1	0.3589	0.3589	0.3589
PHLAH181-12	Insecta	Lepidoptera	Depressariidae	Depressariinae	dummy_Depressariinae	1	1	1	0.9071	0.9071
