ID	class	order	family	subfamily	tribe	genus	Prob_class	Prob_order	Prob_family	Prob_subfamily	Prob_tribe	Prob_genus
GBEPT946-14	Insecta	Odonata	Aeshnidae	Aeshninae	dummy_Aeshninae	Aeshna	1	1	0.5201	0.5201	0.5201	0.5201
FBAQU479-10	Insecta	Odonata	Aeshnidae	Aeshninae	dummy_Aeshninae	Aeshna	1	1	0.9996	0.9996	0.9996	0.9996
GBEPT900-14	Insecta	Odonata	Libellulidae	Leucorrhininae	dummy_Leucorrhininae	Leucorrhinia	1	1	1	0.9438000000000001	0.9438000000000001	0.9438000000000001
FBORT518-13	Insecta	unk	unk	unk	unk	unk	1	0.591	0.591	0.591	0.591	0.591
GBORT775-15	Insecta	Orthoptera	Acrididae	Oedipodinae	Sphingonotini	Sphingonotus	1	0.5348	0.5348	0.5348	0.5348	0.5348
FBORT381-10	Insecta	unk	unk	unk	unk	unk	1	0.5325	0.5325	0.5325	0.5325	0.5325
GBUPS217-14	Insecta	Ephemeroptera	unk	unk	unk	unk	1	1	0.6318	0.6318	0.6318	0.6318
MYFAB528-11	Insecta	Ephemeroptera	unk	unk	unk	unk	1	1	0.5551	0.5551	0.5551	0.5551
NOEPT198-13	Insecta	Plecoptera	Capniidae	dummy_Capniidae	dummy_Capniidae	unk	1	1	1	1	1	0.7664
FBAQU1319-12	Insecta	Plecoptera	Nemouridae	Nemourinae	dummy_Nemourinae	Nemoura	1	1	1	1	1	0.9064
GBEPT2363-15	Insecta	Plecoptera	Nemouridae	Nemourinae	dummy_Nemourinae	unk	1	1	1	1	1	0.5887
GBEPT298-14	Insecta	Plecoptera	Perlodidae	Isoperlinae	dummy_Isoperlinae	Isoperla	1	1	1	0.8247000000000001	0.8247000000000001	0.8247000000000001
GBMNA10992-19	Insecta	Plecoptera	Perlodidae	Perlodinae	dummy_Perlodinae	unk	1	1	1	1	1	0.6296
GBDTA10371-21	Insecta	Diptera	Cecidomyiidae	Winnertziinae	Winnertziini	Winnertzia	1	1	1	0.5428000000000001	0.5428000000000001	0.5428000000000001
GBDTA10487-21	Insecta	Diptera	Cecidomyiidae	Winnertziinae	Winnertziini	Winnertzia	1	1	1	0.5237	0.5237	0.5237
GBDTA10036-21	Insecta	Diptera	Cecidomyiidae	Porricondylinae	unk	unk	1	1	1	1	0.648	0.648
GBDTA10811-21	Insecta	Diptera	Cecidomyiidae	Micromyinae	Aprionini	Aprionus	1	1	1	1	0.5344	0.5344
GBDTA10760-21	Insecta	Diptera	Cecidomyiidae	Micromyinae	Aprionini	Aprionus	1	1	1	1	0.8335	0.8335
GBDTA10814-21	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	unk	1	1	1	1	0.5099	0.5099
MJBRC065-17	Insecta	Diptera	Cecidomyiidae	Porricondylinae	unk	unk	1	1	1	1	0.6595	0.6595
GBMNF27157-22	Insecta	Diptera	Culicidae	Culicinae	unk	unk	1	1	0.9863999999999999	0.9863999999999999	0.8750000000000001	0.8750000000000001
AMTPD2131-15	Insecta	Diptera	Simuliidae	Simuliinae	Prosimuliini	Prosimulium	1	1	1	1	1	0.6987
GMGMR1258-18	Insecta	Diptera	Chloropidae	Oscinellinae	Fiebrigellini	Lasiambia	1	1	1	1	1	0.9993
GMGMP1788-18	Insecta	Diptera	Chloropidae	Oscinellinae	Tricimbini	Tricimba	1	1	1	1	1	0.9987
GMGMJ739-14	Insecta	Diptera	Sarcophagidae	Sarcophaginae	dummy_Sarcophaginae	Blaesoxipha	1	1	1	1	1	0.9566000000000001
AMTPD4518-16	Insecta	Diptera	Syrphidae	Eristalinae	Rhingiini	Cheilosia	1	1	1	1	1	0.9988
CNCNG3012-19	Insecta	Diptera	Syrphidae	Eristalinae	Rhingiini	Pelecocera	1	1	1	1	1	0.8380000000000001
GMGRE2794-13	Insecta	Diptera	Syrphidae	Syrphinae	Syrphini	Chrysotoxum	1	1	1	1	1	0.9992
GMGRD2839-13	Insecta	Diptera	Tachinidae	Dexiinae	Voriini	Campylocheta	1	1	1	1	1	0.9984
AMTPF3492-16	Insecta	Diptera	Tachinidae	Exoristinae	Acemyini	Acemya	1	1	1	1	0.9634999999999999	0.9634999999999999
FBSYR1184-13	Insecta	Diptera	Tachinidae	Exoristinae	Goniini	Gonia	1	1	1	1	1	0.9993
FBCHI034-14	Insecta	Diptera	Tachinidae	Exoristinae	Goniini	Pales	1	1	1	1	1	0.9992
FBSYR1170-13	Insecta	Diptera	Tachinidae	Exoristinae	Blondeliini	Medina	1	1	1	1	1	0.9265
GDIP21677-23	Insecta	Diptera	Tachinidae	Phasiinae	Gymnosomatini	Gymnosoma	1	1	1	1	1	0.9994999999999999
GMGRG4869-13	Insecta	Diptera	Therevidae	Therevinae	dummy_Therevinae	Thereva	1	1	1	1	1	0.8037000000000001
GDIP3555-22	Insecta	Diptera	Chironomidae	Chironominae	Chironomini	Cryptochironomus	1	1	1	1	1	0.9993
GMGRB1052-13	Insecta	Diptera	Chironomidae	Orthocladiinae	dummy_Orthocladiinae	Pseudorthocladius	1	1	1	1	1	0.9989
GMGMQ4639-18	Insecta	Diptera	Ceratopogonidae	Forcipomyiinae	unk	unk	1	1	1	1	0.5638000000000001	0.5638000000000001
GMGRE423-13	Insecta	Diptera	Mycetophilidae	Sciophilinae	dummy_Sciophilinae	Acnemia	1	1	1	1	1	0.9996
FBNE156-13	Insecta	Neuroptera	Chrysopidae	Chrysopinae	Chrysopini	Chrysoperla	1	1	1	1	1	0.9256000000000001
FBNE037-11	Insecta	Neuroptera	Hemerobiidae	Hemerobiinae	dummy_Hemerobiinae	unk	1	1	1	1	1	0.5062
FBNE004-11	Insecta	Neuroptera	Sisyridae	Sisyrinae	dummy_Sisyrinae	Sisyra	1	1	0.9741	0.9741	0.9741	0.9741
GBSBT018-18	Arachnida	unk	unk	unk	unk	unk	1	0.5182	0.5182	0.5182	0.5182	0.5182
BSOIL488-18	Arachnida	unk	unk	unk	unk	unk	1	0.6224	0.6224	0.6224	0.6224	0.6224
FBARB111-11	Arachnida	Araneae	Thomisidae	dummy_Thomisidae	dummy_Thomisidae	Coriarachne	1	1	1	1	1	0.9997
FBARB205-11	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	dummy_Linyphiidae	Savignia	1	1	1	1	1	0.9996
GBBSP1336-15	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	dummy_Linyphiidae	Micrargus	1	1	1	1	1	0.8606000000000001
GBBSP222-15	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	dummy_Linyphiidae	unk	1	1	1	1	1	0.7129
GBBSP1066-15	Arachnida	Araneae	Uloboridae	dummy_Uloboridae	dummy_Uloboridae	Hyptiotes	1	1	0.9999	0.9999	0.9999	0.9999
FBARB269-11	Arachnida	Araneae	Salticidae	dummy_Salticidae	dummy_Salticidae	Heliophanus	1	1	1	1	1	0.801
GBBSP275-15	Arachnida	Araneae	Miturgidae	dummy_Miturgidae	dummy_Miturgidae	Zora	1	1	0.9994999999999999	0.9994999999999999	0.9994999999999999	0.9994999999999999
GBBSP1329-15	Arachnida	Opiliones	Phalangiidae	Oligolophinae	dummy_Oligolophinae	unk	1	0.93	0.93	0.93	0.93	0.93
GMGMW1511-20	Arachnida	unk	unk	unk	unk	unk	1	0.5983999999999999	0.5983999999999999	0.5983999999999999	0.5983999999999999	0.5983999999999999
FBCON177-13	Insecta	Coleoptera	Silphidae	Nicrophorinae	dummy_Nicrophorinae	Nicrophorus	1	1	1	0.9473	0.9473	0.9473
FBCOP226-13	Insecta	Coleoptera	Rhadalidae	Rhadalinae	Aplocnemini	Aplocnemus	1	1	0.7287	0.7287	0.7287	0.7287
GCOL7462-16	Insecta	Coleoptera	Rhadalidae	Rhadalinae	Aplocnemini	Aplocnemus	1	1	0.7416	0.7416	0.7416	0.7416
GCOL6075-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	Byctiscini	Byctiscus	1	1	1	1	0.9997	0.9997
FBCOF603-12	Insecta	Coleoptera	Attelabidae	Rhynchitinae	Rhynchitini	Temnocerus	1	1	1	1	1	0.9998
CSP015-09	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	Triboliini	Tribolium	1	1	1	1	0.9998	0.9998
GBCOU2814-13	Insecta	Coleoptera	Buprestidae	Agrilinae	Agrilini	Agrilus	1	1	1	0.6704999999999999	0.6704999999999999	0.6704999999999999
FBCOK510-13	Insecta	Coleoptera	Buprestidae	Buprestinae	Chrysobothrini	Chrysobothris	1	1	1	1	0.5958	0.5958
GBCOU705-13	Insecta	Coleoptera	Scirtidae	Scirtinae	dummy_Scirtinae	Microcara	1	1	1	1	1	0.9997
GBCOU3446-13	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	Aphodiini	Liothorax	1	1	1	1	1	0.6584
GBCOU1635-13	Insecta	Coleoptera	Scarabaeidae	Cetoniinae	Trichiini	Trichius	1	1	1	1	0.7404999999999999	0.7404999999999999
FBCOF133-12	Insecta	Coleoptera	Leiodidae	Cholevinae	Cholevini	Nargus	1	1	1	1	1	0.9997
FBCOI926-12	Insecta	Coleoptera	Leiodidae	Coloninae	dummy_Coloninae	Colon	1	1	1	0.7282	0.7282	0.7282
GCOL7900-16	Insecta	Coleoptera	Leiodidae	Coloninae	dummy_Coloninae	Colon	1	1	1	0.6694999999999999	0.6694999999999999	0.6694999999999999
GBCOC177-12	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	Apion	1	1	1	1	1	0.9996
GCOL13230-16	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	unk	1	1	1	1	1	0.5
GCOL10893-16	Insecta	Coleoptera	Curculionidae	Bagoinae	dummy_Bagoinae	Bagous	1	1	1	0.8694000000000001	0.8694000000000001	0.8694000000000001
FBCOH525-12	Insecta	Coleoptera	Curculionidae	Scolytinae	Corthylini	Pityophthorus	1	1	1	1	0.9998	0.9998
GBCOL752-12	Insecta	Coleoptera	Curculionidae	Scolytinae	Crypturgini	Crypturgus	1	1	1	1	0.999	0.999
FBCOB707-10	Insecta	Coleoptera	Curculionidae	Scolytinae	Hylurgini	Tomicus	1	1	1	1	1	0.9998
GBCOC071-12	Insecta	Coleoptera	Curculionidae	Scolytinae	Dryocoetini	Dryocoetes	1	1	1	1	0.9996	0.9996
FBCOJ207-12	Insecta	Coleoptera	Curculionidae	Hyperinae	Hyperini	Brachypera	1	1	1	1	1	0.9988
FBCOD564-11	Insecta	Coleoptera	Curculionidae	unk	unk	unk	1	1	1	0.8514	0.8514	0.8514
GCOL12472-16	Insecta	Coleoptera	Curculionidae	Curculioninae	Cionini	Cionus	1	1	1	1	1	0.9466000000000001
GBCOL533-12	Insecta	Coleoptera	Curculionidae	Curculioninae	Rhamphini	Isochnus	1	1	1	1	1	0.9998
FBCOK091-13	Insecta	Coleoptera	Curculionidae	Curculioninae	Rhamphini	unk	1	1	1	1	1	0.6226
FBCOC411-10	Insecta	Coleoptera	Curculionidae	Curculioninae	Tychiini	Tychius	1	1	1	1	1	0.8997
GCOL4999-16	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	Ceutorhynchini	Hadroplontus	1	1	1	1	1	0.889
FBCON614-13	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	Phytobiini	Phytobius	1	1	1	1	1	0.9828
GMGMQ2225-18	Insecta	Coleoptera	Chrysomelidae	Bruchinae	Bruchini	Bruchus	1	1	1	1	1	0.7392
FBCOB336-10	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Alticini	Longitarsus	1	1	1	1	1	0.903
FBCOQ018-13	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Alticini	Longitarsus	1	1	1	1	1	0.893
FBCON308-13	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Galerucini	unk	1	1	1	1	1	0.5039
GBCOU2275-13	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	dummy_Chrysomelinae	Phratora	1	1	1	1	1	0.9996
GBCOU2790-13	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	Clytrini	Smaragdina	1	1	1	1	1	0.9994999999999999
GBCOU1613-13	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	Cryptocephalini	Cryptocephalus	1	1	1	1	1	0.9904999999999999
FBCOD154-11	Insecta	Coleoptera	Carabidae	Scaritinae	Dyschiriini	Dyschirius	1	1	1	1	0.7171	0.7171
FBCOD109-11	Insecta	Coleoptera	Carabidae	Nebriinae	Notiophilini	Notiophilus	1	1	1	1	0.6428	0.6428
GBCOU8583-14	Insecta	Coleoptera	Carabidae	Nebriinae	Notiophilini	Notiophilus	1	1	1	1	0.5922999999999999	0.5922999999999999
GBMIN41213-14	Insecta	Coleoptera	Carabidae	Carabinae	Carabini	Carabus	1	1	1	1	0.9989	0.9989
GBCOU3637-13	Insecta	Coleoptera	Carabidae	Trechinae	Bembidiini	Bembidion	1	1	1	1	1	0.745
FBCOE1293-12	Insecta	Coleoptera	Dytiscidae	Dytiscinae	Dytiscini	Dytiscus	1	1	1	1	0.7031999999999999	0.7031999999999999
FBCOH668-12	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Homalotini	Euryusa	1	1	1	1	1	0.9998
FBCOA105-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Hypocyphtini	Cypha	1	1	1	1	1	0.9994999999999999
GCOL6546-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Anthophagini	unk	1	1	1	1	1	0.5
GCOL6372-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Anthophagini	Anthophagus	1	1	1	1	1	0.81
FBCOA340-10	Insecta	Coleoptera	Staphylinidae	Paederinae	Lathrobiini	Lathrobium	1	1	1	1	1	0.9997
FBCOB717-10	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Brachyglutini	Fagniezia	1	1	1	1	1	0.5956
FBCOA680-10	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Trichonychini	Bibloporus	1	1	1	1	1	0.9994999999999999
GCOL6860-16	Insecta	Coleoptera	Staphylinidae	Scydmaeninae	Stenichnini	Euconnus	1	1	1	1	1	0.9997
GCOL8650-16	Insecta	Coleoptera	Staphylinidae	Scydmaeninae	Stenichnini	Stenichnus	1	1	1	1	1	0.9997
GCOL797-16	Insecta	Coleoptera	Hydrophilidae	Chaetarthriinae	Chaetharthriini	Chaetarthria	1	1	1	1	0.7838999999999999	0.7838999999999999
GCOL893-16	Insecta	Coleoptera	Hydrophilidae	Hydrophilinae	Berosini	Berosus	1	1	1	1	0.9996	0.9996
FBAQU431-10	Insecta	Coleoptera	Hydraenidae	Hydraeninae	dummy_Hydraeninae	Hydraena	1	1	1	0.592	0.592	0.592
FBCOD620-11	Insecta	Coleoptera	Ptiliidae	Ptiliinae	Acrotrichini	Acrotrichis	1	1	1	1	1	0.5308
FBCON506-13	Insecta	Coleoptera	Ciidae	Ciinae	dummy_Ciinae	Cis	1	1	1	1	1	0.9987
GBCOB636-12	Insecta	Coleoptera	Ciidae	Ciinae	dummy_Ciinae	Octotemnus	1	1	1	1	1	0.986
FBCOA826-10	Insecta	Coleoptera	Ciidae	Ciinae	dummy_Ciinae	unk	1	1	1	1	1	0.6600999999999999
GBCOG327-13	Insecta	Coleoptera	Ciidae	Ciinae	dummy_Ciinae	unk	1	1	1	1	1	0.6600999999999999
FBCOC832-10	Insecta	Coleoptera	Ptinidae	Dorcatominae	Dorcatomini	Dorcatoma	1	1	1	1	0.6018	0.6018
GCOL12967-16	Insecta	Coleoptera	Ptinidae	Ptininae	Ptinini	Ptinus	1	1	1	1	1	0.7276
GBCOU1469-13	Insecta	Coleoptera	Nitidulidae	Nitidulinae	dummy_Nitidulinae	Nitidula	1	1	1	1	1	0.9986
GCOL7410-16	Insecta	Coleoptera	Coccinellidae	Coccinellinae	unk	unk	1	1	1	1	0.6008	0.6008
GCOL7574-16	Insecta	Coleoptera	Latridiidae	Latridiinae	dummy_Latridiinae	Cartodere	1	1	1	1	1	0.6679999999999999
GCOL1974-16	Insecta	Coleoptera	Anthicidae	Anthicinae	Anthicini	Stricticollis	1	1	1	1	1	0.978
GCOL630-16	Insecta	Coleoptera	Cerambycidae	Lamiinae	Mesosini	Mesosa	1	1	1	1	0.5066	0.5066
FBCOB813-10	Insecta	Coleoptera	Cryptophagidae	Atomariinae	dummy_Atomariinae	Atomaria	1	1	1	1	1	0.9783
GBCOE448-13	Insecta	Coleoptera	Cryptophagidae	Atomariinae	dummy_Atomariinae	unk	1	1	1	0.9998	0.9998	0.8203
FBCOD1104-11	Insecta	Coleoptera	Megalopodidae	Zeugophorinae	dummy_Zeugophorinae	Zeugophora	1	1	0.6961999999999999	0.6961999999999999	0.6961999999999999	0.6961999999999999
FBCOD591-11	Insecta	Coleoptera	Scraptiidae	Anaspidinae	Anaspidini	Anaspis	1	1	0.9272	0.9272	0.9272	0.9272
FBCOO922-13	Insecta	Coleoptera	Monotomidae	Monotominae	Monotomini	Monotoma	1	1	1	0.9349000000000001	0.9349000000000001	0.9349000000000001
GMGMT1013-20	Insecta	Hymenoptera	Braconidae	unk	unk	unk	1	1	1	0.5364	0.5364	0.5364
NODES053-21	Insecta	Hymenoptera	Braconidae	Aphidiinae	Aphidiini	Aphidius	1	1	1	0.749	0.749	0.749
BCHYM7317-15	Insecta	Hymenoptera	Braconidae	Microgastrinae	dummy_Microgastrinae	Pholetesor	1	1	1	0.765	0.765	0.765
GMGMN904-14	Insecta	Hymenoptera	Braconidae	unk	unk	unk	1	1	1	0.5168	0.5168	0.5168
GMGMP6621-18	Insecta	Hymenoptera	Braconidae	Microgastrinae	dummy_Microgastrinae	Pholetesor	1	1	1	0.59	0.59	0.59
BCHYM7384-15	Insecta	Hymenoptera	Braconidae	Microgastrinae	dummy_Microgastrinae	Pholetesor	1	1	1	0.6756	0.6756	0.6756
GBACU216-12	Insecta	Hymenoptera	Astatidae	dummy_Astatidae	dummy_Astatidae	Dryudella	1	1	1	1	1	0.6632999999999999
GMGME503-14	Insecta	Trichoptera	Hydroptilidae	Orthotrichiinae	dummy_Orthotrichiinae	Orthotrichia	1	1	1	1	1	0.5211
BCHYM2950-14	Insecta	Hymenoptera	Bembicidae	Bembicinae	Bembicini	Argogorytes	1	1	1	1	1	0.6149
HYMAA525-23	Insecta	Hymenoptera	Andrenidae	Andreninae	Andrenini	Andrena	1	1	1	0.9511000000000001	0.9511000000000001	0.9511000000000001
FBAPC325-10	Insecta	Hymenoptera	Andrenidae	Andreninae	Andrenini	Andrena	1	1	1	0.9997	0.9997	0.9997
FBHAP096-09	Insecta	Hymenoptera	Andrenidae	Andreninae	Andrenini	Andrena	1	1	1	0.9111	0.9111	0.9111
FBHAP892-09	Insecta	Hymenoptera	Andrenidae	Andreninae	Andrenini	Andrena	1	1	1	0.9997	0.9997	0.9997
FBAPB432-09	Insecta	Hymenoptera	Apidae	Apinae	unk	unk	1	1	1	1	0.5	0.5
FBAPB522-09	Insecta	Hymenoptera	Apidae	Apinae	Osirini	Epeoloides	1	1	1	1	0.9994999999999999	0.9994999999999999
FBHAP770-09	Insecta	Hymenoptera	Apidae	Apinae	Bombini	Bombus	1	1	1	1	0.6194	0.6194
FBSYM293-10	Insecta	Hymenoptera	Apidae	Apinae	Bombini	Bombus	1	1	1	1	0.7384999999999999	0.7384999999999999
FBAPD620-11	Insecta	Hymenoptera	Apidae	Apinae	Bombini	Bombus	1	1	1	1	0.7523	0.7523
FBHAP441-09	Insecta	Hymenoptera	Apidae	Nomadinae	Nomadini	Nomada	1	1	1	1	0.9585	0.9585
GBACU2332-13	Insecta	Hymenoptera	Apidae	Nomadinae	Nomadini	Nomada	1	1	1	1	0.7374999999999999	0.7374999999999999
FBAPB229-09	Insecta	Hymenoptera	Apidae	Nomadinae	Nomadini	Nomada	1	1	1	1	0.921	0.921
GBACU056-12	Insecta	Hymenoptera	Apidae	Nomadinae	Nomadini	Nomada	1	1	1	1	0.8296000000000001	0.8296000000000001
GMGMB1467-14	Insecta	Hymenoptera	Megachilidae	Megachilinae	Anthidiini	Stelis	1	1	1	1	1	0.9996
GBACU1519-12	Insecta	Hymenoptera	Megachilidae	Megachilinae	Osmiini	Chelostoma	1	1	1	1	1	0.7679
FBAPC363-10	Insecta	Hymenoptera	Megachilidae	Megachilinae	Osmiini	Osmia	1	1	1	1	1	0.6601999999999999
FBAPD120-11	Insecta	Hymenoptera	Megachilidae	Megachilinae	Osmiini	unk	1	1	1	1	1	0.5438000000000001
FBAPC348-10	Insecta	Hymenoptera	Megachilidae	Megachilinae	Megachilini	Coelioxys	1	1	1	1	1	0.9994
FBHAP342-09	Insecta	Hymenoptera	Megachilidae	Megachilinae	Megachilini	Megachile	1	1	1	1	1	0.9994999999999999
FBAPD653-11	Insecta	Hymenoptera	Halictidae	Halictinae	Halictini	Lasioglossum	1	1	1	1	1	0.9814999999999999
GBCHA011-13	Insecta	Hymenoptera	Halictidae	Halictinae	Halictini	Lasioglossum	1	1	1	1	1	0.7239
FBAPD652-11	Insecta	Hymenoptera	Halictidae	Halictinae	Halictini	Lasioglossum	1	1	1	1	1	0.9863999999999999
FBAPB513-09	Insecta	Hymenoptera	Halictidae	unk	unk	unk	1	1	1	0.5064	0.5064	0.5064
GBACU3337-13	Insecta	Hymenoptera	Philanthidae	Philanthinae	Cercerini	Cerceris	1	1	1	1	0.9998	0.9998
BCHYM5121-14	Insecta	Hymenoptera	Philanthidae	Philanthinae	Philanthini	Philanthus	1	1	1	1	0.6392	0.6392
GBMIX3063-16	Insecta	Hymenoptera	Bembicidae	Bembicinae	Bembicini	Argogorytes	1	1	1	1	1	0.8165
FBACA1232-10	Insecta	Hymenoptera	Bembicidae	Bembicinae	Bembicini	Harpactus	1	1	1	1	1	0.8233
BCHYM12252-15	Insecta	Hymenoptera	Bembicidae	Nyssoninae	Nyssonini	Nysson	1	1	1	0.9994	0.9994	0.9994
GBMIN78366-17	Insecta	Hymenoptera	Siricidae	Siricinae	dummy_Siricinae	Xeris	1	1	1	1	1	0.9692
BCHYM11383-15	Insecta	Hymenoptera	Eulophidae	unk	unk	unk	1	1	1	0.6201	0.6201	0.6201
BCHYM2958-14	Insecta	Hymenoptera	unk	unk	unk	unk	1	1	0.5331	0.5331	0.5331	0.5331
FBACB772-11	Insecta	Hymenoptera	Crabronidae	Crabroninae	Crabronini	unk	1	1	1	1	1	0.5
GBACU1511-12	Insecta	Hymenoptera	Crabronidae	dummy_Crabronidae	Larrini	Tachysphex	1	1	1	1	0.8424	0.8424
GBMIX3375-17	Insecta	Hymenoptera	Crabronidae	dummy_Crabronidae	Larrini	Tachysphex	1	1	1	1	0.7526	0.7526
BCHYM400-13	Insecta	Hymenoptera	Crabronidae	dummy_Crabronidae	Larrini	Tachysphex	1	1	1	1	0.7224999999999999	0.7224999999999999
GBACU294-12	Insecta	Hymenoptera	Crabronidae	dummy_Crabronidae	Larrini	Tachysphex	1	1	1	1	0.7526	0.7526
GBMIX2423-15	Insecta	Hymenoptera	Crabronidae	dummy_Crabronidae	Larrini	Tachysphex	1	1	1	1	0.8736000000000002	0.8736000000000002
BCHYM2977-14	Insecta	Hymenoptera	Crabronidae	dummy_Crabronidae	unk	unk	1	1	1	1	0.7038	0.7038
FBACA1191-10	Insecta	Hymenoptera	Crabronidae	dummy_Crabronidae	unk	unk	1	1	1	1	0.6094999999999999	0.6094999999999999
BCHYM11112-15	Insecta	Hymenoptera	Crabronidae	dummy_Crabronidae	Trypoxylini	Trypoxylon	1	1	1	1	0.9998	0.9998
BCHYM6432-15	Insecta	Hymenoptera	Crabronidae	dummy_Crabronidae	Miscophini	Miscophus	1	1	1	1	1	0.8132
FBACB1013-11	Insecta	Hymenoptera	Crabronidae	dummy_Crabronidae	Oxybelini	Oxybelus	1	1	1	1	0.9852	0.9852
GBACU1044-12	Insecta	Hymenoptera	Psenidae	dummy_Psenidae	dummy_Psenidae	Mimesa	1	1	1	1	1	0.8734000000000001
BCHYM6599-15	Insecta	Hymenoptera	Psenidae	dummy_Psenidae	dummy_Psenidae	Psenulus	1	1	1	1	1	0.999
GBMIX762-14	Insecta	Hymenoptera	Psenidae	dummy_Psenidae	dummy_Psenidae	Mimumesa	1	1	1	1	1	0.8230000000000001
FBACA563-10	Insecta	Hymenoptera	Pemphredonidae	Pemphredoninae	dummy_Pemphredoninae	Diodontus	1	1	1	1	0.8872	0.8872
BCHYM6642-15	Insecta	Hymenoptera	Pemphredonidae	Pemphredoninae	Pemphredonini	Passaloecus	1	1	1	1	1	0.8240000000000001
GBACU2034-12	Insecta	Hymenoptera	Pemphredonidae	Pemphredoninae	Pemphredonini	Pemphredon	1	1	1	1	1	0.6761999999999999
FBACA546-10	Insecta	Hymenoptera	Pemphredonidae	Pemphredoninae	Pemphredonini	Pemphredon	1	1	1	1	1	0.9853999999999999
FBACB012-11	Insecta	Hymenoptera	unk	unk	unk	unk	1	1	0.5466000000000001	0.5466000000000001	0.5466000000000001	0.5466000000000001
GMGML907-14	Insecta	Hymenoptera	Dryinidae	Aphelopinae	dummy_Aphelopinae	Aphelopus	1	1	1	0.5186000000000001	0.5186000000000001	0.5186000000000001
FBACA192-10	Insecta	Hymenoptera	Vespidae	Eumeninae	dummy_Eumeninae	Ancistrocerus	1	1	1	1	1	0.8285
FBACA240-10	Insecta	Hymenoptera	Vespidae	Eumeninae	dummy_Eumeninae	Odynerus	1	1	1	1	1	0.9993
GBACU3617-13	Insecta	Hymenoptera	Vespidae	Eumeninae	dummy_Eumeninae	Euodynerus	1	1	1	1	1	0.9991
CNW125-13	Insecta	Hymenoptera	Vespidae	Eumeninae	dummy_Eumeninae	Symmorphus	1	1	1	1	1	0.7769
CNW102-13	Insecta	Hymenoptera	Vespidae	Eumeninae	dummy_Eumeninae	Symmorphus	1	1	1	1	1	0.9325
GBACU232-12	Insecta	Hymenoptera	Vespidae	Eumeninae	dummy_Eumeninae	Eumenes	1	1	1	1	1	0.7419
FBACA358-10	Insecta	Hymenoptera	Vespidae	Vespinae	dummy_Vespinae	Dolichovespula	1	1	1	1	1	0.9348000000000001
FBSYM386-10	Insecta	Hymenoptera	unk	unk	unk	unk	1	1	0.628	0.628	0.628	0.628
BCHYM7896-15	Insecta	Hymenoptera	Ichneumonidae	Orthocentrinae	dummy_Orthocentrinae	Gnathochorisis	1	1	1	1	1	0.8196000000000001
GMGRE2491-13	Insecta	Hymenoptera	Ichneumonidae	Pimplinae	Pimplini	unk	1	1	1	1	1	0.7094999999999999
GMGMP4891-18	Insecta	Hymenoptera	Ichneumonidae	Campopleginae	dummy_Campopleginae	Campoletis	1	1	1	1	1	0.8997
GMGRH2112-13	Insecta	Hymenoptera	Ichneumonidae	Campopleginae	dummy_Campopleginae	Dusona	1	1	1	1	1	0.7309
GMGMJ668-14	Insecta	Hymenoptera	Ichneumonidae	Ctenopelmatinae	dummy_Ctenopelmatinae	unk	1	1	1	1	1	0.5
GMGRC3056-13	Insecta	Hymenoptera	Ichneumonidae	Ctenopelmatinae	dummy_Ctenopelmatinae	Hadrodactylus	1	1	1	1	1	0.9993
GMGRG1440-13	Insecta	Hymenoptera	Ichneumonidae	Tryphoninae	dummy_Tryphoninae	Polyblastus	1	1	1	1	1	0.9988
GBSYM467-12	Insecta	Hymenoptera	Pamphiliidae	Cephalciinae	dummy_Cephalciinae	Cephalcia	1	1	1	1	1	0.9337000000000001
FBSYB1057-12	Insecta	Hymenoptera	Pamphiliidae	Pamphiliinae	dummy_Pamphiliinae	Pamphilius	1	1	1	0.8813	0.8813	0.8813
FBSYB1120-12	Insecta	Hymenoptera	Argidae	Arginae	dummy_Arginae	Arge	1	1	1	0.6337	0.6337	0.6337
GBSYM337-12	Insecta	Hymenoptera	Argidae	Sterictiphorinae	dummy_Sterictiphorinae	unk	1	1	1	1	1	0.6368
