ID	class	order	family	subfamily	genus	species	Prob_class	Prob_order	Prob_family	Prob_subfamily	Prob_genus	Prob_species
GCOL9874-16	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Aleochara	Aleochara_signata	1	1	1	1	1	0.5785
GCOL9875-16	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Cypha	unk	1	1	1	1	0.9511000000000001	0.8
GCOL8084-16	Insecta	Coleoptera	Staphylinidae	unk	unk	unk	1	1	1	0.5670000000000001	0.5670000000000001	0.5670000000000001
GCOL13487-16	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	unk	1	1	1	1	0.5021	0.5021
GCOL13488-16	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	unk	1	1	1	1	0.5021	0.5021
GCOL12941-16	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Gyrophaena	Gyrophaena_strictula	1	1	1	1	1	1
GCOL13482-16	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	unk	1	1	1	1	0.5021	0.5021
GCOL1502-16	Insecta	Coleoptera	Staphylinidae	Oxyporinae	Oxyporus	Oxyporus_rufus	1	1	1	1	1	1
GCOL8075-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Omalium	Omalium_riparium	1	1	1	1	1	1
GCOL8089-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Omalium	unk	1	1	1	1	1	0.6484
GCOL11101-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Phloeostiba	Phloeostiba_lapponica	1	1	1	1	1	0.9858
GCOL886-16	Insecta	Coleoptera	Elmidae	Elminae	unk	unk	1	1	0.8795000000000001	0.8795000000000001	0.7818999999999999	0.7818999999999999
GCOL8723-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	unk	unk	1	1	1	1	0.6097	0.6097
GCOL13043-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Acrolocha	Acrolocha_pliginskii	1	1	1	1	1	1
GCOL2883-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Acrolocha	Acrolocha_pliginskii	1	1	1	1	1	1
GCOL2900-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Acrolocha	Acrolocha_pliginskii	1	1	1	1	1	1
GCOL6243-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Acrolocha	Acrolocha_sulcula	1	1	1	1	1	0.9987
GCOL10524-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Eusphalerum	unk	1	1	1	1	0.9413	0.9413
GCOL1003-16	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	unk	unk	1	1	0.8879	0.8879	0.6568	0.6568
GCOL6599-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Eusphalerum	unk	1	1	1	1	1	0.9789
GCOL9686-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Olophrum	Olophrum_assimile	1	1	1	1	1	1
GCOL4857-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Olophrum	Olophrum_assimile	1	1	1	1	1	1
GCOL12178-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Olophrum	Olophrum_assimile	1	1	1	1	1	1
GCOL9666-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Arpedium	Arpedium_quadrum	1	1	1	1	1	1
GCOL13027-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	unk	unk	1	1	1	1	0.5037	0.5037
GCOL6372-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Anthophagus	Anthophagus_alpinus	1	1	1	1	1	0.9902
GCOL6434-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Anthophagus	Anthophagus_alpinus	1	1	1	1	1	1
GCOL6378-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Anthophagus	Anthophagus_alpinus	1	1	1	1	1	0.9904
GCOL6562-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Anthophagus	unk	1	1	1	1	0.9999	0.8611000000000001
GCOL6546-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Anthophagus	unk	1	1	1	1	0.9999	0.8611000000000001
GCOL3232-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Anthophagus	unk	1	1	1	1	1	0.7830999999999999
GCOL6561-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Anthophagus	unk	1	1	1	1	0.9999	0.8600000000000001
GCOL10523-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Eusphalerum	unk	1	1	1	1	0.9411	0.9411
GCOL8769-16	Insecta	Coleoptera	unk	unk	unk	unk	1	1	0.9238000000000001	0.9238000000000001	0.9238000000000001	0.9238000000000001
GCOL9043-16	Insecta	Coleoptera	Staphylinidae	Paederinae	Lathrobium	Lathrobium_rufipenne	1	1	1	1	1	0.9761
GCOL9872-16	Insecta	Coleoptera	Staphylinidae	Paederinae	Lathrobium	Lathrobium_geminum	1	1	1	1	1	1
GCOL9980-16	Insecta	Coleoptera	Staphylinidae	Paederinae	Lathrobium	Lathrobium_geminum	1	1	1	1	1	1
GCOL11249-16	Insecta	Coleoptera	Staphylinidae	Paederinae	Lathrobium	Lathrobium_quadratum	1	1	1	1	1	0.9288000000000001
GCOL12380-16	Insecta	Coleoptera	Staphylinidae	Paederinae	Lathrobium	Lathrobium_quadratum	1	1	1	1	1	0.9288000000000001
GCOL2866-16	Insecta	Coleoptera	Staphylinidae	Paederinae	Astenus	Astenus_pulchellus	1	1	1	1	1	1
GCOL11022-16	Insecta	Coleoptera	Staphylinidae	Paederinae	Astenus	Astenus_gracilis	1	1	1	1	1	1
GCOL11027-16	Insecta	Coleoptera	Staphylinidae	Paederinae	Astenus	Astenus_gracilis	1	1	1	1	1	1
GCOL8124-16	Insecta	Coleoptera	Staphylinidae	Paederinae	unk	unk	1	1	1	1	0.8126000000000001	0.8126000000000001
GCOL5145-16	Insecta	Coleoptera	Staphylinidae	Paederinae	Rugilus	Rugilus_angustatus	1	1	1	1	1	0.9674999999999999
GCOL12511-16	Insecta	Coleoptera	Staphylinidae	Paederinae	Paederus	unk	1	1	1	1	0.9574	0.9181
GCOL10540-16	Insecta	Coleoptera	Staphylinidae	Paederinae	Paederus	unk	1	1	1	1	0.9574	0.9181
GCOL8236-16	Insecta	Coleoptera	Hydraenidae	Ochthebiinae	Ochthebius	unk	1	1	0.9806	0.9806	0.9806	0.7431
GCOL6554-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Quedius	unk	1	1	1	0.9473	0.9473	0.8966000000000001
GCOL12192-16	Insecta	Coleoptera	Kateretidae	dummy_Kateretidae	unk	unk	1	1	0.9898	0.9898	0.8038000000000001	0.8038000000000001
GCOL6553-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Quedius	unk	1	1	1	0.9473	0.9473	0.8966000000000001
GCOL8474-16	Insecta	Coleoptera	Staphylinidae	Mycetoporinae	Lordithon	unk	1	1	1	1	1	0.9807
GCOL13265-16	Insecta	Coleoptera	Staphylinidae	Mycetoporinae	Mycetoporus	unk	1	1	1	1	0.8558000000000001	0.7049
GCOL13232-16	Insecta	Coleoptera	Staphylinidae	Mycetoporinae	Mycetoporus	unk	1	1	1	1	0.8558000000000001	0.7049
GCOL9986-16	Insecta	Coleoptera	Staphylinidae	Mycetoporinae	Ischnosoma	Ischnosoma_longicorne	1	1	1	1	1	1
GCOL9023-16	Insecta	Coleoptera	Staphylinidae	Tachyporinae	Tachyporus	Tachyporus_pallidus	1	1	1	1	1	1
GCOL12081-16	Insecta	Coleoptera	Cleridae	unk	unk	unk	1	1	0.7188	0.4257	0.4257	0.4257
GCOL4992-16	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Bledius	Bledius_gallicus	1	1	1	1	1	0.645
GCOL2979-16	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Carpelimus	unk	1	1	1	1	0.8168000000000001	0.6294
GCOL8121-16	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Carpelimus	unk	1	1	1	1	0.9390000000000001	0.7366
GCOL3000-16	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Platystethus	unk	1	1	1	1	0.9662	0.8619000000000001
GCOL12845-16	Insecta	Coleoptera	Staphylinidae	Oxytelinae	unk	unk	1	1	1	1	0.9682	0.9682
GCOL7591-16	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Platystethus	unk	1	1	1	1	0.9746	0.8603000000000001
GCOL7590-16	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Platystethus	unk	1	1	1	1	0.9843999999999999	0.8785000000000001
GCOL13044-16	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Aploderus	Aploderus_caelatus	1	1	1	1	1	1
GCOL5656-16	Insecta	Coleoptera	Staphylinidae	Oxytelinae	unk	unk	1	1	1	1	0.8366000000000001	0.8366000000000001
GCOL8650-16	Insecta	Coleoptera	Staphylinidae	Scydmaeninae	Stenichnus	Stenichnus_bicolor	1	1	1	1	1	1
GCOL9106-16	Insecta	Coleoptera	Staphylinidae	Scydmaeninae	unk	unk	1	1	1	1	0.6253	0.6253
GCOL6859-16	Insecta	Coleoptera	Staphylinidae	Scydmaeninae	Euconnus	Euconnus_hirticollis	1	1	1	1	1	1
GCOL9839-16	Insecta	Coleoptera	Staphylinidae	Scydmaeninae	unk	unk	1	1	1	1	0.6043	0.6043
GCOL8623-16	Insecta	Coleoptera	Staphylinidae	Scydmaeninae	Neuraphes	unk	1	1	1	1	0.9959	0.5595
GCOL12613-16	Insecta	Coleoptera	Staphylinidae	Proteininae	Megarthrus	unk	1	1	1	0.7988999999999999	0.71	0.5847
GCOL9199-16	Insecta	Coleoptera	Staphylinidae	Proteininae	Megarthrus	unk	1	1	1	0.7443	0.6624999999999999	0.5467000000000001
GCOL12974-16	Insecta	Coleoptera	Staphylinidae	Proteininae	Proteinus	unk	1	1	1	1	1	0.8075
GCOL12614-16	Insecta	Coleoptera	Staphylinidae	Proteininae	Megarthrus	unk	1	1	1	0.7988999999999999	0.71	0.5847
GCOL6295-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Philonthus	unk	1	1	1	1	1	0.6323
GCOL10990-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Philonthus	Philonthus_varians	1	1	1	1	1	0.7001999999999999
GCOL10984-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Philonthus	Philonthus_varians	1	1	1	1	1	0.7001999999999999
GCOL9695-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Philonthus	Philonthus_laminatus	1	1	1	1	1	0.9997
GCOL2783-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Philonthus	unk	1	1	1	1	1	0.5
GCOL13045-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Philonthus	unk	1	1	1	1	1	0.649
GCOL4568-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Philonthus	unk	1	1	1	1	1	0.9944999999999999
GCOL6098-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Philonthus	unk	1	1	1	1	1	0.9944999999999999
GCOL10119-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Philonthus	unk	1	1	1	1	1	0.9817
GCOL2959-16	Insecta	Coleoptera	Histeridae	unk	unk	unk	1	1	0.5106	0.4904	0.4904	0.4904
GCOL4343-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Platydracus	Platydracus_fulvipes	1	1	1	1	1	1
GCOL3106-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Gabrius	unk	1	1	1	1	1	1
GCOL5642-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Gabrius	unk	1	1	1	1	1	1
GCOL3111-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Gabrius	unk	1	1	1	1	1	1
GCOL13157-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Leptacinus	unk	1	1	1	1	0.5794	0.5449
GCOL13156-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Leptacinus	unk	1	1	1	1	0.6201	0.5487000000000001
GCOL11469-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Leptacinus	unk	1	1	1	1	0.6059	0.5670000000000001
GCOL2878-16	Insecta	Coleoptera	Staphylinidae	Proteininae	unk	unk	1	1	1	0.9047000000000001	0.5351	0.5351
GCOL3094-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Gyrohypnus	Gyrohypnus_atratus	1	1	1	1	1	0.9997
GCOL7973-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Philonthus	unk	1	1	1	1	0.7746000000000001	0.4701
GCOL4191-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Ocypus	Ocypus_fuscatus	1	1	1	1	1	1
GCOL4556-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Ocypus	unk	1	1	1	1	1	0.6433
GCOL2174-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Ocypus	unk	1	1	1	1	1	0.6433
GCOL561-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Tasgius	Tasgius_melanarius	1	1	1	1	1	1
GCOL9236-16	Insecta	Coleoptera	Staphylinidae	Proteininae	Megarthrus	unk	1	1	1	0.7988999999999999	0.71	0.5847
GCOL8733-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Quedius	Quedius_xanthopus	1	1	1	1	1	1
GCOL11803-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Quedius	unk	1	1	1	1	1	1
GCOL2048-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Quedius	unk	1	1	1	1	1	0.7869999999999999
GCOL3086-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Quedius	unk	1	1	1	1	1	0.6529
GCOL13199-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Quedius	Quedius_boops	1	1	1	1	1	1
GCOL2079-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Quedius	unk	1	1	1	1	1	0.9907
GCOL13273-16	Insecta	Coleoptera	Hydraenidae	Ochthebiinae	Ochthebius	unk	1	1	0.904	0.904	0.904	0.7637
GCOL12582-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Quedionuchus	Quedionuchus_plagiatus	1	1	1	1	0.9734999999999999	0.9734999999999999
GCOL8910-16	Insecta	Coleoptera	Hydraenidae	unk	unk	unk	1	1	0.9428000000000001	0.41730000000000006	0.41730000000000006	0.41730000000000006
GCOL7704-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Bisnius	Bisnius_sordidus	1	1	1	1	1	0.7348
GCOL13182-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Bisnius	Bisnius_sordidus	1	1	1	1	1	0.7348
GCOL8728-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Bisnius	Bisnius_subuliformis	1	1	1	1	1	1
GCOL12782-16	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Brachygluta	Brachygluta_fossulata	1	1	1	1	1	1
GCOL9054-16	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Brachygluta	Brachygluta_fossulata	1	1	1	1	0.9501000000000001	0.9501000000000001
GCOL3847-16	Insecta	Coleoptera	Staphylinidae	Pselaphinae	unk	unk	1	1	1	1	0.7876	0.7876
GCOL8658-16	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Bibloporus	unk	1	1	1	1	0.9957	0.6238
GCOL9030-16	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Brachygluta	Brachygluta_fossulata	1	1	1	1	0.9560000000000001	0.9560000000000001
GCOL6861-16	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Bibloplectus	Bibloplectus_ambiguus	1	1	1	1	0.6936	0.6936
GCOL9105-16	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Bibloplectus	Bibloplectus_ambiguus	1	1	1	1	1	1
GCOL9104-16	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Bibloplectus	Bibloplectus_ambiguus	1	1	1	1	1	1
GCOL8649-16	Insecta	Coleoptera	Staphylinidae	Pselaphinae	unk	unk	1	1	1	1	0.9229	0.9229
GCOL9052-16	Insecta	Coleoptera	Staphylinidae	Steninae	Stenus	unk	1	1	1	1	1	0.9065
GCOL8846-16	Insecta	Coleoptera	Staphylinidae	Steninae	Stenus	unk	1	1	1	1	1	0.9849
GCOL8847-16	Insecta	Coleoptera	Staphylinidae	Steninae	Stenus	unk	1	1	1	1	1	0.9878
GCOL9013-16	Insecta	Coleoptera	Staphylinidae	Steninae	Stenus	Stenus_nitens	1	1	1	1	1	1
GCOL9012-16	Insecta	Coleoptera	Staphylinidae	Steninae	Stenus	Stenus_nitens	1	1	1	1	1	1
GCOL2087-16	Insecta	Coleoptera	Staphylinidae	Steninae	Stenus	unk	1	1	1	1	1	1
GCOL2032-16	Insecta	Coleoptera	Staphylinidae	Steninae	Stenus	unk	1	1	1	1	1	1
GCOL8850-16	Insecta	Coleoptera	Staphylinidae	Steninae	Stenus	Stenus_fuscipes	1	1	1	1	1	0.9997
GCOL9117-16	Insecta	Coleoptera	Staphylinidae	Steninae	Stenus	Stenus_assequens	1	1	1	1	1	0.5879
GCOL9091-16	Insecta	Coleoptera	Staphylinidae	Steninae	Stenus	unk	1	1	1	1	1	0.7605
GCOL8063-16	Insecta	Coleoptera	Staphylinidae	Steninae	Stenus	unk	1	1	1	1	1	0.6473
GCOL3151-16	Insecta	Coleoptera	Lycidae	Erotinae	Dictyoptera	Dictyoptera_aurora	1	1	1	1	1	1
GCOL1646-16	Insecta	Coleoptera	Lycidae	Erotinae	Platycis	Platycis_minuta	1	1	1	1	1	1
GCOL1986-16	Insecta	Coleoptera	Lycidae	Erotinae	Platycis	Platycis_minuta	1	1	1	1	1	1
GCOL10221-16	Insecta	Coleoptera	Lycidae	Erotinae	unk	unk	1	1	0.8342	0.45880000000000004	0.4526	0.4526
GCOL7578-16	Insecta	Coleoptera	Cantharidae	unk	unk	unk	1	1	0.7268	0.7268	0.7268	0.7268
GCOL3209-16	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	unk	1	1	1	1	0.9533	0.9533
GCOL7480-16	Insecta	Coleoptera	Tenebrionidae	Alleculinae	unk	unk	1	1	1	1	0.9255	0.9255
GCOL1128-16	Insecta	Coleoptera	Tenebrionidae	unk	unk	unk	1	1	1	0.719	0.719	0.719
GCOL8093-16	Insecta	Coleoptera	Tenebrionidae	unk	unk	unk	1	1	1	0.6305	0.6305	0.6305
GCOL1124-16	Insecta	Coleoptera	Tenebrionidae	unk	unk	unk	1	1	1	0.719	0.719	0.719
GCOL7485-16	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	unk	1	1	1	1	0.7959999999999999	0.7959999999999999
GCOL7482-16	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	unk	1	1	1	1	0.7959999999999999	0.7959999999999999
GCOL3990-16	Insecta	Coleoptera	Tenebrionidae	Alleculinae	unk	unk	1	1	1	1	0.889	0.889
GCOL6056-16	Insecta	Coleoptera	Tenebrionidae	unk	unk	unk	1	1	1	0.44480000000000003	0.44480000000000003	0.44480000000000003
GCOL4154-16	Insecta	Coleoptera	Tenebrionidae	Alleculinae	unk	unk	1	1	1	1	0.8620000000000001	0.8620000000000001
GCOL4086-16	Insecta	Coleoptera	Tenebrionidae	Alleculinae	unk	unk	1	1	1	1	0.889	0.889
GCOL4087-16	Insecta	Coleoptera	Tenebrionidae	Alleculinae	unk	unk	1	1	1	1	0.889	0.889
GCOL6047-16	Insecta	Coleoptera	Tenebrionidae	Alleculinae	Mycetochara	Mycetochara_axillaris	1	1	1	1	1	1
GCOL6048-16	Insecta	Coleoptera	Tenebrionidae	Alleculinae	Mycetochara	Mycetochara_axillaris	1	1	1	1	1	1
GCOL12252-16	Insecta	Coleoptera	Tenebrionidae	Alleculinae	unk	unk	1	1	1	1	0.8632000000000001	0.8632000000000001
GCOL4247-16	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	unk	1	1	1	0.7003999999999999	0.6535	0.6535
GCOL7863-16	Insecta	Coleoptera	Tenebrionidae	Diaperinae	Myrmechixenus	Myrmechixenus_vaporariorum	1	1	1	1	1	0.998
GCOL9965-16	Insecta	Coleoptera	Tenebrionidae	Diaperinae	unk	unk	1	1	1	1	0.9691	0.9691
GCOL3208-16	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	unk	1	1	1	1	0.9525	0.9525
GCOL5802-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	unk	unk	1	1	1	1	0.8205	0.8205
GCOL10931-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	unk	unk	1	1	1	1	0.9842	0.9842
GCOL3207-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	unk	unk	1	1	1	1	0.9842	0.9842
GCOL3810-16	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	unk	1	1	1	1	0.966	0.966
GCOL5779-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	unk	unk	1	1	1	1	0.8300000000000001	0.8300000000000001
GCOL3822-16	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	unk	1	1	1	1	0.966	0.966
GCOL6187-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	unk	unk	1	1	1	1	0.9842	0.9842
GCOL5425-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	Byctiscus	Byctiscus_betulae	1	1	1	1	1	1
GCOL10568-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	Byctiscus	Byctiscus_betulae	1	1	1	1	1	1
GCOL6076-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	Byctiscus	Byctiscus_betulae	1	1	1	1	1	1
GCOL10909-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	Byctiscus	Byctiscus_populi	1	1	1	1	1	1
GCOL10710-16	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	unk	1	1	1	1	0.6839	0.6839
GCOL5780-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	Temnocerus	Temnocerus_nanus	1	1	1	1	1	1
GCOL13050-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	Temnocerus	Temnocerus_nanus	1	1	1	1	1	1
GCOL11739-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	Temnocerus	Temnocerus_longiceps	1	1	1	1	1	0.9416000000000001
GCOL2291-16	Insecta	Coleoptera	Anthicidae	Anthicinae	Stricticollis	Stricticollis_tobias	1	1	1	1	1	1
GCOL11271-16	Insecta	Coleoptera	unk	unk	unk	unk	1	1	0.9087000000000001	0.9087000000000001	0.9087000000000001	0.9087000000000001
GCOL12847-16	Insecta	Coleoptera	Zopheridae	Colydiinae	Orthocerus	Orthocerus_clavicornis	1	1	1	1	1	1
GCOL2948-16	Insecta	Coleoptera	Monotomidae	Monotominae	Monotoma	unk	1	1	1	0.5982999999999999	0.5982999999999999	0.5982999999999999
GCOL243-16	Insecta	Coleoptera	Monotomidae	Monotominae	Monotoma	Monotoma_angusticollis	1	1	1	1	1	1
GCOL9897-16	Insecta	Coleoptera	Cryptophagidae	Atomariinae	Atomaria	Atomaria_basalis	1	1	1	1	1	0.9997
GCOL9243-16	Insecta	Coleoptera	Cryptophagidae	Atomariinae	Atomaria	unk	1	1	1	1	1	0.9282
GCOL8647-16	Insecta	Coleoptera	Cryptophagidae	Atomariinae	Atomaria	unk	1	1	1	1	1	0.8684000000000001
GCOL7886-16	Insecta	Coleoptera	Cryptophagidae	Atomariinae	Atomaria	Atomaria_umbrina	1	1	1	1	1	0.5796000000000001
GCOL8510-16	Insecta	Coleoptera	Cryptophagidae	Atomariinae	Atomaria	unk	1	1	1	1	1	0.6810999999999999
GCOL10714-16	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	unk	1	1	1	1	0.6839	0.6839
GCOL7637-16	Insecta	Coleoptera	Cryptophagidae	Cryptophaginae	Cryptophagus	unk	1	1	1	1	1	1
GCOL1104-16	Insecta	Coleoptera	Erotylidae	Erotylinae	Triplax	unk	1	1	1	1	1	0.9049
GCOL6064-16	Insecta	Coleoptera	Erotylidae	Erotylinae	Triplax	unk	1	1	1	1	1	0.9049
GCOL4034-16	Insecta	Coleoptera	Cerambycidae	Lepturinae	unk	unk	1	1	0.6411	0.6411	0.6123	0.6123
GCOL13004-16	Insecta	Coleoptera	Melandryidae	Melandryinae	Zilora	Zilora_ferruginea	1	1	1	1	1	1
GCOL12703-16	Insecta	Coleoptera	Melandryidae	Melandryinae	Abdera	Abdera_affinis	1	1	1	1	1	0.9868
GCOL5461-16	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	Cryptocephalus	Cryptocephalus_octopunctatus	1	1	1	1	1	0.808
GCOL4276-16	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	Cryptocephalus	unk	1	1	1	1	1	0.9807
GCOL5414-16	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	Cryptocephalus	unk	1	1	1	1	1	0.7907
GCOL3767-16	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	Cryptocephalus	unk	1	1	1	1	1	0.9644999999999999
GCOL2671-16	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	Cryptocephalus	unk	1	1	1	1	1	0.9553
GCOL4271-16	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	Cryptocephalus	unk	1	1	1	1	1	0.9807
GCOL5293-16	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	Cryptocephalus	Cryptocephalus_bipunctatus	1	1	1	1	1	0.973
GCOL5222-16	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	Cryptocephalus	Cryptocephalus_bipunctatus	1	1	1	1	1	0.973
GCOL5221-16	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	Labidostomis	Labidostomis_tridentata	1	1	1	1	1	1
GCOL5298-16	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	Labidostomis	Labidostomis_tridentata	1	1	1	1	1	1
GCOL11341-16	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	Smaragdina	unk	1	1	1	1	1	0.9583
GCOL5299-16	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	Pachybrachis	Pachybrachis_hieroglyphicus	1	1	1	1	1	1
GCOL4049-16	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	Chrysolina	Chrysolina_hyperici	1	1	1	1	1	1
GCOL4048-16	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	Chrysolina	Chrysolina_hyperici	1	1	1	1	1	1
GCOL4020-16	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	Chrysolina	Chrysolina_sanguinolenta	1	1	1	1	1	0.6743999999999999
GCOL4017-16	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	Chrysolina	Chrysolina_sanguinolenta	1	1	1	1	1	0.7119
GCOL4013-16	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	Chrysolina	unk	1	1	1	1	1	0.887
GCOL7962-16	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	Chrysolina	unk	1	1	1	1	1	0.6364
GCOL1776-16	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	Phratora	Phratora_laticollis	1	1	1	1	1	1
GCOL5163-16	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	Phratora	Phratora_laticollis	1	1	1	1	1	1
GCOL5204-16	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	Phratora	Phratora_laticollis	1	1	1	1	1	1
GCOL1766-16	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	Phratora	Phratora_laticollis	1	1	1	1	1	1
GCOL5277-16	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	Phratora	Phratora_laticollis	1	1	1	1	1	1
GCOL1764-16	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	Phratora	Phratora_laticollis	1	1	1	1	1	1
