ID	class	order	family	subfamily	genus	Prob_class	Prob_order	Prob_family	Prob_subfamily	Prob_genus
GBODO142-18	Insecta	Odonata	Aeshnidae	Aeshninae	Aeshna	1	1	0.7603	0.7603	0.7603
GBODO143-18	Insecta	Odonata	Aeshnidae	Aeshninae	Aeshna	1	1	0.9603999999999999	0.9603999999999999	0.9603999999999999
GBODO007-18	Insecta	Odonata	Aeshnidae	Aeshninae	Aeshna	1	1	0.9603999999999999	0.9603999999999999	0.9603999999999999
GBODO045-18	Insecta	Odonata	Aeshnidae	Aeshninae	Aeshna	1	1	1	1	1
GBMIN88537-17	Insecta	Odonata	Aeshnidae	Aeshninae	Aeshna	1	1	1	1	1
GBODO094-18	Insecta	Odonata	Aeshnidae	Aeshninae	Aeshna	1	1	0.9804999999999999	0.9804999999999999	0.9804999999999999
GBEPT945-14	Insecta	Odonata	Aeshnidae	Aeshninae	Aeshna	1	1	0.7603	0.7603	0.7603
GBEPT946-14	Insecta	Odonata	Aeshnidae	Aeshninae	Aeshna	1	1	0.7603	0.7603	0.7603
GBODO149-18	Insecta	Odonata	Aeshnidae	Aeshninae	Aeshna	1	1	0.7603	0.7603	0.7603
GBUPS282-14	Insecta	Odonata	Aeshnidae	Aeshninae	Aeshna	1	1	0.7867	0.7867	0.7867
GBODO128-18	Insecta	Odonata	Aeshnidae	Aeshninae	Aeshna	1	1	0.9804999999999999	0.9804999999999999	0.9804999999999999
GBEPT895-14	Insecta	Odonata	unk	unk	unk	1	0.8908	0.5461	0.5461	0.5461
GBMIX687-14	Insecta	Odonata	Libellulidae	unk	unk	1	1	0.9638	0.5939	0.5939
GBODO036-18	Insecta	Odonata	Libellulidae	Leucorrhininae	Leucorrhinia	1	1	1	0.964	0.964
GBEPT896-14	Insecta	Odonata	unk	unk	unk	1	0.8908	0.5461	0.5461	0.5461
GBEPT931-14	Insecta	Odonata	unk	unk	unk	1	0.9951	0.4257	0.4257	0.4257
GBORT996-15	Insecta	unk	unk	unk	unk	1	0.51	0.51	0.51	0.51
GCOL10507-16	Insecta	Coleoptera	Buprestidae	Buprestinae	Anthaxia	1	1	1	1	0.9
GCOL6045-16	Insecta	Coleoptera	Buprestidae	Buprestinae	unk	1	1	1	1	0.7041999999999999
GCOL10859-16	Insecta	Coleoptera	Buprestidae	Buprestinae	unk	1	1	1	1	0.8243
GCOL1158-16	Insecta	Coleoptera	Buprestidae	Buprestinae	Buprestis	1	1	1	1	1
GCOL005-16	Insecta	Coleoptera	Buprestidae	unk	unk	1	1	1	0.5806	0.5806
GCOL9335-16	Insecta	Coleoptera	Buprestidae	unk	unk	1	1	1	0.5806	0.5806
GCOL7459-16	Insecta	Coleoptera	Histeridae	Abraeinae	Plegaderus	1	1	0.715	0.715	0.715
GCOL1537-16	Insecta	Coleoptera	Buprestidae	Agrilinae	Agrilus	1	1	1	0.9918	0.9918
GCRU090-18	Insecta	Coleoptera	Eucnemidae	unk	unk	1	1	0.5046	0.4959	0.4959
GCOL11601-16	Insecta	Coleoptera	Buprestidae	unk	unk	1	1	1	0.59	0.59
GCOL7064-16	Insecta	Coleoptera	Buprestidae	unk	unk	1	1	1	0.5918	0.5918
GCOL11600-16	Insecta	Coleoptera	Buprestidae	unk	unk	1	1	1	0.59	0.59
GCRU091-18	Insecta	Coleoptera	Eucnemidae	unk	unk	1	1	0.5046	0.4959	0.4959
GCOL13397-16	Insecta	Coleoptera	Buprestidae	unk	unk	1	1	1	0.59	0.59
GCOL4127-16	Insecta	Coleoptera	Buprestidae	unk	unk	1	1	1	0.6303	0.6303
GCOL2958-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Atrecus	1	1	0.7232999999999999	0.5813999999999999	0.4908
GCOL448-16	Insecta	Coleoptera	Dermestidae	Dermestinae	Dermestes	1	1	1	0.5622	0.5622
GCOL552-16	Insecta	Coleoptera	Dermestidae	Dermestinae	Dermestes	1	1	1	0.9999	0.9999
GCOL12083-16	Insecta	Coleoptera	Dermestidae	Dermestinae	Dermestes	1	1	1	1	1
GCOL2919-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	unk	1	1	0.9453	0.9453	0.7094999999999999
GCOL11471-16	Insecta	Coleoptera	Dermestidae	Attageninae	Attagenus	1	1	1	0.9998	0.9998
GCOL11622-16	Insecta	Coleoptera	Dermestidae	Dermestinae	Dermestes	1	1	1	0.5622	0.5622
GCOL3019-16	Insecta	Coleoptera	Dermestidae	Megatominae	Megatoma	1	1	1	1	0.9764999999999999
GCOL10891-16	Insecta	Coleoptera	Dermestidae	unk	unk	1	1	0.9069	0.7599	0.7599
GCOL11644-16	Insecta	Coleoptera	Dermestidae	Dermestinae	Dermestes	1	1	1	0.5622	0.5622
GCOL8694-16	Insecta	Coleoptera	Dermestidae	Megatominae	Anthrenus	1	1	1	1	0.8687000000000001
GCOL6671-16	Insecta	Coleoptera	Elmidae	Elminae	unk	1	1	0.4474	0.4474	0.40790000000000004
GCOL2956-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	unk	1	1	0.9453	0.9453	0.7094999999999999
GCOL2939-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	unk	1	1	0.9453	0.9453	0.7094999999999999
GCOL822-16	Insecta	Coleoptera	Elmidae	Elminae	unk	1	1	0.7538	0.7538	0.6028
GCOL7546-16	Insecta	Coleoptera	Cerambycidae	Spondylidinae	unk	1	1	0.7243999999999999	0.7243999999999999	0.6418
GCOL2959-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Atrecus	1	1	0.7232999999999999	0.5813999999999999	0.4908
GCOL2934-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Atrecus	1	1	0.7232999999999999	0.5813999999999999	0.4908
GCOL1059-16	Insecta	Coleoptera	Cantharidae	Cantharinae	Rhagonycha	1	1	1	1	0.9999
GCOL7456-16	Insecta	Coleoptera	Cantharidae	Cantharinae	Rhagonycha	1	1	1	1	0.9999
GCOL5886-16	Insecta	Coleoptera	Cantharidae	Cantharinae	Cantharis	1	1	1	1	1
GCOL5887-16	Insecta	Coleoptera	Cantharidae	Cantharinae	Cantharis	1	1	1	1	1
GCOL5879-16	Insecta	Coleoptera	Cantharidae	Cantharinae	Cantharis	1	1	1	1	1
GCOL3968-16	Insecta	Coleoptera	Cantharidae	Cantharinae	Cantharis	1	1	1	1	1
GCOL3969-16	Insecta	Coleoptera	Cantharidae	Cantharinae	unk	1	1	1	0.9994999999999999	0.9384
GCOL7201-16	Insecta	Coleoptera	Cantharidae	unk	unk	1	1	0.5214	0.4966	0.4966
GCOL10547-16	Insecta	Coleoptera	Cantharidae	Malthininae	Malthodes	1	1	1	1	1
GCOL5726-16	Insecta	Coleoptera	Cantharidae	Malthininae	Malthodes	1	1	1	0.9999	0.9008
GCOL10116-16	Insecta	Coleoptera	Cantharidae	unk	unk	1	1	0.5214	0.4966	0.4966
GCOL6813-16	Insecta	Coleoptera	Staphylinidae	Aleocharinae	unk	1	1	0.8366000000000001	0.8366000000000001	0.6378
GCOL935-16	Insecta	Coleoptera	Elmidae	Elminae	unk	1	1	0.7538	0.7538	0.6028
GCOL7574-16	Insecta	Coleoptera	Latridiidae	Latridiinae	Cartodere	1	1	1	1	0.9998
GCOL8712-16	Insecta	Coleoptera	Latridiidae	Corticariinae	Melanophthalma	1	1	1	1	1
GCOL6940-16	Insecta	Coleoptera	Latridiidae	Corticariinae	Melanophthalma	1	1	1	1	1
GCOL12873-16	Insecta	Coleoptera	Latridiidae	Corticariinae	Corticaria	1	1	1	1	1
GCOL8003-16	Insecta	Coleoptera	Latridiidae	Corticariinae	Migneauxia	1	1	1	1	1
GCOL1119-16	Insecta	Coleoptera	Mycetophagidae	Mycetophaginae	Mycetophagus	1	1	1	1	1
GCOL8768-16	Insecta	Coleoptera	Staphylinidae	Oxyporinae	Oxyporus	1	1	1	0.5679000000000001	0.5679000000000001
GCOL7061-16	Insecta	Coleoptera	unk	unk	unk	1	1	0.6789999999999999	0.6789999999999999	0.6789999999999999
GCOL7059-16	Insecta	Coleoptera	unk	unk	unk	1	1	0.6789999999999999	0.6789999999999999	0.6789999999999999
GCOL1309-16	Insecta	Coleoptera	Staphylinidae	Staphylininae	Quedius	1	1	0.6861999999999999	0.6861999999999999	0.6861999999999999
GCOL1100-16	Insecta	Coleoptera	Melandryidae	Melandryinae	Abdera	1	1	0.3925	0.3925	0.3925
GCOL6193-16	Insecta	Coleoptera	Tetratomidae	Hallomeninae	Hallomenus	1	1	1	0.5272	0.5272
GCOL6928-16	Insecta	Coleoptera	Melandryidae	Melandryinae	unk	1	1	0.9889	0.9889	0.7652
GCOL6977-16	Insecta	Coleoptera	Melandryidae	Melandryinae	unk	1	1	0.9889	0.9889	0.7652
GCOL6978-16	Insecta	Coleoptera	Melandryidae	Melandryinae	unk	1	1	0.9889	0.9889	0.7652
GCOL6116-16	Insecta	Coleoptera	Melandryidae	Melandryinae	Abdera	1	1	0.3925	0.3925	0.3925
GCOL7955-16	Insecta	Coleoptera	Zopheridae	Colydiinae	unk	1	1	0.4237	0.4237	0.4237
GCOL8634-16	Insecta	Coleoptera	unk	unk	unk	1	1	0.6886	0.6886	0.6886
GCOL10583-16	Insecta	Coleoptera	Megalopodidae	Zeugophorinae	Zeugophora	1	1	1	1	1
GCOL6148-16	Insecta	Coleoptera	Scraptiidae	Anaspidinae	Anaspis	1	1	0.9882	0.9882	0.9882
GCOL6614-16	Insecta	Coleoptera	Scraptiidae	Anaspidinae	Anaspis	1	1	0.9969	0.9969	0.9969
GCOL3200-16	Insecta	Coleoptera	Scraptiidae	Anaspidinae	Anaspis	1	1	0.9882	0.9882	0.9882
GCOL12481-16	Insecta	Coleoptera	Scraptiidae	Anaspidinae	Anaspis	1	1	0.7088	0.7088	0.7088
GCOL11568-16	Insecta	Coleoptera	Scraptiidae	Anaspidinae	Anaspis	1	1	0.7041	0.7041	0.7041
GCOL6462-16	Insecta	Coleoptera	Scraptiidae	Anaspidinae	Anaspis	1	1	0.9969	0.9969	0.9969
GCOL11450-16	Insecta	Coleoptera	Scraptiidae	Anaspidinae	Anaspis	1	1	0.7219	0.7219	0.7219
GCOL11567-16	Insecta	Coleoptera	Scraptiidae	Anaspidinae	Anaspis	1	1	0.5472	0.5472	0.5472
GCOL7609-16	Insecta	Coleoptera	Scraptiidae	Anaspidinae	Anaspis	1	1	0.9662	0.9662	0.9662
GCOL6147-16	Insecta	Coleoptera	Scraptiidae	Anaspidinae	Anaspis	1	1	0.9882	0.9882	0.9882
GCOL7524-16	Insecta	Coleoptera	Scraptiidae	Anaspidinae	Anaspis	1	1	1	1	1
GCOL3507-16	Insecta	Coleoptera	unk	unk	unk	1	1	0.6508	0.6508	0.6508
GCOL337-16	Insecta	Coleoptera	Scraptiidae	Anaspidinae	Anaspis	1	1	0.9882	0.9882	0.9882
GCOL7060-16	Insecta	Coleoptera	unk	unk	unk	1	1	0.6789999999999999	0.6789999999999999	0.6789999999999999
GCOL9556-16	Insecta	Coleoptera	Cryptophagidae	unk	unk	1	1	0.6228	0.6228	0.6228
GCOL9965-16	Insecta	Coleoptera	Tenebrionidae	Diaperinae	unk	1	1	1	1	0.98739999999999994
GCOL12850-16	Insecta	Coleoptera	Zopheridae	Colydiinae	Orthocerus	1	1	1	1	1
GCOL4328-16	Insecta	Coleoptera	Oedemeridae	Calopodinae	Calopus	1	1	1	1	1
GCOL6643-16	Insecta	Coleoptera	Oedemeridae	Oedemerinae	Oedemera	1	1	1	1	1
GCOL6642-16	Insecta	Coleoptera	Oedemeridae	Oedemerinae	Oedemera	1	1	1	1	1
GCOL10184-16	Insecta	Coleoptera	Oedemeridae	Oedemerinae	Chrysanthia	1	1	0.9535	0.9535	0.5519000000000001
GCOL2291-16	Insecta	Coleoptera	Anthicidae	Anthicinae	Stricticollis	1	1	1	1	1
GCOL8774-16	Insecta	Coleoptera	Pythidae	dummy_Pythidae	Pytho	1	1	1	1	1
GCOL8773-16	Insecta	Coleoptera	Pythidae	dummy_Pythidae	Pytho	1	1	1	1	1
GCOL1072-16	Insecta	Coleoptera	Melandryidae	Melandryinae	Abdera	1	1	1	1	0.9709
GCOL2954-16	Insecta	Coleoptera	Monotomidae	Monotominae	Monotoma	1	1	1	0.7336	0.7336
GCOL243-16	Insecta	Coleoptera	Monotomidae	Monotominae	Monotoma	1	1	1	1	1
GCOL3277-16	Insecta	Coleoptera	Monotomidae	Monotominae	Monotoma	1	1	1	1	1
GCOL12237-16	Insecta	Coleoptera	Coccinellidae	Coccinellinae	Hyperaspis	1	1	1	1	0.8978
GCOL1107-16	Insecta	Coleoptera	Coccinellidae	Coccinellinae	Hyperaspis	1	1	1	1	0.8978
GCOL11289-16	Insecta	Coleoptera	Coccinellidae	Coccinellinae	Coccinella	1	1	1	1	1
GCOL10362-16	Insecta	Coleoptera	Coccinellidae	Coccinellinae	Scymnus	1	1	1	1	0.9574
GCOL13036-16	Insecta	Coleoptera	unk	unk	unk	1	1	0.5031	0.5031	0.5031
GCOL13151-16	Insecta	Coleoptera	unk	unk	unk	1	1	0.5076	0.5076	0.5076
GCOL13035-16	Insecta	Coleoptera	unk	unk	unk	1	1	0.5031	0.5031	0.5031
GCOL8542-16	Insecta	Coleoptera	unk	unk	unk	1	1	0.6703999999999999	0.6703999999999999	0.6703999999999999
GCOL7921-16	Insecta	Coleoptera	Clambidae	Clambinae	Clambus	1	1	0.8962	0.8962	0.8962
GCOL8172-16	Insecta	Coleoptera	Silvanidae	unk	unk	1	1	0.7454	0.6441	0.6441
GCOL2640-16	Insecta	Coleoptera	Silvanidae	unk	unk	1	1	0.5737000000000001	0.396	0.396
GCOL8457-16	Insecta	Coleoptera	Chrysomelidae	Galerucinae	unk	1	1	1	1	0.5012
GCOL2663-16	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Neocrepidodera	1	1	1	1	0.89
GCOL12854-16	Insecta	Coleoptera	Silvanidae	Brontinae	unk	1	1	1	0.9717	0.6322
GCOL7477-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.5992999999999999
GCOL11309-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.9092
GCOL12559-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.9244
GCOL7770-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.7517
GCOL9168-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.9088
GCOL12497-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.8508000000000001
GCOL12489-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.8555
GCOL11925-16	Insecta	Coleoptera	Brentidae	Apioninae	Taeniapion	1	1	1	1	0.5058
GCOL12842-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.612
GCOL10084-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.7642
GCOL5048-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.8077000000000001
GBMIN47897-17	Insecta	Coleoptera	Brentidae	Apioninae	Eutrichapion	1	1	1	1	1
GCOL7513-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.5992999999999999
GCOL5027-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.8077000000000001
GCOL8616-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.8077000000000001
GCOL11124-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.8508000000000001
GCOL10085-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.7642
GBMIN47930-17	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.9244
GCOL11213-16	Insecta	Coleoptera	Brentidae	Apioninae	Oxystoma	1	1	1	1	0.5134
GCOL5000-16	Insecta	Coleoptera	Brentidae	Apioninae	Ischnopterapion	1	1	1	1	0.8138000000000001
GBMNE48137-22	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.7686000000000001
GCOL7804-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.5992999999999999
GCOL11336-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.9784999999999999
GBMNE48155-22	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.8508000000000001
GBMNE48136-22	Insecta	Coleoptera	Brentidae	Apioninae	Cyanapion	1	1	1	1	1
GBMNE48073-22	Insecta	Coleoptera	Brentidae	Apioninae	Cyanapion	1	1	1	1	1
GCOL11530-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.8555
GBMIN47912-17	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.8507000000000001
GCOL12495-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.8555
GCOL2782-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.8077000000000001
GBMNE48156-22	Insecta	Coleoptera	Brentidae	Apioninae	Ischnopterapion	1	1	1	1	1
GCOL5036-16	Insecta	Coleoptera	Brentidae	Apioninae	Ischnopterapion	1	1	1	1	0.8138000000000001
GBMNE48157-22	Insecta	Coleoptera	Brentidae	Apioninae	Stenopterapion	1	1	1	1	1
GCOL7100-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.8509000000000001
GCOL6130-16	Insecta	Coleoptera	Brentidae	Apioninae	Protapion	1	1	1	1	0.9756
GCOL12469-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.5829
GCOL8617-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.8077000000000001
GCOL7101-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.8465
GCOL11205-16	Insecta	Coleoptera	Brentidae	Apioninae	Apion	1	1	1	1	1
GBMNE48132-22	Insecta	Coleoptera	Brentidae	Apioninae	Apion	1	1	1	1	1
GBMNE48131-22	Insecta	Coleoptera	Brentidae	Apioninae	Apion	1	1	1	1	1
GBMNE47875-22	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.7824999999999999
GCOL11587-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.7531
GCOL11527-16	Insecta	Coleoptera	Brentidae	Apioninae	Protapion	1	1	1	1	1
GCOL11967-16	Insecta	Coleoptera	Brentidae	Apioninae	Protapion	1	1	1	1	1
GBMIN47941-17	Insecta	Coleoptera	Brentidae	Apioninae	Protapion	1	1	1	1	1
GBMNE48014-22	Insecta	Coleoptera	Brentidae	Apioninae	Protapion	1	1	1	1	1
GCOL11520-16	Insecta	Coleoptera	Brentidae	Apioninae	Protapion	1	1	1	1	1
GCOL11670-16	Insecta	Coleoptera	Brentidae	Apioninae	Protapion	1	1	1	1	0.9993
GCOL10950-16	Insecta	Coleoptera	Brentidae	Apioninae	Protapion	1	1	1	1	0.9756
GCOL13225-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.5727000000000001
GBMNE48067-22	Insecta	Coleoptera	Brentidae	Apioninae	Perapion	1	1	1	1	1
GCOL10365-16	Insecta	Coleoptera	Brentidae	Apioninae	Perapion	1	1	1	1	0.9991
GBMIN47951-17	Insecta	Coleoptera	Brentidae	Apioninae	Perapion	1	1	1	1	0.8557000000000001
GCOL7054-16	Insecta	Coleoptera	Brentidae	Apioninae	Perapion	1	1	1	1	0.9992
GCOL11453-16	Insecta	Coleoptera	Brentidae	Apioninae	Perapion	1	1	1	1	0.8653000000000001
GCOL12501-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.6114999999999999
GCOL10498-16	Insecta	Coleoptera	Brentidae	Apioninae	Perapion	1	1	1	1	0.8653000000000001
GCOL11785-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.8411000000000001
GCOL8048-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.5304
GCOL11517-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.8500000000000001
GCOL7785-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.8059000000000001
GCOL2021-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	1
GCOL2833-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	1
GCOL2042-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	1
GCOL2043-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	1
GCOL5483-16	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.6234
GBMIN47950-17	Insecta	Coleoptera	Brentidae	Apioninae	unk	1	1	1	1	0.6199
GCOL9427-16	Insecta	Coleoptera	Phalacridae	Phalacrinae	Olibrus	1	1	1	1	1
GCOL9428-16	Insecta	Coleoptera	Phalacridae	Phalacrinae	Olibrus	1	1	1	1	1
GCOL2428-16	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Aphthona	1	1	1	1	0.6847
GCOL2425-16	Insecta	Coleoptera	Chrysomelidae	Galerucinae	unk	1	1	1	1	0.8420000000000001
GCOL6941-16	Insecta	Coleoptera	Nitidulidae	Meligethinae	Lamiogethes	1	1	1	1	0.7748
GCOL7028-16	Insecta	Coleoptera	Nitidulidae	Meligethinae	unk	1	1	1	1	0.7764
GCOL11473-16	Insecta	Coleoptera	Nitidulidae	Meligethinae	unk	1	1	1	0.9999	0.9148000000000001
GCOL8129-16	Insecta	Coleoptera	Nitidulidae	Meligethinae	Meligethes	1	1	1	1	0.9122
GCOL6798-16	Insecta	Coleoptera	Nitidulidae	Meligethinae	unk	1	1	1	1	0.8977
GCOL7027-16	Insecta	Coleoptera	Nitidulidae	Meligethinae	unk	1	1	1	1	0.7970999999999999
GCOL10954-16	Insecta	Coleoptera	Nitidulidae	Meligethinae	unk	1	1	1	1	0.7898999999999999
GCOL5651-16	Insecta	Coleoptera	Nitidulidae	Meligethinae	Pria	1	1	1	1	1
GCOL10948-16	Insecta	Coleoptera	Nitidulidae	Meligethinae	unk	1	1	1	1	0.7534
GCOL13399-16	Insecta	Coleoptera	Nitidulidae	Meligethinae	unk	1	1	1	1	0.9237000000000001
GCOL8429-16	Insecta	Coleoptera	Nitidulidae	Meligethinae	Lamiogethes	1	1	1	1	1
GCOL13400-16	Insecta	Coleoptera	Nitidulidae	Meligethinae	unk	1	1	1	1	0.9068
GCOL6942-16	Insecta	Coleoptera	Nitidulidae	Meligethinae	Lamiogethes	1	1	1	1	0.8874
GCOL12810-16	Insecta	Coleoptera	Nitidulidae	Epuraeinae	Epuraea	1	1	1	0.9648	0.9648
GCOL6088-16	Insecta	Coleoptera	Nitidulidae	Epuraeinae	Epuraea	1	1	1	1	1
GCOL12811-16	Insecta	Coleoptera	Nitidulidae	Epuraeinae	Epuraea	1	1	1	0.9648	0.9648
GCOL12205-16	Insecta	Coleoptera	Nitidulidae	Nitidulinae	Omosita	1	1	1	1	1
GCOLB001-17	Insecta	Coleoptera	Nitidulidae	unk	unk	1	1	1	0.6567000000000001	0.6567000000000001
GCOL9401-16	Insecta	Coleoptera	Nitidulidae	Nitidulinae	Nitidula	1	1	1	1	1
GCOL6052-16	Insecta	Coleoptera	Nitidulidae	Cryptarchinae	unk	1	1	1	1	0.5673
GCOL6143-16	Insecta	Coleoptera	Melyridae	Dasytinae	Dasytes	1	1	0.4692	0.4611	0.4471
GCOL1004-16	Insecta	Coleoptera	unk	unk	unk	1	1	0.7557	0.7557	0.7557
GCOL12192-16	Insecta	Coleoptera	Kateretidae	dummy_Kateretidae	unk	1	1	1	1	0.8432000000000001
GCOL5479-16	Insecta	Coleoptera	Kateretidae	dummy_Kateretidae	unk	1	1	1	1	0.8390000000000001
GCOL10537-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Phyllodrepa	1	1	1	1	0.9749
GCOL3822-16	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	1	1	0.8384	0.8384	0.7171
GCOL4086-16	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	1	1	1	0.5775	0.5422
GCOL3990-16	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	1	1	1	0.5775	0.5422
GCOL1128-16	Insecta	Coleoptera	Tenebrionidae	unk	unk	1	1	1	0.5214	0.5214
GCOL8093-16	Insecta	Coleoptera	Tenebrionidae	unk	unk	1	1	1	0.4292	0.4292
GCOL6056-16	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	1	1	1	0.98	0.9652
GCOL7480-16	Insecta	Coleoptera	Tenebrionidae	Alleculinae	unk	1	1	1	0.7850999999999999	0.7273
GCOL3208-16	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	1	1	0.8381000000000001	0.8381000000000001	0.7016
GCOL12252-16	Insecta	Coleoptera	Tenebrionidae	Alleculinae	unk	1	1	1	0.6711999999999999	0.5801
GCOL4247-16	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	1	1	1	0.8247000000000001	0.8229000000000001
GCOL1136-16	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	1	1	1	0.5788000000000001	0.5465
GCOL1509-16	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	1	1	1	0.5775	0.5422
GCOL4154-16	Insecta	Coleoptera	Tenebrionidae	Alleculinae	unk	1	1	1	0.6924999999999999	0.6047
GCOL3933-16	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	1	1	1	0.5775	0.5422
GCOL6047-16	Insecta	Coleoptera	Tenebrionidae	Alleculinae	Mycetochara	1	1	1	1	1
GCOL6048-16	Insecta	Coleoptera	Tenebrionidae	Alleculinae	Mycetochara	1	1	1	1	1
GCOL013-16	Insecta	Coleoptera	Cerambycidae	Cerambycinae	unk	1	1	0.9505	0.9505	0.8224
GCOL237-16	Insecta	Coleoptera	Tenebrionidae	Diaperinae	Myrmechixenus	1	1	1	1	1
GCOL13306-16	Insecta	Coleoptera	Tenebrionidae	Diaperinae	unk	1	1	1	1	0.97
GCOL1124-16	Insecta	Coleoptera	Tenebrionidae	unk	unk	1	1	1	0.5214	0.5214
GBMIN47799-17	Insecta	Coleoptera	Attelabidae	Rhynchitinae	Involvulus	1	1	1	1	1
GCOL5737-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	unk	1	1	1	1	0.973
GCOL10772-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	Neocoenorrhinus	1	1	1	1	0.5671
GCOL3207-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	unk	1	1	1	1	0.973
GCOL5802-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	unk	1	1	1	1	0.9591000000000001
GCOL5779-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	unk	1	1	1	1	0.96
GCOL6076-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	Byctiscus	1	1	1	1	1
GCOL10545-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	Byctiscus	1	1	1	1	1
GCOL11448-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	Byctiscus	1	1	1	1	1
GCOL7351-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	Byctiscus	1	1	1	1	1
GCOL10409-16	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	unk	1	1	1	1	0.6234999999999999
GCOL6187-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	unk	1	1	1	1	0.973
GCOL13050-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	Temnocerus	1	1	1	1	1
